,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,48.5,46.27,14.3,31.2,17.73,22.29,43.3,42.14,73.55,133.26
1,Short-Term Investments,0.11,0.18,0.15,1.87,1.57,0.15,0.83,0.42,6.2,3.59
2,Cash & Short-Term Investments,48.61,46.45,14.45,33.07,19.29,22.44,44.13,42.55,79.75,136.85
3,Cash Growth,236.42%,40.45%,-25.11%,47.38%,-56.28%,-47.26%,-44.67%,-68.90%,-,-
4,Accounts Receivable,130.94,132.66,109,93.12,171.89,218.73,277.32,277.59,222.65,237.68
5,Other Receivables,-,0.49,0.49,-,-,-,-,-,0.46,2.09
6,Receivables,130.94,133.15,109.49,93.12,171.89,218.73,277.32,277.59,223.11,239.77
7,Inventory,9.38,5.02,28.54,13.63,30.95,35.84,30.7,53.36,29.68,11.78
8,Prepaid Expenses,2.9,2.04,1.11,2.01,2.55,4.28,3.45,5.53,0.48,3.19
9,Other Current Assets,11.84,15.77,14.84,15.88,78.23,73.84,70.4,93.35,72.38,70.83
10,Total Current Assets,203.68,202.43,168.42,157.71,302.9,355.13,426,472.37,405.39,462.42
11,"Property, Plant & Equipment",4.56,2.82,3.77,2.69,3.42,4.46,6.03,1.77,2.19,3.61
12,Long-Term Investments,-,-,-,-,-,-,-,-,-,28.32
13,Other Intangible Assets,-,-,-,-,0.64,0.68,0.72,0.76,-,-
14,Long-Term Deferred Tax Assets,0.28,0.27,-,-,-,-,-,6.69,5.71,0.55
15,Other Long-Term Assets,0.66,0.4,0.32,0.36,0.68,0.93,3.06,2.28,2.09,0.69
16,Total Assets,209.17,205.92,172.52,160.75,307.64,361.2,435.81,483.87,415.39,495.58
17,Accounts Payable,16.69,23.73,16.84,15.85,91.54,124.58,117.24,137.6,47.33,78.47
18,Accrued Expenses,3.97,6.76,5.31,6.52,3.7,6.62,2.84,6.13,1.8,7.36
19,Short-Term Debt,61.12,3.41,46.25,10.66,84.54,49.3,33.26,5.26,6.24,6.35
20,Current Portion of Leases,2.05,1.27,1.12,0.79,2.32,2.25,2.18,0.42,0.97,2.03
21,Current Income Taxes Payable,3.16,2.47,2.24,0.69,4.03,1.3,3.59,0.65,0.14,11.33
22,Current Unearned Revenue,8.56,3.73,2.33,4.02,4.45,6.38,8.74,6.71,6.48,7.61
23,Other Current Liabilities,1.23,0.63,0.04,0.02,11.8,13,16.51,6.99,12.4,6.94
24,Total Current Liabilities,96.77,41.99,74.13,38.54,202.38,203.43,184.36,163.77,75.36,120.09
25,Long-Term Debt,-,56.29,-,34.99,-,-,-,-,-,-
26,Long-Term Leases,2.05,1.07,1.81,1.55,1.09,2.26,3.4,0.79,-,-
27,Long-Term Deferred Tax Liabilities,-,-,0.05,0.02,0.03,0.02,0.02,0.01,0.01,0.02
28,Other Long-Term Liabilities,0.77,0.8,0.35,0.48,1.7,1.25,1.09,1.45,1.3,1.22
29,Total Liabilities,99.59,100.15,76.33,75.58,205.19,206.96,188.87,166.02,76.67,121.32
30,Common Stock,6.24,6.24,6.24,6.24,6.24,6.24,5.2,5.2,5.2,5.2
31,Additional Paid-In Capital,118.23,118.23,118.23,118.23,-,118.23,99.74,99.74,99.74,104.94
32,Retained Earnings,-52.65,-57.27,-67.46,-77.32,-,-19.75,94.64,167.72,190.74,222.07
33,Comprehensive Income & Other,37.47,37.54,37.5,37.52,96.2,49.51,47.35,45.2,43.04,42.05
34,Total Common Equity,109.29,104.74,94.51,84.68,102.44,154.24,246.94,317.85,338.72,374.26
35,Minority Interest,0.29,1.02,1.67,0.49,0.01,-,-,-,-,-
36,Shareholders' Equity,109.58,105.76,96.19,85.17,102.45,154.24,246.94,317.85,338.72,374.26
37,Total Liabilities & Equity,209.17,205.92,172.52,160.75,307.64,361.2,435.81,483.87,415.39,495.58
38,Total Debt,65.22,62.05,49.18,47.98,87.94,53.81,38.84,6.47,7.21,8.39
39,Net Cash (Debt),-16.61,-15.6,-34.73,-14.91,-68.65,-31.37,5.29,36.08,72.54,128.46
40,Net Cash Growth,-,-,-,-,-,-,-92.71%,-71.91%,-,-
41,Net Cash Per Share,-0.03,-0.02,-0.06,-0.02,-0.11,-,0.01,0.07,0.14,0.28
42,Filing Date Shares Outstanding,624,624,624,624,624,624,520,520,520,520
43,Total Common Shares Outstanding,624,624,624,624,624,624,520,520,520,520
44,Working Capital,106.91,160.44,94.29,119.16,100.52,151.7,241.64,308.6,330.03,342.33
45,Book Value Per Share,0.18,0.17,0.15,0.14,0.16,0.25,0.47,0.61,0.65,0.72
46,Tangible Book Value,109.29,104.74,94.51,84.68,101.8,153.56,246.22,317.1,338.72,374.26
47,Tangible Book Value Per Share,0.18,0.17,0.15,0.14,0.16,0.25,0.47,0.61,0.65,0.72
48,Machinery,-,1.29,-,0.95,-,5.85,-,5.71,-,5.3
49,Leasehold Improvements,-,-,-,-,-,2.11,-,2.11,-,2.11
