,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,266.25,173.73,206.1,172.44,138.58,127.44,136.83,137.7,23.02,167.32,Upgrade
1,Short-Term Investments,38.56,-,38.59,38.6,38.56,43.1,53.06,52.41,180.4,52,Upgrade
2,Trading Asset Securities,7.1,6.75,18.41,13.11,48.57,59.36,48.21,62.06,32.91,13.23,Upgrade
3,Cash & Short-Term Investments,311.91,180.48,263.1,224.14,225.72,229.9,238.11,252.17,236.32,232.55,Upgrade
4,Cash Growth,18.55%,-19.48%,16.56%,-2.50%,-5.20%,-8.83%,0.76%,8.44%,-42.20%,-56.10%,Upgrade
5,Accounts Receivable,10.3,4.86,5.16,5.32,2.07,1.7,0.34,1.55,27.95,56.43,Upgrade
6,Other Receivables,-33.77,63.97,18.97,25.9,46.36,10.12,18.93,-7.43,-4.31,32.67,Upgrade
7,Receivables,8.8,68.82,40.25,47.43,108.68,39.11,33.97,41.95,72.28,126.57,Upgrade
8,Inventory,1,1,2.15,2.15,2.15,2.18,2.21,2.21,2.28,2.41,Upgrade
9,Prepaid Expenses,17.99,6.38,12.57,11.8,30.43,23.93,6.68,6.69,7.92,8.71,Upgrade
10,Restricted Cash,1.34,-,5.13,4.52,0.34,1.75,10.08,14.16,7.93,13.32,Upgrade
11,Other Current Assets,18.59,0.01,1.44,2.12,3.4,48.86,49.77,50.75,60.59,18.91,Upgrade
12,Total Current Assets,359.63,256.69,324.63,292.16,370.71,345.74,340.81,367.92,387.31,402.47,Upgrade
13,"Property, Plant & Equipment",2,-,21.11,34.39,42.12,48.61,51.21,64.63,77.16,17.47,Upgrade
14,Long-Term Investments,58.43,60.93,68.66,68.23,98.75,101.32,101.68,95.04,91.27,104.51,Upgrade
15,Other Intangible Assets,-,-,1.19,1.67,2.09,2.4,2.76,3.23,4.19,4.69,Upgrade
16,Long-Term Deferred Tax Assets,6.72,6.72,6.72,6.72,6.72,6.72,9.63,6.72,13.05,9.33,Upgrade
17,Other Long-Term Assets,38.59,38.01,14.1,33.93,24.09,21.81,42.11,20.37,20.37,94.54,Upgrade
18,Total Assets,465.36,412.36,498.71,499.16,554.47,586.6,598.2,607.9,651.22,692.63,Upgrade
19,Accounts Payable,9.99,11.81,4.8,4.78,4.89,4.89,14.79,15.42,32.87,44.09,Upgrade
20,Current Portion of Leases,0.31,-,-,-,-,-,-,0.32,0.57,5.43,Upgrade
21,Current Income Taxes Payable,21.45,20.79,20.67,20.31,25.69,24.98,20.74,20.73,20.7,21.07,Upgrade
22,Current Unearned Revenue,0.93,0.93,0.93,2.13,2.13,2.13,0.02,0.91,0.08,0.08,Upgrade
23,Other Current Liabilities,3.92,3.62,5.85,11.16,19.55,20.27,8.41,10.71,12.91,19.7,Upgrade
24,Total Current Liabilities,36.59,37.15,32.24,38.38,52.25,52.26,43.96,48.09,67.13,90.37,Upgrade
25,Long-Term Debt,6.75,6.61,-,-,-,-,-,-,-,-,Upgrade
26,Long-Term Leases,1.27,-,-,-,-,-,-,-,0.15,2.87,Upgrade
27,Total Liabilities,44.6,43.76,32.24,38.38,52.25,52.26,43.96,48.09,67.28,93.24,Upgrade
28,Common Stock,2.94,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,Upgrade
29,Additional Paid-In Capital,92.86,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,Upgrade
30,Retained Earnings,240.17,225.64,305.76,305.17,348.58,380.65,420.3,428.26,450.49,471.52,Upgrade
31,Comprehensive Income & Other,85.46,86.93,104.69,99.58,97.63,97.64,77.89,75.48,70.87,64.06,Upgrade
32,Total Common Equity,421.42,369.27,467.15,461.45,502.91,534.99,554.89,560.44,578.06,592.28,Upgrade
33,Minority Interest,-0.66,-0.67,-0.68,-0.68,-0.69,-0.65,-0.66,-0.62,5.88,7.11,Upgrade
34,Shareholders' Equity,420.76,368.6,466.47,460.77,502.22,534.34,554.24,559.81,583.94,599.39,Upgrade
35,Total Liabilities & Equity,465.36,412.36,498.71,499.16,554.47,586.6,598.2,607.9,651.22,692.63,Upgrade
36,Total Debt,8.33,6.61,-,-,-,-,-,0.32,0.72,8.3,Upgrade
37,Net Cash (Debt),303.58,173.87,263.1,224.14,225.72,229.9,238.11,251.84,235.6,224.24,Upgrade
38,Net Cash Growth,15.38%,-22.43%,16.56%,-2.50%,-5.20%,-8.71%,1.06%,12.31%,-40.01%,-57.67%,Upgrade
39,Net Cash Per Share,1.71,1.09,1.65,1.41,1.42,1.44,1.49,1.58,1.48,1.41,Upgrade
40,Filing Date Shares Outstanding,190.29,159.29,159.29,159.29,159.29,159.29,159.29,159.29,159.29,159.29,Upgrade
41,Total Common Shares Outstanding,190.29,159.29,159.29,159.29,159.29,159.29,159.29,159.29,159.29,159.29,Upgrade
42,Working Capital,323.04,219.54,292.4,253.77,318.46,293.48,296.85,319.83,320.19,312.1,Upgrade
43,Book Value Per Share,2.21,2.32,2.93,2.90,3.16,3.36,3.48,3.52,3.63,3.72,Upgrade
44,Tangible Book Value,421.42,369.27,465.96,459.78,500.82,532.59,552.13,557.21,573.87,587.59,Upgrade
45,Tangible Book Value Per Share,2.21,2.32,2.93,2.89,3.14,3.34,3.47,3.50,3.60,3.69,Upgrade
46,Buildings,-,-,-,17.82,-,20.87,-,28.28,-,-,Upgrade
47,Machinery,-,64.12,-,64.31,-,64.3,-,66.09,-,22.88,Upgrade
48,Leasehold Improvements,-,-,-,2.12,-,2.12,-,2.12,-,2.12,Upgrade
