,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,76.91,174.09,96.94,131.49,479.74,1504,1202,749.94,1381,1290
1,Trading Asset Securities,-,-,-,-,-,-,-,-,200,200
2,Cash & Short-Term Investments,76.91,174.09,96.94,131.49,479.74,1504,1202,749.94,1581,1490
3,Cash Growth,-20.66%,32.39%,-79.79%,-91.26%,-60.08%,100.60%,-23.98%,-49.68%,-18.42%,19.24%
4,Accounts Receivable,4022,3606,3405,2953,2212,1738,1659,1159,1382,1003
5,Other Receivables,796.87,426.71,309.57,220.54,369.78,411.83,416,205.11,132.84,127.38
6,Receivables,5276,4413,4205,3684,3142,2800,2725,2364,2190,2130
7,Inventory,7.55,7.57,28.45,21.89,18.3,16.6,13.47,11.76,13.08,22.64
8,Restricted Cash,0.22,54.87,167.2,181.19,62.61,49.65,28.61,7.99,7.97,67.97
9,Other Current Assets,251.78,262.39,287.07,312.2,433.63,406.22,311.85,360.54,208.85,176.9
10,Total Current Assets,5612,4911,4785,4331,4136,4777,4280,3494,4001,3888
11,"Property, Plant & Equipment",2753,2864,3050,3128,3124,3062,3192,3278,3411,3523
12,Long-Term Investments,62.21,-,-,6.53,12.43,12.79,14.34,14.52,14.78,14.83
13,Other Intangible Assets,683.91,561.34,534.57,547.18,300.89,313.49,324.51,329.29,211.82,199.42
14,Long-Term Accounts Receivable,2480,3363,3335,3331,3310,3542,3333,3033,2387,1898
15,Long-Term Deferred Tax Assets,99.36,96.12,86.59,81.03,83.06,84.49,77.33,73.61,55.12,52.99
16,Other Long-Term Assets,267.86,267.86,277.46,277.46,276.38,276.38,274.07,273.76,81,-
17,Total Assets,11958,12064,12069,11702,11243,12068,11495,10496,10162,9576
18,Accounts Payable,434.09,454.72,320.6,315.91,193.8,317.19,251.51,327.2,187.31,150.97
19,Accrued Expenses,89.08,84.95,80.67,94.73,99.42,68.19,46.51,64.01,39.26,64.26
20,Current Portion of Long-Term Debt,3193,3267,3957,3346,2772,4213,3617,1885,1084,701.32
21,Current Portion of Leases,-,-,-,-,-,-,2.53,1.17,3.29,3.79
22,Current Income Taxes Payable,175.03,142.46,107.38,79.43,79.21,97.49,87.01,96.09,68.24,75.27
23,Current Unearned Revenue,13.05,7.16,9.7,6.84,9.8,7.51,46.01,45.49,11.53,7.24
24,Other Current Liabilities,822.62,840.41,626.34,395.78,384.14,404.05,511.86,392.5,364.72,271.62
25,Total Current Liabilities,4727,4796,5101,4239,3539,5107,4562,2811,1759,1274
26,Long-Term Debt,1825,2005,1847,2523,2881,2193,2278,3082,3926,3865
27,Long-Term Leases,-,-,-,-,-,-,-,-,3.28,1.5
28,Long-Term Unearned Revenue,235.4,239.73,243.62,230.94,236.83,245.27,252.14,248.43,261.56,266.35
29,Long-Term Deferred Tax Liabilities,44.62,44.97,51.07,51.9,68.95,86.49,86.36,82.25,84.79,74.47
30,Total Liabilities,6832,7087,7243,7045,6725,7632,7179,6224,6035,5482
31,Common Stock,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029
32,Additional Paid-In Capital,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283
33,Retained Earnings,2837,2689,2538,2371,2228,2148,2028,1985,1852,1821
34,Comprehensive Income & Other,-32.51,-33.61,-34.56,-34.47,-30.59,-33.42,-32.7,-32.2,-44.69,-45.49
35,Total Common Equity,5117,4967,4816,4649,4510,4427,4308,4265,4119,4088
36,Minority Interest,10.14,9.82,9.58,8.6,7.38,8.41,7.9,7.14,7.79,6.76
37,Shareholders' Equity,5127,4977,4825,4658,4518,4436,4316,4272,4127,4094
38,Total Liabilities & Equity,11958,12064,12069,11702,11243,12068,11495,10496,10162,9576
39,Total Debt,5018,5272,5804,5869,5653,6406,5898,4968,5017,4572
40,Net Cash (Debt),-4941,-5098,-5707,-5738,-5173,-4902,-4696,-4218,-3436,-3081
41,Net Cash Per Share,-4.80,-4.95,-5.55,-5.58,-5.03,-4.76,-4.56,-4.10,-3.34,-2.99
42,Filing Date Shares Outstanding,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029
43,Total Common Shares Outstanding,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029
44,Working Capital,885.34,115.06,-316.78,91.57,597.94,-330.49,-281.78,682.82,2242,2613
45,Book Value Per Share,4.97,4.83,4.68,4.52,4.38,4.30,4.19,4.14,4.00,3.97
46,Tangible Book Value,4433,4406,4281,4102,4209,4114,3984,3936,3908,3888
47,Tangible Book Value Per Share,4.31,4.28,4.16,3.99,4.09,4.00,3.87,3.82,3.80,3.78
48,Buildings,-,2739,-,2778,-,2582,-,2526,-,2369
49,Machinery,-,1568,-,1679,-,1724,-,1682,-,1412
50,Construction In Progress,-,249.86,-,269.63,-,201.08,-,263.95,-,682.13
