,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,899,923,839,1319,1487,1415,1607,1679,1187,995,983,Upgrade
1,Market Cap Growth,-30.00%,-30.00%,-43.55%,-6.78%,-7.46%,-15.71%,35.35%,68.67%,20.73%,-30.83%,-50.00%,Upgrade
2,Enterprise Value,386,389,364,668,774,791,1017,1033,554,406,356,Upgrade
3,Last Close Price,0.38,0.37,0.29,0.46,0.51,0.45,0.47,0.47,0.30,0.24,0.24,Upgrade
4,PE Ratio,12.95,13.29,11.18,11.71,8.93,7.83,9.64,8.62,5.62,24.99,-,Upgrade
5,PS Ratio,1.45,1.49,1.28,1.95,2.10,1.91,2.10,2.20,1.64,1.33,1.15,Upgrade
6,PB Ratio,0.53,0.54,0.47,0.76,0.86,0.81,0.86,0.92,0.61,0.54,0.56,Upgrade
7,P/TBV Ratio,0.55,0.55,0.47,0.77,0.87,0.82,0.87,0.93,0.62,0.54,0.57,Upgrade
8,P/FCF Ratio,6.35,-10.73,-,-,16.96,8.34,7.36,9.68,12.06,-184.49,-,Upgrade
9,P/OCF Ratio,6.28,-11.47,-,-,16.11,8.13,7.06,9.20,11.57,-776.84,-,Upgrade
10,EV/Sales Ratio,0.62,0.63,0.56,0.99,1.09,1.07,1.33,1.35,0.76,0.54,0.42,Upgrade
11,EV/EBITDA Ratio,4.07,4.15,3.38,5.44,4.78,4.08,4.86,5.54,4.51,5.02,3.11,Upgrade
12,EV/EBIT Ratio,5.67,5.72,4.78,7.39,5.95,4.89,5.77,6.76,6.23,10.76,5.62,Upgrade
13,EV/FCF Ratio,2.73,-4.53,-,-,8.83,4.66,4.65,5.96,5.63,-75.29,-,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
15,Debt / FCF Ratio,0.10,-0.16,-,-,0.09,0.04,0.03,0.05,0.07,-1.24,-,Upgrade
16,Return on Capital Employed (ROCE),3.83%,3.83%,4.06%,4.97%,7.20%,8.91%,9.11%,8.07%,4.43%,1.98%,3.52%,Upgrade
17,Earnings Yield,7.72%,7.52%,8.95%,8.54%,11.20%,12.77%,10.38%,11.60%,17.80%,4.00%,-1.12%,Upgrade
18,FCF Yield,15.74%,-9.32%,-41.63%,-11.15%,5.90%,11.99%,13.59%,10.33%,8.29%,-0.54%,11.50%,Upgrade
19,Dividend Yield,5.33%,2.67%,-,-,-,13.29%,12.78%,10.65%,13.22%,8.25%,-,Upgrade
20,Total Shareholder Return,5.33%,2.67%,-,-,-,13.29%,12.78%,10.65%,13.22%,8.25%,-,Upgrade
