,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,29.74,28.86,35.58,45.93,45.37,74.16,83.64,72.62,88.98,47.32
1,Short-Term Investments,0.75,0.68,14.36,0.86,0.8,0.9,0.54,3.2,0.43,0.46
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,5.67
3,Cash & Short-Term Investments,30.49,29.54,49.94,46.78,46.17,75.05,84.18,75.82,89.41,53.44
4,Cash Growth,-38.95%,-36.87%,8.17%,-37.67%,-45.16%,-1.01%,-5.84%,41.87%,5.50%,312.17%
5,Accounts Receivable,87.14,103.88,92.98,91.67,101.53,72.01,40.64,46.81,48.14,64.98
6,Other Receivables,4.18,7.24,4.24,3.94,5.11,3.25,1.8,2.03,0.85,0.91
7,Receivables,91.32,111.12,97.23,95.6,106.64,75.26,42.44,48.84,48.99,65.89
8,Inventory,-,-,24.61,25.58,-,-,10.38,-,-,-
9,Prepaid Expenses,0.21,0.7,0.17,0.57,5.29,0.21,0.29,0.63,1.15,0.7
10,Restricted Cash,-,0.45,-,-,-,-,-,-,-,-
11,Other Current Assets,50.75,23.91,9.7,10.62,11.36,65.51,49.16,18.52,9.48,39.66
12,Total Current Assets,172.76,165.71,181.64,179.15,169.46,216.04,186.45,143.8,149.03,159.69
13,"Property, Plant & Equipment",14.3,15.39,16.28,18.01,22.04,24.64,23.09,20.23,21.58,23.2
14,Long-Term Investments,0.04,0.17,0.13,0.15,0.12,0.12,0.24,0.27,0.41,-
15,Other Intangible Assets,0.14,0.23,0.32,0.39,0.47,0.58,-,-,-,-
16,Long-Term Deferred Tax Assets,0.01,0.01,-,-,-,-,0.05,0.32,0.22,0.3
17,Total Assets,187.26,181.52,198.36,197.7,192.1,241.38,209.83,164.61,171.24,183.19
18,Accounts Payable,43.06,53.86,39.32,27.65,17.2,13.52,3.8,7.5,17.45,26.42
19,Accrued Expenses,8.74,3.97,2.43,3.91,2.06,2.81,4.18,1.83,2.23,5.09
20,Short-Term Debt,-,2.22,-,5.91,-,2.17,-,2.36,-,-
21,Current Portion of Long-Term Debt,3.02,0.77,5.16,0.47,2.25,0.45,1.45,0.53,0.3,0.49
22,Current Portion of Leases,0.16,0.83,1.01,1.69,3.45,3.88,2.79,1.77,2.55,3.1
23,Current Income Taxes Payable,1.46,1.53,1.51,1.54,1.99,0.73,0.62,0.01,-,-
24,Current Unearned Revenue,24.49,-,8.62,6.12,5.99,53.74,42.51,3.88,-,-
25,Other Current Liabilities,7.26,10.14,5.06,4.71,3.58,6.65,7.27,4.69,3.93,2.85
26,Total Current Liabilities,88.19,73.31,63.1,52.01,36.51,83.92,62.62,22.57,26.46,37.94
27,Long-Term Debt,0.64,0.98,0.62,0.75,0.98,1.22,1.55,1.97,1.41,2.52
28,Long-Term Leases,-,-,0.04,0.47,0.91,3.4,2.02,1.36,3.01,3.14
29,Long-Term Deferred Tax Liabilities,-,-,0.01,0.01,-,0,-,-,-,-
30,Total Liabilities,88.83,74.29,63.78,53.24,38.4,88.54,66.18,25.9,30.88,43.6
31,Common Stock,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
32,Additional Paid-In Capital,-,51.79,51.79,51.79,-,51.79,51.79,51.79,51.79,51.79
33,Retained Earnings,-,37.19,59.82,69.93,-,78.65,72.16,68.25,69.72,67.64
34,Comprehensive Income & Other,97.19,16.64,16.66,15.99,146.95,15.83,14.4,13.37,13.55,14.86
35,Total Common Equity,102.49,110.92,133.57,143.01,152.25,151.57,143.65,138.71,140.36,139.6
36,Minority Interest,-4.07,-3.69,1.01,1.45,1.45,1.27,-,-,-,-
37,Shareholders' Equity,98.42,107.23,134.58,144.47,153.7,152.84,143.65,138.71,140.36,139.6
38,Total Liabilities & Equity,187.26,181.52,198.36,197.7,192.1,241.38,209.83,164.61,171.24,183.19
39,Total Debt,3.82,4.79,6.83,9.29,7.59,11.11,7.8,7.99,7.26,9.25
40,Net Cash (Debt),26.67,24.75,43.11,37.49,38.58,63.95,76.39,67.83,82.14,44.19
41,Net Cash Growth,-38.14%,-33.99%,11.75%,-41.37%,-49.49%,-5.72%,-7.01%,53.48%,20.98%,-
42,Net Cash Per Share,0.03,0.02,0.04,0.04,0.04,0.06,0.08,0.07,0.08,0.04
43,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
44,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
45,Working Capital,84.56,92.4,118.53,127.14,132.95,132.12,123.83,121.23,122.57,121.75
46,Book Value Per Share,0.10,0.11,0.13,0.14,0.15,0.15,0.14,0.14,0.14,0.14
47,Tangible Book Value,102.35,110.69,133.25,142.62,151.78,150.99,143.65,138.71,140.36,139.6
48,Tangible Book Value Per Share,0.10,0.11,0.13,0.14,0.15,0.15,0.14,0.14,0.14,0.14
49,Land,-,11.56,-,11.56,-,11.56,-,11.53,-,11.23
50,Machinery,-,26.57,-,25.18,-,24.53,-,18.8,-,15.15
51,Leasehold Improvements,-,0.32,-,0.31,-,0.32,-,-,-,-
