,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,44.19,223.39,64.7,65.98,301.96,497.23,328.68,137.57,51.51,42.31
1,Revenue Growth (YoY),-31.69%,238.59%,-78.57%,-86.73%,-8.13%,261.43%,538.08%,225.15%,-52.67%,-53.77%
2,Cost of Revenue,40.27,221.14,62.07,63.99,289.72,479.89,315.14,133.8,41.99,35.15
3,Gross Profit,3.92,2.26,2.63,1.98,12.24,17.34,13.54,3.77,9.53,7.16
4,"Selling, General & Admin",9.35,10.68,10.85,11.88,10.74,9.37,7.82,7.53,5.59,10.1
5,Operating Expenses,9.62,29.98,12.8,14.8,10.83,9.72,7.82,7.53,5.59,10.1
6,Operating Income,-5.7,-27.72,-10.17,-12.82,1.41,7.62,5.72,-3.76,3.93,-2.94
7,Interest Expense,-0.18,-0.17,-0.19,-0.46,-0.38,-0.28,-0.21,-0.23,-0.26,-0.36
8,Interest & Investment Income,-,0.37,-,0.24,-,0.23,-,0.63,-,0.49
9,Earnings From Equity Investments,-0.13,0.05,-0.02,0.03,0,-0.12,-0.03,-0.14,-0.04,-
10,Currency Exchange Gain (Loss),-,0.16,-,1.38,-,0.91,-,-,-,-
11,Other Non Operating Income (Expenses),-0.79,0.05,-0.18,-0.12,2.48,0.87,0.23,0.48,0.49,-3.87
12,EBT Excluding Unusual Items,-6.8,-27.27,-10.56,-11.75,3.51,9.23,5.7,-3.02,4.12,-6.68
13,Merger & Restructuring Charges,-,-,-,-,-,-0.24,-,-,-,-
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,1.11,-,0.63
15,Gain (Loss) on Sale of Assets,-,-,-,1.31,-,-,-,-,-,0.25
16,Asset Writedown,-,-,-,-,-,-,-,-0.06,-,-
17,Other Unusual Items,-,-,-,-1,1.15,-1.2,-,0.04,-,3.54
18,Pretax Income,-6.8,-27.27,-10.56,-11.44,4.66,7.79,5.7,-1.93,4.12,-2.25
19,Income Tax Expense,0,0.07,0,-0.3,2.05,1.16,1.79,-0.45,2.05,0.25
20,Earnings From Continuing Operations,-6.8,-27.34,-10.57,-11.14,2.61,6.63,3.91,-1.47,2.07,-2.51
21,Minority Interest in Earnings,0.63,4.7,0.46,0.01,-0.2,-0.14,-,-,-,-
22,Net Income,-6.17,-22.64,-10.11,-11.13,2.42,6.49,3.91,-1.47,2.07,-2.51
23,Net Income to Common,-6.17,-22.64,-10.11,-11.13,2.42,6.49,3.91,-1.47,2.07,-2.51
24,Net Income Growth,-,-,-,-,-38.25%,-,88.57%,-,-85.84%,-
25,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,999
26,Shares Outstanding (Diluted),1000,1000,1000,1000,1002,1002,1002,1000,1000,999
27,Shares Change (YoY),-,-,-0.17%,-0.16%,0.00%,0.13%,0.17%,0.09%,13.58%,33.25%
28,EPS (Basic),-0.01,-0.02,-0.01,-0.01,0.00,0.01,0.00,-0.00,0.00,-0.00
29,EPS (Diluted),-0.01,-0.02,-0.01,-0.01,0.00,0.01,0.00,-0.00,0.00,-0.00
30,EPS Growth,-,-,-,-,-38.49%,-,88.04%,-,-87.54%,-
31,Free Cash Flow,-,-4.09,-8.01,-2.89,-26.43,-11.35,6.26,-10.76,8,4.8
32,Free Cash Flow Per Share,-,-0.00,-0.01,-0.00,-0.03,-0.01,0.01,-0.01,0.01,0.00
33,Operating Margin,-12.89%,-12.41%,-15.72%,-19.42%,0.47%,1.53%,1.74%,-2.73%,7.64%,-6.96%
34,Profit Margin,-13.96%,-10.13%,-15.62%,-16.87%,0.80%,1.31%,1.19%,-1.07%,4.03%,-5.92%
35,Free Cash Flow Margin,-,-1.83%,-12.39%,-4.38%,-8.75%,-2.28%,1.91%,-7.82%,15.53%,11.34%
36,EBITDA,-5.04,-27.09,-9.49,-11.85,2.33,8.25,6.92,-3.92,5.42,-3.04
37,D&A For EBITDA,0.66,0.64,0.69,0.97,0.93,0.63,1.21,-0.16,1.48,-0.1
38,EBIT,-5.7,-27.72,-10.17,-12.82,1.41,7.62,5.72,-3.76,3.93,-2.94
