,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,17469880,16380733,17450893,13610603,13260478,9934418,9978182,7040410,6012890,4680921,5619346,4441961,9071259,10810706,8696659,5933600,3697216,2711316,1692523,1561068,1128354,Upgrade
1,Market Cap Growth,64.89%,64.89%,74.89%,93.32%,120.53%,112.23%,77.57%,58.50%,-33.71%,-56.70%,-35.39%,-25.14%,145.35%,298.73%,413.83%,280.10%,227.66%,54.19%,-8.82%,-13.63%,-42.61%,Upgrade
2,Last Close Price,30500.00,28600.00,31900.00,25943.38,25276.03,18936.17,19019.58,13419.62,11461.08,8922.23,12694.23,8957.79,18293.31,21800.88,17537.84,16944.25,8572.38,6286.41,3924.24,3619.45,2922.06,Upgrade
3,PE Ratio,22.66,23.44,24.37,19.35,21.73,18.10,22.04,17.27,14.87,9.68,9.17,6.58,13.20,18.42,16.93,15.08,10.80,10.09,7.37,7.38,5.70,Upgrade
4,PS Ratio,6.13,6.34,7.30,6.30,7.71,6.94,7.66,5.89,4.69,3.07,3.18,2.38,4.50,5.84,5.40,4.26,3.45,3.00,2.08,1.97,1.48,Upgrade
5,PB Ratio,2.53,2.37,2.83,2.52,2.54,1.97,2.05,1.50,1.31,1.04,1.47,1.20,2.51,3.17,2.68,1.94,1.71,1.32,0.86,0.82,0.57,Upgrade
6,P/FCF Ratio,-,-,-,-,-2.82,-,-,-,7.80,19.19,-,-0.51,-2.24,-,-,1.45,-,-,0.43,-,-,Upgrade
7,P/OCF Ratio,-,-,-,-,-2.87,-,-,-,6.78,13.08,-,-0.51,-2.29,-,-,1.44,-,-,0.43,-,-,Upgrade
8,Debt / Equity Ratio,2.05,2.05,2.04,2.12,2.02,1.99,1.50,1.24,1.04,1.29,1.94,1.94,2.34,2.08,2.10,1.47,1.62,1.16,1.04,1.04,0.74,Upgrade
9,Debt / FCF Ratio,-,-,-,-,-2.24,-,-,-,6.21,23.79,-,-0.82,-2.09,-,-,1.10,-,-,0.52,-,-,Upgrade
10,Asset Turnover,0.12,0.14,0.18,0.14,0.12,0.15,0.12,0.10,0.11,0.11,0.14,0.17,0.20,0.17,0.26,0.18,0.20,0.16,0.20,0.14,Upgrade,
11,Quick Ratio,0.95,0.95,1.08,1.12,1.11,1.08,0.94,0.99,0.83,0.71,1.08,1.00,1.10,1.23,1.23,1.31,1.07,1.17,1.42,1.54,1.77,Upgrade
12,Current Ratio,1.37,1.37,1.39,1.38,1.39,1.38,1.30,1.44,1.24,1.46,1.37,1.46,1.45,1.58,1.58,1.65,1.35,1.39,1.65,1.83,2.10,Upgrade
13,Return on Equity (ROE),10.11%,12.36%,16.31%,14.24%,13.97%,13.91%,10.62%,10.67%,6.98%,12.90%,13.18%,22.80%,20.56%,23.34%,20.25%,18.95%,19.45%,13.18%,16.61%,5.77%,Upgrade,
14,Return on Assets (ROA),3.17%,3.85%,5.09%,4.59%,4.99%,5.74%,4.86%,4.80%,2.56%,4.18%,4.10%,6.84%,6.30%,7.51%,6.27%,5.35%,6.40%,5.05%,6.70%,2.22%,Upgrade,
15,Earnings Yield,4.00%,4.54%,4.30%,5.43%,4.87%,5.88%,4.85%,6.23%,7.24%,10.99%,10.90%,15.20%,7.57%,5.43%,5.91%,6.63%,9.26%,9.91%,13.56%,13.55%,17.55%,Upgrade
16,FCF Yield,-23.40%,-24.95%,-24.89%,-36.56%,-35.51%,-38.50%,-16.02%,-15.97%,12.82%,5.21%,-163.59%,-197.15%,-44.63%,-50.70%,-10.90%,68.91%,-57.09%,-50.96%,231.06%,-132.63%,-122.84%,Upgrade
17,Dividend Yield,3.93%,-,-,-,-,6.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Payout Ratio,70.50%,-,293.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.02%,-,203.23%,-,Upgrade
19,Buyback Yield / Dilution,-0.31%,-30.88%,-25.00%,0.00%,0.00%,0.00%,-18.51%,-18.52%,-19.78%,-18.52%,0.00%,21.42%,-40.10%,-21.52%,-62.48%,-94.67%,-22.33%,-42.55%,-6.62%,-13.24%,0.00%,Upgrade
20,Total Shareholder Return,3.62%,-30.88%,-25.00%,0.00%,0.00%,6.34%,-18.51%,-18.52%,-19.78%,-18.52%,0.00%,21.42%,-40.10%,-21.52%,-62.48%,-94.67%,-22.33%,-42.55%,-6.62%,-13.24%,0.00%,Upgrade
