,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,55,41,214,338,288,418,418,643,904,512,389,Upgrade
1,Market Cap Growth,-87.89%,-87.89%,-25.72%,-19.24%,-31.09%,-34.97%,-53.78%,25.58%,132.46%,76.47%,-38.38%,Upgrade
2,Enterprise Value,256,201,346,450,414,888,888,1215,1520,1255,1183,Upgrade
3,Last Close Price,0.12,0.17,0.90,1.42,1.64,2.38,2.38,3.66,5.30,3.00,2.28,Upgrade
4,PE Ratio,-,-,39.33,6.25,-7.86,-,2.65,-,-,-,-,Upgrade
5,Forward PE,-,53.33,53.33,53.33,53.33,53.33,53.33,53.33,53.33,53.33,53.33,Upgrade
6,PS Ratio,0.36,0.51,0.23,0.36,2.13,2.25,1.04,1.03,1.63,0.95,0.40,Upgrade
7,PB Ratio,0.20,0.28,0.76,1.20,1.45,2.69,1.62,230.64,10.17,3.04,1.31,Upgrade
8,P/TBV Ratio,0.28,0.28,0.76,1.20,1.45,2.69,1.62,230.64,10.00,3.01,1.33,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,-87.02,-,1.61,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-,-,-,189.39,-,2.42,Upgrade
11,EV/Sales Ratio,3.18,2.49,0.37,0.47,3.06,4.78,2.22,1.94,2.74,2.33,1.22,Upgrade
12,EV/FCF Ratio,-,-,-,-,-,-,-,-,-146.24,-,4.90,Upgrade
13,Debt / Equity Ratio,1.40,1.40,0.59,0.53,0.66,1.08,0.75,93.63,7.01,3.79,2.68,Upgrade
14,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-59.96,-,3.30,Upgrade
15,Earnings Yield,-246.00%,-328.63%,2.54%,15.99%,-12.72%,40.01%,37.78%,-33.72%,-26.42%,-49.96%,-61.45%,Upgrade
16,FCF Yield,-,-20.54%,-17.47%,-35.30%,-28.29%,-40.04%,-16.87%,-1.15%,6.74%,62.03%,Upgrade,
17,Buyback Yield / Dilution,-28.39%,-22.11%,-35.35%,-10.85%,-,-0.05%,-2.93%,-2.87%,-,-,-,Upgrade
18,Total Shareholder Return,-28.39%,-22.11%,-35.35%,-10.85%,-,-0.05%,-2.93%,-2.87%,-,-,-,Upgrade
