,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,243.05,792.26,1341,1896,2923,7534,11295,9649,10086,11094,Upgrade
1,Cash & Short-Term Investments,243.05,792.26,1341,1896,2923,7534,11295,9649,10086,11094,Upgrade
2,Cash Growth,-81.88%,-58.22%,-54.12%,-74.83%,-74.12%,-21.92%,11.99%,-13.02%,21.27%,95.36%,Upgrade
3,Accounts Receivable,222.47,175.51,169.03,134.74,184.92,297.9,831.75,877.25,867.71,1060,Upgrade
4,Other Receivables,7155,6794,7670,7352,11987,11174,11730,7966,6982,6895,Upgrade
5,Receivables,7378,6969,7839,7486,12194,11487,12760,8911,7927,8068,Upgrade
6,Inventory,34178,35424,35477,39615,53886,58149,57114,56251,42125,34007,Upgrade
7,Prepaid Expenses,-,1593,1550,1550,1595,1801,2908,2081,2061,661.91,Upgrade
8,Restricted Cash,1359,1805,3115,3707,5473,3323,4089,4157,4295,3965,Upgrade
9,Other Current Assets,1852,270.53,500.74,437.16,1052,909.5,602.88,923.93,1208,1707,Upgrade
10,Total Current Assets,45009,46854,49823,54691,77123,83204,88768,81974,67701,59503,Upgrade
11,"Property, Plant & Equipment",538.34,570.55,796.98,835.09,893.27,923.8,923.18,264.72,264.27,259.15,Upgrade
12,Long-Term Investments,632.07,1335,730.14,828.78,939.44,1017,842.23,916.26,559.1,654.87,Upgrade
13,Goodwill,-,285.72,-,285.72,285.72,285.72,285.72,285.72,271.23,271.23,Upgrade
14,Other Intangible Assets,324.43,44.27,335.66,55.62,61.29,66.97,72.64,78.31,57.28,61.02,Upgrade
15,Long-Term Accounts Receivable,620.44,622.44,637.77,639.77,695.24,695.24,-,-,-,-,Upgrade
16,Long-Term Deferred Tax Assets,462.69,461.37,984.49,1019,1034,1122,1648,1428,1100,834.61,Upgrade
17,Other Long-Term Assets,1290,1290,1631,1631,1978,1992,1935,1028,1027,1025,Upgrade
18,Total Assets,48878,51464,54939,59986,83010,89307,94474,85974,70980,62609,Upgrade
19,Accounts Payable,6372,5719,5312,6286,6340,6140,4735,4420,2758,3422,Upgrade
20,Accrued Expenses,8930,8303,8262,7749,9643,9723,13274,10920,7873,8557,Upgrade
21,Short-Term Debt,2794,2812,2769,2447,3735,8377,6356,5186,3455,8050,Upgrade
22,Current Portion of Long-Term Debt,12691,12347,12521,12773,3564,2039,2240,1576,7125,5325,Upgrade
23,Current Income Taxes Payable,1606,1595,1327,1410,3415,3319,2469,2507,2397,2302,Upgrade
24,Current Unearned Revenue,7901,10682,12579,15636,22685,25205,27958,26816,21326,15552,Upgrade
25,Other Current Liabilities,5012,5124,5012,5653,6039,6489,6029,6247,5314,4437,Upgrade
26,Total Current Liabilities,45305,46582,47782,51955,55422,61292,63061,57672,50249,47645,Upgrade
27,Long-Term Debt,302.7,675.21,1230,1012,9979,9621,14370,13400,8656,4695,Upgrade
28,Long-Term Deferred Tax Liabilities,1152,1158,1235,1282,1899,2134,2199,1954,1066,634.91,Upgrade
29,Total Liabilities,46760,48416,50247,54249,67300,73048,79630,73027,59971,52975,Upgrade
30,Common Stock,139.63,139.63,139.63,139.63,139.63,139.63,139.63,139.63,139.63,139.63,Upgrade
31,Additional Paid-In Capital,-,1241,-,1241,-,1241,-,1241,-,1241,Upgrade
32,Retained Earnings,-1636,-344.62,-,1211,5211,5974,4915,5268,3871,4078,Upgrade
33,Comprehensive Income & Other,1205,-569.52,1327,-417.45,2099,545.87,2315,158.28,1370,-277.9,Upgrade
34,Total Common Equity,-291.78,466.92,1466,2175,7450,7901,7369,6807,5381,5181,Upgrade
35,Minority Interest,2409,2582,3226,3562,8260,8358,7474,6141,5628,4453,Upgrade
36,Shareholders' Equity,2118,3048,4692,5737,15710,16259,14844,12948,11009,9635,Upgrade
37,Total Liabilities & Equity,48878,51464,54939,59986,83010,89307,94474,85974,70980,62609,Upgrade
38,Total Debt,15787,15835,16520,16233,17278,20037,22967,20162,19236,18069,Upgrade
39,Net Cash (Debt),-15544,-15042,-15179,-14336,-14355,-12503,-11672,-10513,-9151,-6975,Upgrade
40,Net Cash Per Share,-4.38,-4.24,-4.27,-4.04,-4.04,-3.52,-3.29,-2.96,-2.58,-1.96,Upgrade
41,Filing Date Shares Outstanding,3552,3552,3552,3552,3552,3552,3552,3552,3552,3552,Upgrade
42,Total Common Shares Outstanding,3552,3552,3552,3552,3552,3552,3552,3552,3552,3552,Upgrade
43,Working Capital,-295.5,272.02,2041,2736,21700,21912,25706,24301,17452,11858,Upgrade
44,Book Value Per Share,-0.08,0.13,0.41,0.61,2.10,2.22,2.07,1.92,1.51,1.46,Upgrade
45,Tangible Book Value,-616.21,136.93,1131,1834,7103,7548,7011,6443,5052,4849,Upgrade
46,Tangible Book Value Per Share,-0.17,0.04,0.32,0.52,2.00,2.13,1.97,1.81,1.42,1.37,Upgrade
47,Buildings,-,524.18,-,669.57,-,667.1,-,181.57,-,181.57,Upgrade
48,Machinery,-,106.18,-,112,-,131.64,-,123.02,-,73.62,Upgrade
49,Leasehold Improvements,-,74.59,-,62.55,-,63.18,-,48.25,-,63.93,Upgrade
