,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,490,4724,4724,4724,5718,7139,9270,8950,10300,12715,13496,Upgrade
1,Market Cap Growth,0%,0%,-17.39%,-33.83%,-38.31%,-20.24%,-10.00%,-29.61%,-23.68%,5.92%,-14.80%,Upgrade
2,Enterprise Value,19781,24139,31215,31215,32209,32745,32296,28917,26514,25499,22958,Upgrade
3,Last Close Price,0.14,1.33,1.33,1.33,1.61,2.01,2.61,2.52,2.83,3.50,3.68,Upgrade
4,PE Ratio,-,-,-,-,-,17.22,8.54,5.38,6.69,9.69,11.66,Upgrade
5,PS Ratio,0.08,0.79,0.80,0.36,0.27,0.29,0.37,0.50,0.70,0.84,1.40,Upgrade
6,PB Ratio,2.08,2.08,1.41,0.93,0.88,0.39,0.46,0.50,0.67,1.05,1.25,Upgrade
7,P/TBV Ratio,-,-,31.31,3.87,2.76,0.86,1.00,1.06,1.35,2.29,2.49,Upgrade
8,P/FCF Ratio,-,-,-,2.24,78.69,-,-,6.53,-,-,6.30,Upgrade
9,P/OCF Ratio,-,-,-,2.23,62.20,-,-,6.23,-,-,6.16,Upgrade
10,EV/Sales Ratio,3.32,4.05,5.31,2.36,1.53,1.32,1.29,1.62,1.79,1.68,2.39,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,14.58,9.36,13.55,17.21,8.90,9.98,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,15.25,9.56,13.88,17.72,9.00,10.09,Upgrade
13,EV/FCF Ratio,-33.56,-,-,14.82,443.25,-,-,21.09,-,-,10.71,Upgrade
14,Debt / Equity Ratio,7.46,7.46,5.19,3.52,2.83,1.10,1.23,1.55,1.56,1.75,1.88,Upgrade
15,Debt / FCF Ratio,-,-,-,8.48,252.54,-,-,20.15,-,-,9.43,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,6.64%,9.83%,5.51%,4.45%,12.46%,13.59%,Upgrade
17,Earnings Yield,-379.54%,-39.38%,-36.29%,-116.91%,-94.16%,5.81%,11.71%,18.60%,14.94%,10.32%,8.58%,Upgrade
18,FCF Yield,-120.26%,-9.38%,-,44.58%,1.27%,-17.82%,16.56%,15.32%,-14.34%,23.02%,15.88%,Upgrade
19,Buyback Yield / Dilution,-,-,-,0.00%,0.00%,-,-,-,-,-,Upgrade,
20,Total Shareholder Return,-,-,-,0.00%,0.00%,-,-,-,-,-,Upgrade,
