,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,3773,1777,3562,8667,9969,11265,9131,5749,6703,7099,Upgrade
1,Revenue Growth (YoY),5.94%,-79.49%,-64.27%,-23.06%,9.18%,95.95%,36.22%,-19.02%,345.86%,42.05%,Upgrade
2,Cost of Revenue,4036,1544,3231,12118,8826,8767,6866,4337,5302,4773,Upgrade
3,Gross Profit,-262.1,233.3,331.36,-3451,1144,2498,2265,1412,1401,2326,Upgrade
4,"Selling, General & Admin",300.59,513.7,505.1,808.8,819.86,1056,991.04,959.32,601.5,544.85,Upgrade
5,Other Operating Expenses,-2.57,-9.58,-7.99,11.37,-27.56,-39.84,2.08,-8.27,0.47,-2.15,Upgrade
6,Operating Expenses,311.83,506.85,505.45,846.65,792.3,1017,993.11,951.05,601.96,542.7,Upgrade
7,Operating Income,-573.93,-273.55,-174.09,-4297,351.48,1482,1272,460.65,799,1783,Upgrade
8,Interest Expense,-34.11,-147.25,-15.73,-55.19,-9.31,-9.59,-9.89,-11.23,-12.5,-10.89,Upgrade
9,Interest & Investment Income,3.7,14.96,16.56,32.81,37.69,96.49,53.12,87.61,62.24,58.57,Upgrade
10,Earnings From Equity Investments,-20.9,46.62,-5.21,-192.51,-13.84,15.57,-27.33,42.72,-16.34,4.44,Upgrade
11,Currency Exchange Gain (Loss),-44.73,-27.43,49.66,105.46,-50.97,-40.84,6.23,39.64,14,-32.85,Upgrade
12,Other Non Operating Income (Expenses),-,10.99,-,-311.54,-,-,-,-,-,-,Upgrade
13,EBT Excluding Unusual Items,-669.97,-375.67,-128.81,-4718,315.05,1543,1294,619.39,846.41,1802,Upgrade
14,Gain (Loss) on Sale of Investments,14.67,24.28,-4.44,-29.51,-1.01,88.53,451.39,304.7,280.08,171.85,Upgrade
15,Gain (Loss) on Sale of Assets,-19.31,-147.4,0.13,-527.24,-102.45,-0.06,31.68,-51.43,0.11,-4.45,Upgrade
16,Asset Writedown,-,-549.04,-,-349.42,-7.96,40.41,210.5,0.97,1.64,16.05,Upgrade
17,Other Unusual Items,-,-44.14,-,-226.75,197.56,197.57,-,124.46,-,60.88,Upgrade
18,Pretax Income,-674.62,-1092,-133.12,-5851,401.19,1870,1987,998.08,1128,2047,Upgrade
19,Income Tax Expense,-43.47,561.12,83.62,130.09,215.85,667.56,674.81,292.01,391.49,871.56,Upgrade
20,Earnings From Continuing Operations,-631.15,-1653,-216.73,-5981,185.34,1202,1312,706.08,736.74,1175,Upgrade
21,Minority Interest in Earnings,111.34,441.66,-127.77,1215,-181.97,-851.61,-778.94,144.8,-291.64,-423.9,Upgrade
22,Net Income,-519.8,-1211,-344.5,-4766,3.37,350.44,533.52,850.87,445.09,751.28,Upgrade
23,Net Income to Common,-519.8,-1211,-344.5,-4766,3.37,350.44,533.52,850.87,445.09,751.28,Upgrade
24,Net Income Growth,-,-,-,-,-99.37%,-58.81%,19.87%,13.26%,56.91%,34.31%,Upgrade
25,Shares Outstanding (Basic),3552,3552,3552,3552,3552,3552,3552,3552,3552,3552,Upgrade
26,Shares Outstanding (Diluted),3552,3552,3552,3552,3552,3552,3552,3552,3552,3552,Upgrade
27,Shares Change (YoY),-,-,-,-0.00%,-0.00%,-,-,-,-,-,Upgrade
28,EPS (Basic),-0.15,-0.34,-0.10,-1.34,0.00,0.10,0.15,0.24,0.13,0.21,Upgrade
29,EPS (Diluted),-0.15,-0.34,-0.10,-1.34,0.00,0.10,0.15,0.24,0.13,0.21,Upgrade
30,EPS Growth,-,-,-,-,-99.37%,-58.81%,19.87%,13.26%,56.91%,34.31%,Upgrade
31,Free Cash Flow,-412.33,-,1169,779.49,-715.21,-370.75,1621,-481.35,-762.07,3430,Upgrade
32,Free Cash Flow Per Share,-0.12,-,0.33,0.22,-0.20,-0.10,0.46,-0.14,-0.21,0.97,Upgrade
33,Operating Margin,-15.21%,-15.39%,-4.89%,-49.58%,3.53%,13.15%,13.93%,8.01%,11.92%,25.12%,Upgrade
34,Profit Margin,-13.78%,-68.16%,-9.67%,-54.99%,0.03%,3.11%,5.84%,14.80%,6.64%,10.58%,Upgrade
35,Free Cash Flow Margin,-10.93%,-,32.83%,8.99%,-7.17%,-3.29%,17.75%,-8.37%,-11.37%,48.32%,Upgrade
36,EBITDA,-539.07,-413.88,-137.35,-4309,396.9,1521,1291,482.76,814.18,1797,Upgrade
37,D&A For EBITDA,34.86,-,36.74,-11.11,45.42,39.39,19.46,22.12,15.18,13.75,Upgrade
38,EBIT,-573.93,-273.55,-174.09,-4297,351.48,1482,1272,460.65,799,1783,Upgrade
