,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,71,74,68,84,86,140,208,221,187,213,315,Upgrade
1,Market Cap Growth,-12.62%,-12.62%,-20.95%,-39.77%,-58.82%,-36.67%,11.35%,3.85%,-40.52%,-36.59%,-8.13%,Upgrade
2,Enterprise Value,104,92,67,64,36,216,285,215,146,139,222,Upgrade
3,Last Close Price,0.09,0.09,0.08,0.10,0.10,0.17,0.26,0.27,0.23,0.26,0.39,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,7.29,137.37,-,-,Upgrade
5,PS Ratio,0.31,0.33,0.30,0.29,0.20,0.24,0.28,0.20,0.18,0.23,0.26,Upgrade
6,PB Ratio,0.09,0.09,0.08,0.10,0.09,0.13,0.17,0.13,0.12,0.14,0.21,Upgrade
7,P/TBV Ratio,0.09,0.09,0.08,0.10,0.09,0.13,0.17,0.13,0.12,0.14,0.21,Upgrade
8,P/FCF Ratio,-,-,-,-,-,1.13,7.30,-,-6.67,-,3.86,Upgrade
9,P/OCF Ratio,-,-,-,-,-,0.96,3.21,-,1.77,-,1.53,Upgrade
10,EV/Sales Ratio,0.46,0.41,0.30,0.22,0.08,0.37,0.38,0.19,0.14,0.15,0.19,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,2.17,2.04,6.13,4.14,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-12.36,-,-,Upgrade
13,EV/FCF Ratio,-3.59,-,-,-,-,1.75,9.97,-,-5.19,-,2.71,Upgrade
14,Debt / Equity Ratio,0.12,0.12,0.09,0.06,0.10,0.14,0.19,0.16,0.18,0.23,0.15,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,1.22,8.30,-,-10.35,-,2.76,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-0.64%,-,-,Upgrade
17,Earnings Yield,-120.08%,-116.07%,-148.54%,-200.25%,-224.48%,-362.63%,-202.78%,13.72%,0.73%,-17.64%,-2.52%,Upgrade
18,FCF Yield,-40.86%,-39.50%,-60.22%,-51.52%,-4.24%,88.46%,13.70%,-14.17%,-14.99%,-30.43%,25.92%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.01%,-1.74%,-1.86%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,0.01%,-1.74%,-1.86%,Upgrade,
