,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q1 2020,Q4 2019,+14 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Revenue,162130,63273,86092,73610,121956,59085,78509,44090,124906,41193,56472,37529,93784,44937,50177,48403,129787,43776,49345,68244,Upgrade
1,Revenue Growth (YoY),32.94%,7.09%,9.66%,66.95%,-2.36%,43.44%,39.02%,17.48%,33.19%,-8.33%,12.55%,-22.47%,-27.74%,2.65%,1.69%,-29.07%,85.75%,28.19%,-59.02%,-9.26%,Upgrade
2,Cost of Revenue,139695,49371,73238,60549,101066,44560,64007,30382,100012,32693,43838,27761,74021,35904,38442,35758,104313,32238,36680,48526,Upgrade
3,Gross Profit,22435,13902,12854,13061,20890,14525,14502,13708,24894,8500,12634,9768,19763,9034,11735,12644,25474,11538,12666,19718,Upgrade
4,"Selling, General & Admin",17009,7939,9807,8464,15586,8520,10689,9365,14620,7956,10497,7200,10178,7371,7955,8839,13259,8681,9790,12364,Upgrade
5,Operating Expenses,17009,7939,9807,8464,15586,8520,10689,9365,14620,7956,10497,7200,10178,7371,7955,8839,13259,8681,9790,12364,Upgrade
6,Operating Income,5426,5963,3047,4598,5303,6005,3814,4344,10275,543.95,2137,2568,9585,1663,3779,3805,12215,2857,2876,7353,Upgrade
7,Interest Expense,-,-33.34,-,-,-,-,-,-,-,-7.85,-,-,-,-,-,-,-,-,-,-,Upgrade
8,Interest & Investment Income,1615,645.86,887.94,838.59,3013,766.82,2273,543.99,2602,685.89,1661,560.51,1303,332.59,386.83,85.03,815.62,250.59,139.36,559.14,Upgrade
9,Currency Exchange Gain (Loss),-80.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-29.54,-514.89,-29.67,-17.01,-29.57,-2383,243.67,-0.21,786.73,800.12,301.43,-9.09,112.49,-180.3,-11.19,-10.03,1799,1.15,-79.15,-607.44,Upgrade
11,EBT Excluding Unusual Items,6931,6060,3905,5419,8286,4389,6330,4887,13663,2022,4099,3119,11000,1815,4155,3880,14830,3109,2936,7305,Upgrade
12,Gain (Loss) on Sale of Assets,14.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Pretax Income,6945,6060,3905,5419,8286,4389,6330,4887,13663,2022,4099,3119,11000,1815,4155,3880,14830,3109,2936,7305,Upgrade
14,Income Tax Expense,1244,2021,797.8,1102,3010,898.95,1283,994.06,2773,421.78,835.44,652.21,2214,375.15,844.5,788.02,3079,631.76,592.11,1351,Upgrade
15,Net Income,5701,4039,3108,4317,5276,3490,5047,3893,10890,1600,3263,2467,8786,1440,3311,3092,11751,2477,2344,5954,Upgrade
16,Net Income to Common,5701,4039,3108,4317,5276,3490,5047,3893,10890,1600,3263,2467,8786,1440,3311,3092,11751,2477,2344,5954,Upgrade
