,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q1 2020,Q4 2019,+14 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Cash & Equivalents,33910,100786,28025,-,28431,40439,19607,29159,20919,-,52749,132167,87276,94411,-,28941,49727,39024,41926,37106,Upgrade
1,Short-Term Investments,32543,32470,78290,-,59470,87910,91310,81870,80970,-,91220,5170,5170,5170,-,5170,5170,5170,5170,-,Upgrade
2,Cash & Short-Term Investments,66453,133256,106315,87901,87901,128349,110917,111029,101889,-,143969,137337,92446,99581,-,34111,54897,44194,47096,37106,Upgrade
3,Cash Growth,-24.40%,3.82%,-4.15%,-20.83%,-13.73%,-,-22.96%,-19.16%,10.21%,-,-,302.62%,68.40%,125.32%,-,-8.07%,19.82%,80.97%,215.36%,-,Upgrade
4,Accounts Receivable,151590,55379,80481,-,103749,27704,70536,212937,281600,-,186841,183776,279424,238071,-,340057,361095,306696,307458,355100,Upgrade
5,Other Receivables,3218,2655,3042,-,3462,36068,19071,30023,2251,-,35113,33591,6027,20164,-,29694,2720,29631,30707,1953,Upgrade
6,Receivables,154809,58034,83523,-,107211,63772,89607,242960,283852,-,221954,217367,285451,258235,-,369751,363815,336327,338164,357053,Upgrade
7,Inventory,17699,12766,8059,-,23860,21447,12939,27317,20318,-,12456,13039,9718,15532,-,13501,13759,32999,21292,2500334,Upgrade
8,Prepaid Expenses,23.38,6.06,11.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Other Current Assets,7822,6953,4940,-,5398,11669,12643,93,24,-,110.01,1392,24,151.56,-,421.18,349,1512,1368,892.46,Upgrade
10,Total Current Assets,246806,211015,202849,-,224370,225236,226106,381399,406082,-,378489,369135,387639,373499,-,417784,432820,415033,407921,2895385,Upgrade
11,"Property, Plant & Equipment",14813,13666,14032,-,13282,11603,10440,11117,11567,-,12201,13753,14892,13529,-,16794,18752,20135,24901,27446,Upgrade
12,Long-Term Investments,5040,5040,5040,-,5040,5040,5040,5040,5040,-,5040,5040,5040,5040,-,5040,5040,5040,5040,5040,Upgrade
13,Other Intangible Assets,-,-,-,-,-,-,-,-,-,-,12.25,24.36,36.47,48.59,-,72.82,84.93,97.05,121.28,133.39,Upgrade
14,Other Long-Term Assets,24903,22749,22995,-,23278,23518,23005,23238,23067,-,23129,23485,23711,23893,-,24791,25137,24999,25991,26717,Upgrade
15,Total Assets,291561,252470,244915,-,265969,265397,264591,420794,445757,-,418871,411437,431318,416009,-,464482,481834,465303,463973,2954721,Upgrade
16,Accounts Payable,45895,4523,15440,-,28394,16950,24352,185401,192235,-,175903,177362,179358,175615,-,179780,184158,180911,179838,2665980,Upgrade
17,Accrued Expenses,38680,20835,28261,-,37243,36255,29883,30936,41101,-,34892,29751,36761,31794,-,34792,39409,30915,30573,31978,Upgrade
18,Current Income Taxes Payable,1360,1394,847.15,-,3571,1256,1755,4140,3838,-,1841,3065,7456,2326,-,3688,8886,3593,3858,5020,Upgrade
19,Current Unearned Revenue,-,36.82,36.82,-,36.82,36.82,36.82,36.82,36.82,-,36.82,36.82,-,-,-,-,-,-,-,-,Upgrade
20,Other Current Liabilities,16443,42199,20888,-,8263,27714,28867,10307,19495,-,29638,14337,20355,27672,-,55696,57887,68520,63433,64463,Upgrade
21,Total Current Liabilities,102378,68988,65472,-,77508,82212,84894,230821,256706,-,242311,224551,243930,237407,-,273955,290340,283940,277702,2767440,Upgrade
22,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1621,1912,1923,Upgrade
23,Total Liabilities,102378,68988,65472,-,77508,82212,84894,230821,256706,-,242311,224551,243930,237407,-,273955,290340,285560,279615,2769363,Upgrade
24,Common Stock,150000,150000,150000,-,150000,150000,150000,150000,150000,-,150000,150000,150000,150000,-,150000,150000,150000,150000,150000,Upgrade
25,Retained Earnings,39183,33482,29443,-,38461,33185,29697,39973,39051,-,26560,36887,37388,28602,-,40527,41494,29743,34358,35358,Upgrade
26,Shareholders' Equity,189183,183482,179443,188461,188461,183185,179697,189973,189051,-,176560,186887,187388,178602,-,190527,191494,179743,184358,185358,Upgrade
27,Total Liabilities & Equity,291561,252470,244915,-,265969,265397,264591,420794,445757,-,418871,411437,431318,416009,-,464482,481834,465303,463973,2954721,Upgrade
28,Net Cash (Debt),66453,133256,106315,87901,87901,128349,110917,111029,101889,-,143969,137337,92446,99581,-,34111,54897,44194,47096,37106,Upgrade
29,Net Cash Growth,-24.40%,3.82%,-4.15%,-20.83%,-13.73%,-,-22.96%,-19.16%,10.21%,-,-,302.62%,68.40%,125.32%,-,-8.07%,19.82%,80.97%,215.36%,-,Upgrade
