,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1020,1440,2000,2600,2600,2480,3200,2760,2760,3600,3840,Upgrade
1,Market Cap Growth,-44.62%,-44.62%,-23.08%,4.84%,-18.75%,-10.14%,15.94%,-23.33%,-28.13%,-3.23%,2.13%,Upgrade
2,Enterprise Value,1032,1470,1962,2553,2545,2417,3155,2801,2681,4062,4136,Upgrade
3,Last Close Price,0.26,0.36,0.50,0.65,0.65,0.62,0.80,0.69,0.69,0.90,0.96,Upgrade
4,PE Ratio,137.80,194.13,-,708.94,-,-114.71,-,362.66,-,-67.67,-,Upgrade
5,PS Ratio,0.27,0.38,0.49,1.08,1.65,2.07,1.40,0.64,0.76,1.20,0.85,Upgrade
6,PB Ratio,4.23,5.81,8.44,10.76,11.92,10.39,13.58,10.71,11.11,14.73,16.36,Upgrade
7,P/TBV Ratio,5.98,5.98,8.70,11.09,12.32,10.72,14.04,11.02,11.46,14.73,15.99,Upgrade
8,P/FCF Ratio,-,-35.36,-,-,-,-,26.18,-168.92,-,16.60,-3.17,Upgrade
9,P/OCF Ratio,-,-35.37,-,-,-,-,25.89,-183.20,-,16.52,-3.18,Upgrade
10,EV/Sales Ratio,0.27,0.39,0.48,1.06,1.62,2.01,1.38,0.65,0.74,1.35,0.91,Upgrade
11,EV/EBITDA Ratio,65.22,101.74,-,173.30,-,-71.12,-,84.37,-,135.02,40.98,Upgrade
12,EV/EBIT Ratio,69.95,99.22,-,366.90,-,-59.28,-,70.80,-,279.67,-,Upgrade
13,EV/FCF Ratio,-25.34,-36.09,-,-,-,-,25.82,-171.46,-,18.73,-3.42,Upgrade
14,Debt / Equity Ratio,0.43,0.43,0.48,0.15,0.16,0.16,0.18,0.18,0.64,0.37,2.48,Upgrade
15,Debt / FCF Ratio,-,-2.59,-,-,-,-,0.35,-2.83,-,0.42,-0.48,Upgrade
16,Return on Capital Employed (ROCE),5.98%,5.98%,-,2.87%,-,-17.01%,-,15.34%,-,4.86%,-,Upgrade
17,Earnings Yield,0.73%,0.52%,0.93%,0.14%,-0.64%,-0.87%,-0.43%,0.28%,0.23%,-1.48%,-4.55%,Upgrade
18,FCF Yield,-3.99%,-2.83%,-3.56%,-0.53%,-0.40%,0.76%,3.82%,-0.59%,3.49%,6.02%,-31.52%,Upgrade
