,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,1725,1796,1749,3058,3591,3503,4054,3550,3148,2991,3096,2760,3364,2917,3505,2948,3333,5818,6438,5662,6430,Upgrade
1,Market Cap Growth,-48.73%,-48.73%,-56.86%,-13.85%,14.07%,17.11%,30.92%,28.61%,-6.41%,2.53%,-11.67%,-6.38%,0.94%,-49.87%,-45.55%,-47.92%,-48.17%,-14.74%,-10.65%,-39.79%,-20.03%,Upgrade
2,Enterprise Value,2340,2358,2058,3642,4175,4032,4311,3938,3536,3460,3509,3128,3732,3402,3845,3485,3869,6439,6961,6193,6962,Upgrade
3,Last Close Price,2.20,2.29,2.23,3.90,4.58,4.45,5.15,4.51,4.00,3.80,3.92,3.52,4.29,3.72,4.47,3.76,4.25,7.42,8.21,7.22,8.20,Upgrade
4,PE Ratio,-,-,-,-,1892.90,-42.80,-,-,-,-,-,-,-,-,-,-,-,-,58.14,41.60,47.63,Upgrade
5,Forward PE,-,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,Upgrade
6,PS Ratio,6.64,6.86,6.57,12.75,14.13,15.78,18.87,14.31,12.88,11.73,10.17,9.27,10.20,8.44,8.23,5.62,4.25,5.33,5.51,4.70,5.89,Upgrade
7,PB Ratio,-42.38,-42.38,-65.67,414.46,78.06,1610.37,1574.96,108.25,65.68,57.90,36.23,26.51,25.10,3.60,3.99,3.19,8.00,2.94,3.25,2.87,3.10,Upgrade
8,P/TBV Ratio,-,-,-,-,-,-,-,-,419.02,239.78,69.96,44.05,36.96,7.80,8.10,6.26,9.72,9.62,10.52,9.32,9.34,Upgrade
