,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,88.59,107.26,187.89,159.18,156.5,141.4,270.66,165.56,194.34,190.03,324.56,195.41,195.46,125.74,159.07,104.88,132.13,102.36,104.05,104.05
1,Other Revenue,-,-3.75,3.75,-,11.32,-1.19,1.19,-,7.04,-1.4,1.4,-,5.21,-1.12,1.12,-,3.25,-1.32,0.66,0.66
2,Revenue,88.59,103.51,191.64,159.18,167.82,140.21,271.85,165.56,201.38,188.63,325.96,195.41,200.67,124.62,160.18,104.88,135.39,101.04,104.71,104.71
3,Revenue Growth (YoY),-47.21%,-26.18%,-29.51%,-3.85%,-16.66%,-25.67%,-16.60%,-15.27%,0.35%,51.36%,103.49%,86.32%,48.22%,23.34%,52.98%,0.16%,-,-,-,-
4,Cost of Revenue,196.55,59.06,141.6,94.22,113.25,88.23,218.05,114.82,151.4,135.02,200.16,112.14,116.72,57.13,75.78,53.29,67.73,60.87,56.89,56.89
5,Gross Profit,-107.96,44.45,50.04,64.97,54.57,51.98,53.8,50.74,49.98,53.61,125.8,83.27,83.95,67.49,84.41,51.59,67.66,40.17,47.82,47.82
6,"Selling, General & Admin",-57.84,20.89,19.84,17.11,23.07,18.91,18.12,15.82,17.57,17.98,17.69,18.51,17.35,21.11,17.37,14.75,18.09,15.26,13.89,13.89
7,Research & Development,-31,9.91,10.82,10.27,8.54,10.7,11.68,8.17,8.49,7.42,17.67,11.07,12.97,5.21,4.12,3.17,12.56,7.52,1.67,1.67
8,Other Operating Expenses,-4.1,0.58,2.59,0.93,1.12,-0.99,0.47,0.2,2.72,0.18,1.61,0.17,10.46,-1.25,0.69,-7.7,1.54,-0.49,0.48,0.48
9,Operating Expenses,-114.02,42.22,41.02,30.78,46.2,26.42,42.48,24.23,24.01,34.09,47.42,33.94,37.84,31.94,26.5,14.95,26.04,24.08,22.17,22.17
10,Operating Income,6.06,2.23,9.02,34.19,8.37,25.56,11.32,26.52,25.97,19.52,78.38,49.33,46.12,35.56,57.91,36.64,41.62,16.09,25.65,25.65
11,Interest Expense,-,-5.23,-0.05,-,-0.42,-5.72,-0.14,-0.25,-1.21,-,-0.23,-0.31,-1.34,-0.4,-0.31,-0.35,-0.3,-0.46,-0.11,-0.11
12,Interest & Investment Income,-,0.05,4,1.23,11.32,0.39,4.26,1.46,11.51,1.34,4.66,1.83,3.27,0.52,0.19,0.21,0.62,-,2.58,2.58
13,Currency Exchange Gain (Loss),-,-0.08,0.08,-,0.03,-0.03,0.03,-,0.04,-0.03,0.03,-,0.02,0.07,-0.07,-,-0.3,-0.05,0.02,0.02
14,Other Non Operating Income (Expenses),-6.48,6.44,-0.31,0.04,-0.15,6.41,3.38,0.02,-0.09,0.17,-0.15,-0.08,-2.57,0.42,1.58,0.01,4.02,-2.62,-0.02,-0.02
15,EBT Excluding Unusual Items,-0.43,3.4,12.74,35.46,19.16,26.61,18.86,27.74,36.22,21,82.69,50.77,45.49,36.16,59.3,36.51,45.65,12.96,28.12,28.12
16,Gain (Loss) on Sale of Assets,0.25,-0.24,-0.01,0,-0.28,-0.01,0.01,-,-0.46,0,-0,-,-0.85,0,-0,-,-,-,-,-
17,Asset Writedown,11.4,-11.4,2.26,-2.26,8.91,-8.91,4.06,-4.06,2.07,-2.21,1.48,-1.48,1.99,-1.99,3.96,-3.96,4.83,-4.83,-,-
18,Other Unusual Items,-5.82,-6.51,11.69,0.65,9.05,-9.82,9.82,-,-3.79,3.62,-3.62,-,14.72,2.1,-2.1,-,-4.27,2.33,-1.17,-1.17
19,Pretax Income,5.4,-14.75,26.68,33.84,36.84,7.86,32.76,23.68,34.04,22.42,80.55,49.29,61.35,36.27,61.16,32.55,46.21,10.46,26.96,26.96
20,Income Tax Expense,0.55,-7.1,4.54,5.05,0.96,0.98,5.61,3.24,-2.92,3.77,11.73,7.67,6.86,5.14,9.33,5.04,6.28,0.89,4,4
21,Net Income,4.85,-7.65,22.14,28.8,35.88,6.88,27.14,20.45,36.96,18.64,68.82,41.63,54.49,31.13,51.83,27.51,39.93,9.57,22.95,22.95
22,Net Income to Common,4.85,-7.65,22.14,28.8,35.88,6.88,27.14,20.45,36.96,18.64,68.82,41.63,54.49,31.13,51.83,27.51,39.93,9.57,22.95,22.95
23,Net Income Growth,-86.48%,-,-18.45%,40.85%,-2.91%,-63.09%,-60.56%,-50.89%,-32.18%,-40.11%,32.79%,51.33%,36.45%,225.39%,125.80%,19.84%,-,-,-,-
24,Shares Outstanding (Basic),113,108,110,107,109,111,109,108,109,108,109,108,107,91,80,82,83,80,81,81
25,Shares Outstanding (Diluted),113,108,110,107,109,111,109,108,109,108,109,108,107,91,80,82,83,80,81,81
26,Shares Change (YoY),4.00%,-2.35%,1.27%,-0.88%,-0.77%,2.24%,0.06%,-0.30%,2.02%,18.27%,35.46%,31.71%,29.14%,14.06%,-1.34%,0.80%,-,-,-,-
27,EPS (Basic),0.04,-0.07,0.20,0.27,0.33,0.06,0.25,0.19,0.34,0.17,0.63,0.39,0.51,0.34,0.65,0.34,0.48,0.12,0.28,0.28
28,EPS (Diluted),0.04,-0.07,0.20,0.27,0.33,0.06,0.25,0.19,0.34,0.17,0.63,0.39,0.51,0.34,0.65,0.34,0.48,0.12,0.28,0.28
29,EPS Growth,-87.00%,-,-19.47%,42.11%,-2.15%,-63.90%,-60.58%,-50.74%,-33.52%,-49.36%,-1.97%,14.89%,5.66%,185.28%,129.04%,18.98%,-,-,-,-
30,Free Cash Flow,-,-79.58,4.12,10,86.11,-31.03,1.05,-34.44,42.41,-53.36,9.71,-52.92,101.68,-43.9,22.96,-40.99,52.66,-11.4,-4.51,-4.51
31,Free Cash Flow Per Share,-,-0.74,0.04,0.09,0.79,-0.28,0.01,-0.32,0.39,-0.49,0.09,-0.49,0.95,-0.48,0.29,-0.50,0.63,-0.14,-0.06,-0.06
32,Dividend Per Share,-,-,0.185,-,0.200,-,-,-,-,-,-,-,0.461,-,-,-,-,-,-,-
33,Gross Margin,-121.87%,42.94%,26.11%,40.81%,32.52%,37.07%,19.79%,30.65%,24.82%,28.42%,38.59%,42.61%,41.84%,54.16%,52.69%,49.19%,49.98%,39.75%,45.67%,45.67%
34,Operating Margin,6.84%,2.15%,4.71%,21.48%,4.99%,18.23%,4.17%,16.02%,12.90%,10.35%,24.05%,25.24%,22.98%,28.53%,36.15%,34.93%,30.74%,15.92%,24.50%,24.50%
35,Profit Margin,5.48%,-7.39%,11.55%,18.09%,21.38%,4.91%,9.98%,12.35%,18.35%,9.88%,21.11%,21.30%,27.15%,24.98%,32.36%,26.23%,29.50%,9.47%,21.92%,21.92%
36,Free Cash Flow Margin,-,-76.88%,2.15%,6.28%,51.31%,-22.13%,0.38%,-20.80%,21.06%,-28.29%,2.98%,-27.08%,50.67%,-35.23%,14.33%,-39.08%,38.90%,-11.29%,-4.31%,-4.31%
37,EBITDA,10.23,6.4,13.18,38.36,12.54,28.5,15.35,29.46,28.91,23.93,81.32,53.74,50.53,39.68,62.29,40.76,45.75,19.95,29.51,29.51
38,EBITDA Margin,11.55%,6.19%,6.88%,24.10%,7.47%,20.33%,5.64%,17.79%,14.36%,12.69%,24.95%,27.50%,25.18%,31.84%,38.89%,38.87%,33.79%,19.74%,28.19%,28.19%
39,D&A For EBITDA,4.17,4.17,4.16,4.17,4.17,2.94,4.02,2.94,2.94,4.41,2.94,4.41,4.41,4.13,4.38,4.13,4.13,3.86,3.86,3.86
40,EBIT,6.06,2.23,9.02,34.19,8.37,25.56,11.32,26.52,25.97,19.52,78.38,49.33,46.12,35.56,57.91,36.64,41.62,16.09,25.65,25.65
41,EBIT Margin,6.84%,2.15%,4.71%,21.48%,4.99%,18.23%,4.17%,16.02%,12.90%,10.35%,24.05%,25.24%,22.98%,28.53%,36.15%,34.93%,30.74%,15.92%,24.50%,24.50%
42,Effective Tax Rate,10.20%,-,17.02%,14.91%,2.61%,12.48%,17.13%,13.67%,-,16.84%,14.56%,15.55%,11.18%,14.17%,15.26%,15.48%,13.59%,8.52%,14.85%,14.85%
43,Revenue as Reported,-,103.51,191.64,159.18,167.82,140.21,271.85,165.56,201.38,188.63,325.96,195.41,200.67,124.62,160.18,104.88,135.39,101.04,104.71,104.71
