,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,19650,14536,17611,20618,30914,22763,23628,36469,23347,-,-,Upgrade
1,Market Cap Growth,-29.50%,-29.50%,-43.03%,-9.42%,30.83%,-37.58%,1.20%,-,-,-,-,Upgrade
2,Enterprise Value,17636,13887,16205,19376,29371,22123,23209,36540,26834,-,-,Upgrade
3,Last Close Price,7.93,5.73,6.53,7.53,11.02,8.16,8.37,13.02,8.22,-,-,Upgrade
4,PE Ratio,-,-12.26,-,6.08,29.38,19.18,12.77,29.11,29.36,-,-,Upgrade
5,Forward PE,20.22,14.79,11.82,9.61,29.04,20.69,26.63,25.28,17.99,-,-,Upgrade
6,PS Ratio,3.00,2.13,2.42,2.72,4.32,3.48,3.85,6.45,4.36,-,-,Upgrade
7,PB Ratio,2.71,1.96,2.21,2.11,3.83,3.16,2.98,5.35,3.68,-,-,Upgrade
8,P/TBV Ratio,2.33,2.33,2.51,2.28,4.16,3.36,3.10,5.61,3.89,-,-,Upgrade
9,P/FCF Ratio,29.86,22.09,-,-,27.04,24.40,-46.78,-,-,-,-,Upgrade
10,P/OCF Ratio,12.35,12.35,105.76,-,20.19,19.32,-95.31,-,203.24,-,-,Upgrade
11,PEG Ratio,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,-,-,-,Upgrade
12,EV/Sales Ratio,2.59,2.04,2.23,2.56,4.11,3.39,3.78,6.46,5.01,-,-,Upgrade
13,EV/EBITDA Ratio,13.26,11.26,15.92,22.48,31.86,25.40,44.76,56.03,29.79,-,-,Upgrade
14,EV/EBIT Ratio,17.39,13.83,20.72,30.70,42.85,34.48,81.03,84.11,37.66,-,-,Upgrade
15,EV/FCF Ratio,26.80,21.10,-,-,25.69,23.72,-45.95,-,-,-,-,Upgrade
16,Debt / Equity Ratio,0.17,0.17,0.20,0.13,0.21,0.25,0.25,0.37,0.62,2.01,1.99,Upgrade
17,Debt / FCF Ratio,1.93,1.93,-,-,1.49,1.90,-3.98,-,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),10.81%,10.80%,8.69%,5.74%,7.75%,7.96%,3.29%,5.65%,8.06%,22.58%,34.61%,Upgrade
19,Earnings Yield,-6.03%,-8.16%,4.47%,16.46%,3.40%,5.21%,7.83%,3.44%,3.41%,-,-,Upgrade
20,FCF Yield,3.35%,4.53%,-2.08%,1.28%,3.70%,4.10%,-2.14%,-1.82%,-1.30%,-,-,Upgrade
21,Buyback Yield / Dilution,1.94%,2.95%,0.93%,-0.43%,-0.32%,-0.37%,-7.13%,-11.24%,-4.05%,-,-2098.03%,Upgrade
22,Total Shareholder Return,4.15%,2.95%,0.93%,-0.43%,-0.32%,-0.37%,-7.13%,-11.24%,-4.05%,-,-2098.03%,Upgrade
