,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,10031,2808,8680,2651,12151,2157,10033,3510,16202,6478,11935,7141,13032,7615,11326,6197,11536,5652,12040,5027,Upgrade
1,Investment Securities,190999,179187,182167,177979,175701,175713,172498,168738,170162,175824,179135,191371,193409,214921,214133,218823,213602,235823,240263,229237,Upgrade
2,Trading Asset Securities,43477,26075,39536,25425,43594,26221,45432,29339,47748,24602,44019,22254,40774,20725,45200,23656,55654,26145,56852,18692,Upgrade
3,Total Investments,234476,205262,221703,203404,219295,201934,217930,198076,217911,200425,223154,213626,234184,235646,259333,242479,269257,261968,297115,247929,Upgrade
4,Gross Loans,415944,411791,397855,398367,386015,388206,374037,366382,357916,351802,336263,321927,310949,300951,280835,264570,251193,236282,222356,210299,Upgrade
5,Allowance for Loan Losses,-11838,-14462,-13198,-12735,-10711,-12055,-10248,-11271,-9736,-9424,-9194,-8892,-8408,-8980,-8312,-8448,-7343,-7807,-7853,-7847,Upgrade
6,Other Adjustments to Gross Loans,-,-4734,-,-4324,-,-4074,-,-4174,-,-4356,-,-4152,-,-4195,-,-3633,-,-2632,-,-1463,Upgrade
7,Net Loans,404106,392595,384657,381308,375304,372077,363789,350937,348180,338021,327070,308883,302541,287776,272523,252489,243849,225843,214503,200989,Upgrade
8,"Property, Plant & Equipment",3419,3979,3469,3994,3354,3885,3069,3676,3020,3642,2913,3597,2761,3083,2697,3072,2656,2948,2372,2798,Upgrade
