,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+12 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+12 Quarters
0,Revenue,3.5,3.5,3.53,3.53,3.8,3.61,3.53,3.66,3.53,3.17,2.7,2.61,3.09,2.75,2.94,2.99,2.57,2.01,4.27,4.38,Upgrade
1,Revenue Growth (YoY),-8.02%,-3.00%,0.18%,-3.51%,7.64%,13.61%,30.58%,40.09%,14.45%,15.55%,-8.16%,-12.66%,20.08%,36.82%,-31.17%,-31.62%,-37.92%,-46.78%,16.75%,12.32%,Upgrade
2,Cost of Revenue,2.34,2.34,2.29,2.29,2.29,2.55,2.5,2.72,2.72,2.44,2.13,1.96,2.44,2.07,2.21,2.16,1.9,1.56,3.27,3.39,Upgrade
3,Gross Profit,1.16,1.16,1.25,1.25,1.51,1.06,1.02,0.94,0.82,0.74,0.57,0.66,0.65,0.68,0.73,0.83,0.67,0.45,1.01,0.99,Upgrade
4,"Selling, General & Admin",0.97,0.97,0.97,0.97,1.1,0.88,0.84,0.9,0.76,0.72,0.69,0.68,0.75,0.71,0.75,0.73,0.66,0.7,0.87,0.84,Upgrade
5,Other Operating Expenses,0,0,-,-,0.04,-,0,-0,-,-,0.05,-0.05,-,-,0.11,-0.11,0.41,-0.41,-0.04,0.04,Upgrade
6,Operating Expenses,0.97,0.97,0.97,0.97,1.13,0.88,0.84,0.89,0.76,0.72,0.74,0.64,0.75,0.71,0.86,0.62,1.08,0.29,0.83,0.87,Upgrade
7,Operating Income,0.19,0.19,0.28,0.28,0.37,0.18,0.19,0.05,0.05,0.02,-0.16,0.02,-0.1,-0.03,-0.13,0.21,-0.41,0.16,0.17,0.12,Upgrade
8,Interest Expense,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.01,-0,-0,-0,Upgrade
