,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Investments in Debt Securities,178218,170488,177758,170970,165343,167822,200080,197029,201881,181152,Upgrade
1,Investments in Equity & Preferred Securities,21507,21031,20618,23843,25434,28112,31501,65782,30762,47349,Upgrade
2,Policy Loans,-,-,-,-,-,3616,3612,3544,3533,3279,Upgrade
3,Other Investments,73082,63169,51161,45792,43422,41520,43452,3519,31980,3866,Upgrade
4,Total Investments,277763,259514,254251,245085,238799,246287,284256,275463,273995,241513,Upgrade
5,Cash & Equivalents,7291,8636,10812,6666,8020,5576,3913,6176,4400,5027,Upgrade
6,Reinsurance Recoverable,5730,5912,6047,5777,5763,4956,4991,4830,4560,3826,Upgrade
7,Other Receivables,3787,1342,4790,1972,2154,1746,5458,2000,6117,2404,Upgrade
8,Deferred Policy Acquisition Cost,-,-,-,-,-,29126,28385,28374,27549,26205,Upgrade
9,"Property, Plant & Equipment",4447,4481,4058,4027,2844,2740,2744,2703,2722,2698,Upgrade
10,Goodwill,1925,1917,1929,1990,1776,1743,1850,1607,1655,1501,Upgrade
11,Other Intangible Assets,1553,1606,1686,1488,1501,1389,1064,962,979,928,Upgrade
12,Restricted Cash,810,676,713,-,-,1302,1076,973,1219,923,Upgrade
13,Other Current Assets,668,424,542,4584,4861,162,1142,500,508,365,Upgrade
14,Long-Term Deferred Tax Assets,549,331,301,212,229,278,50,32,23,20,Upgrade
15,Long-Term Deferred Charges,-,-,-,-,-,-,229,-,261,-,Upgrade
16,Other Long-Term Assets,931,4406,1190,4112,4524,6217,4716,6271,2133,5794,Upgrade
17,Total Assets,305454,289245,286319,275913,270471,301522,339874,329891,326121,291204,Upgrade
18,Accounts Payable,3756,-,3678,-,-,-,5617,-,4850,-,Upgrade
19,Insurance & Annuity Liabilities,221412,208080,203271,191872,181851,185499,208488,199071,196348,174648,Upgrade
20,Unearned Premiums,-,-,-,-,-,33107,30935,29205,26723,24158,Upgrade
21,Reinsurance Payable,255,266,336,223,384,-,1507,-,1420,-,Upgrade
22,Current Portion of Long-Term Debt,-,-,-,-,-,665,167,511,1002,573,Upgrade
23,Current Portion of Leases,341,-,365,-,-,149,174,168,177,180,Upgrade
24,Short-Term Debt,4616,3304,3461,2000,1748,2186,1588,3447,1664,1484,Upgrade
25,Current Income Taxes Payable,220,395,387,383,467,578,389,446,346,342,Upgrade
26,Long-Term Debt,13437,12019,11909,11310,11206,10008,9644,8920,7865,6755,Upgrade
27,Long-Term Leases,-,-,-,-,-,289,301,329,325,402,Upgrade
28,Long-Term Deferred Tax Liabilities,4116,3393,3204,2948,3409,3508,5982,5835,6902,6212,Upgrade
29,Other Current Liabilities,-,-,-,3826,4111,4448,-,6107,-,4319,Upgrade
30,Other Long-Term Liabilities,16141,21941,17766,21075,22014,19402,13725,16148,14324,14539,Upgrade
31,Total Liabilities,264641,249577,244725,233637,225323,260084,278940,270474,262453,233949,Upgrade
32,Common Stock,14183,14177,14176,14175,14171,14163,14160,14159,14155,14135,Upgrade
33,Retained Earnings,44691,44269,44333,45111,46499,46421,49984,46391,44704,41667,Upgrade
34,Comprehensive Income & Other,-18384,-19081,-17398,-17495,-15998,-19584,-3677,-1606,4341,1002,Upgrade
35,Total Common Equity,40490,39365,41111,41791,44672,41000,60467,58944,63200,56804,Upgrade
36,Minority Interest,323,303,483,485,476,438,467,473,468,451,Upgrade
37,Shareholders' Equity,40813,39668,41594,42276,45148,41438,60934,59417,63668,57255,Upgrade
38,Total Liabilities & Equity,305454,289245,286319,275913,270471,301522,339874,329891,326121,291204,Upgrade
39,Filing Date Shares Outstanding,10754,11104,11324,11513,11700,11932,12067,12066,12066,12062,Upgrade
40,Total Common Shares Outstanding,10754,11104,11324,11513,11700,11932,12067,12066,12066,12062,Upgrade
41,Total Debt,18394,15323,15735,13310,12954,13297,11874,13375,11033,9394,Upgrade
42,Net Cash (Debt),-11103,-6687,-4923,-6644,-4934,-7721,-7961,-7199,-6633,-4367,Upgrade
43,Net Cash Per Share,-1.02,-0.60,-0.43,-0.57,-0.42,-0.64,-0.66,-0.60,-0.55,-0.36,Upgrade
44,Book Value Per Share,3.76,3.54,3.63,3.63,3.82,3.44,5.01,4.89,5.24,4.71,Upgrade
45,Tangible Book Value,37012,35842,37496,38313,41395,37868,57553,56375,60566,54375,Upgrade
46,Tangible Book Value Per Share,3.44,3.23,3.31,3.33,3.54,3.17,4.77,4.67,5.02,4.51,Upgrade
47,Machinery,996,-,830,-,857,-,875,-,869,-,Upgrade
