,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2520,3925,4167,5330,3783,4916,8293,8039,7497,5918,6967,Upgrade
1,Market Cap Growth,-26.36%,-26.36%,10.16%,8.41%,-54.39%,-38.84%,10.62%,35.85%,7.60%,-33.34%,9.32%,Upgrade
2,Enterprise Value,9640,10694,11262,12311,11235,11759,14024,12417,12041,10502,12361,Upgrade
3,PE Ratio,5.52,8.59,7.89,10.72,7.53,6.39,6.75,5.65,6.05,7.10,7.89,Upgrade
4,PS Ratio,0.31,0.48,0.49,0.64,0.44,0.54,0.88,0.95,0.98,0.84,0.95,Upgrade
5,PB Ratio,0.40,0.60,0.62,0.82,0.57,0.73,1.22,1.25,1.27,1.21,1.49,Upgrade
6,P/FCF Ratio,6.15,-,5.34,5.97,11.02,-,-,7.91,5.70,3.79,6.38,Upgrade
7,P/OCF Ratio,5.22,5.22,3.71,4.11,4.85,-,16.65,5.80,4.54,3.14,4.81,Upgrade
8,EV/Sales Ratio,1.18,1.31,1.32,1.47,1.32,1.29,1.49,1.47,1.57,1.50,1.69,Upgrade
9,EV/EBITDA Ratio,6.41,8.02,7.76,8.66,7.33,5.83,6.33,6.03,5.64,5.58,6.54,Upgrade
10,EV/EBIT Ratio,8.60,11.07,10.43,11.50,9.62,7.84,7.65,6.66,6.60,6.53,7.59,Upgrade
11,EV/FCF Ratio,23.54,-,14.45,13.79,32.72,-,-,12.21,9.15,6.72,11.31,Upgrade
12,Debt / Equity Ratio,1.24,1.24,1.11,1.25,1.24,1.26,1.14,1.06,1.02,1.16,1.24,Upgrade
13,Debt / FCF Ratio,19.97,-,9.62,9.08,23.75,-,-,6.69,4.58,3.62,5.32,Upgrade
14,Return on Capital Employed (ROCE),8.99%,8.26%,9.81%,8.93%,9.50%,10.84%,14.16%,16.12%,18.37%,17.49%,16.87%,Upgrade
15,Earnings Yield,18.13%,11.64%,12.68%,9.33%,13.29%,15.64%,14.81%,17.71%,16.53%,14.08%,12.67%,Upgrade
16,Earnings Yield,18.13%,11.64%,12.68%,9.33%,13.29%,15.64%,14.81%,17.71%,16.53%,14.08%,12.67%,Upgrade
17,FCF Yield,16.26%,10.44%,18.71%,16.74%,9.08%,-14.64%,-0.15%,12.65%,17.56%,26.42%,15.69%,Upgrade
18,Dividend Yield,6.57%,4.20%,4.71%,3.80%,5.78%,5.81%,4.72%,5.11%,5.14%,5.37%,4.77%,Upgrade
19,Buyback Yield / Dilution,0.71%,0.00%,1.41%,1.39%,1.28%,2.08%,0.76%,-0.32%,-0.59%,-0.77%,-0.16%,Upgrade
20,Total Shareholder Return,7.27%,4.21%,6.12%,5.20%,7.06%,7.89%,5.49%,4.79%,4.55%,4.60%,4.61%,Upgrade
