,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,3835,3759,3967,3798,3745,4051,3599,3444,2996,3398,Upgrade
1,Revenue Growth (YoY),-3.32%,-1.04%,5.93%,-6.24%,4.04%,17.61%,20.16%,1.35%,-4.91%,5.74%,Upgrade
2,"Selling, General & Admin",147.24,183.51,142.12,173.18,137.65,147.78,127.09,142.09,110.64,147.14,Upgrade
3,Provision for Bad Debts,-,67.4,-,64.3,-,-,-,-,-,-,Upgrade
4,Other Operating Expenses,3276,3020,3332,3062,3073,3157,2725,2501,2150,2521,Upgrade
5,Total Operating Expenses,3423,3271,3475,3299,3211,3305,2852,2643,2261,2668,Upgrade
6,Operating Income,411.59,487.79,492.07,498.68,533.92,746.33,747.75,801.58,734.67,730.53,Upgrade
7,Interest Expense,-189.43,-188.57,-192.8,-175.73,-140.12,-116.19,-112.26,-114.44,-130.24,-149.59,Upgrade
8,Interest Income,5.37,4.01,5.42,6.18,5.36,2.79,4.94,7.33,3.89,-2.23,Upgrade
9,Net Interest Expense,-184.06,-184.56,-187.39,-169.55,-134.76,-113.41,-107.31,-107.11,-126.34,-151.82,Upgrade
10,Income (Loss) on Equity Investments,21.51,42.77,17.37,39.99,6.75,-0.48,-9.77,-32.16,-13.72,-24.79,Upgrade
11,Currency Exchange Gain (Loss),-27.82,90.88,-119.03,-15.33,-132.48,29.83,24.48,212.8,-54.71,-50.51,Upgrade
12,Other Non-Operating Income (Expenses),-3.92,-5.95,-3.92,-6.65,-2.45,-3.82,-3.52,-4.28,-1.4,-2.1,Upgrade
13,EBT Excluding Unusual Items,217.3,430.93,199.11,347.14,270.98,658.45,651.62,870.84,538.5,501.32,Upgrade
14,Total Merger & Restructuring Charges,-,-,-,-,-,-,-,-0.04,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-6.18,-,79.1,0.01,-,-1.99,-,-2.69,-,6.65,Upgrade
16,Gain (Loss) on Sale of Assets,-,6.89,-,2.56,-,0.43,-,3.28,-,-10.34,Upgrade
17,Other Unusual Items,-,-,-,49.45,-,-,54.3,8.48,-,54.3,Upgrade
18,Pretax Income,211.12,437.82,278.21,399.15,270.98,656.88,705.92,879.87,538.5,551.93,Upgrade
19,Income Tax Expense,67.71,129.17,80.58,116.16,84.7,160.07,174.62,203.82,150.89,159.71,Upgrade
20,Earnings From Continuing Ops.,143.41,308.65,197.63,282.99,186.28,496.81,531.3,676.06,387.62,392.22,Upgrade
21,Minority Interest in Earnings,-11.2,-15.74,-10.98,-9.51,-15.17,-11.5,-15.95,-7.7,-12.46,-7.98,Upgrade
22,Net Income,132.21,292.91,186.65,273.49,171.11,485.32,515.36,668.36,375.16,384.24,Upgrade
23,Net Income to Common,132.21,292.91,186.65,273.49,171.11,485.32,515.36,668.36,375.16,384.24,Upgrade
24,Net Income Growth,-29.17%,7.10%,9.08%,-43.65%,-66.80%,-27.39%,37.37%,73.94%,-7.35%,8.59%,Upgrade
25,Shares Outstanding (Basic),969,969,969,983,983,996,1004,1003,1000,992,Upgrade
26,Shares Outstanding (Diluted),969,969,969,983,983,996,1004,1003,1000,997,Upgrade
27,Shares Change (YoY),-0.00%,-1.41%,-1.39%,-1.28%,-2.08%,-0.76%,0.32%,0.59%,0.77%,0.16%,Upgrade
28,EPS (Basic),0.14,0.30,0.19,0.28,0.17,0.49,0.51,0.67,0.38,0.39,Upgrade
29,EPS (Diluted),0.14,0.30,0.19,0.28,0.17,0.49,0.51,0.66,0.38,0.38,Upgrade
30,EPS Growth,-28.19%,8.63%,11.76%,-42.91%,-66.67%,-26.10%,35.89%,73.54%,-8.28%,8.69%,Upgrade
31,Free Cash Flow,-137.47,518.67,189,636.95,-333.27,-281.27,271.39,574.09,534.16,890.81,Upgrade
32,Free Cash Flow Per Share,-0.14,0.54,0.20,0.65,-0.34,-0.28,0.27,0.57,0.53,0.89,Upgrade
33,Dividend Per Share,0.048,0.108,0.068,0.110,0.073,0.146,0.134,0.153,0.114,0.120,Upgrade
34,Dividend Growth,-29.77%,-1.64%,-7.21%,-24.50%,-45.27%,-4.77%,17.81%,27.50%,-0.18%,20.00%,Upgrade
35,Profit Margin,3.45%,7.79%,4.71%,7.20%,4.57%,11.98%,14.32%,19.40%,12.52%,11.31%,Upgrade
36,Free Cash Flow Margin,-3.58%,13.80%,4.76%,16.77%,-8.90%,-6.94%,7.54%,16.67%,17.83%,26.21%,Upgrade
37,EBITDA,580.24,660.41,657.66,658.47,697.53,1024,781.33,931.37,864.86,850.82,Upgrade
38,D&A For EBITDA,168.66,172.63,165.59,159.79,163.61,277.92,33.59,129.79,130.19,120.29,Upgrade
39,EBIT,411.59,487.79,492.07,498.68,533.92,746.33,747.75,801.58,734.67,730.53,Upgrade
