,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1265,964.31,1253,1340,1170,1015.0,1130,1640,1273,1350,Upgrade
1,Short-Term Investments,30.58,14.33,-,10.9,-,6.75,58.34,27.08,40.39,50.6,Upgrade
2,Trading Asset Securities,-,-,-,-,-,30.0,-,-,-,-,Upgrade
3,Accounts Receivable,3830,3685,3683,3604,3515,3129.0,2548,1753,1856,1289,Upgrade
4,Other Receivables,125.47,115.5,99.13,120.92,113.48,125.24,188.88,157.87,184.74,182.53,Upgrade
5,Inventory,188.61,180.84,186.21,129.26,180.65,154.64,160.03,115.88,164.02,204.95,Upgrade
6,Restricted Cash,152.23,199.24,128.74,134.75,184.5,177.28,174.55,24.65,325.37,235.72,Upgrade
7,Other Current Assets,577.91,585.64,705.68,642.42,723.89,576.88,469.48,643.81,363.65,585.14,Upgrade
8,Total Current Assets,6170,5745,6056,5982,5887,5215.0,4729,4363,4208,3898,Upgrade
9,"Property, Plant & Equipment",4049,4022,3942,3914,3836,3791.0,3606,3303,3220,3102,Upgrade
10,Goodwill,-,2737,-,2737,-,2737.0,-,2248,-,2087,Upgrade
11,Other Intangible Assets,4802,2123,4921,2244,5037,2360.0,5178,1840,4056,1788,Upgrade
12,Long-Term Investments,929.36,918.91,1077,941.5,832.83,846.27,835.65,845.42,875.02,886.14,Upgrade
13,Long-Term Deferred Tax Assets,17.13,8.04,22.1,18.04,30.1,27.04,25.69,27.46,29.65,28.68,Upgrade
14,Other Long-Term Assets,137.51,137.46,127.23,122.47,137.19,128.39,181.16,292.58,129.61,149.1,Upgrade
15,Total Assets,16105,15691,16145,15959,15760,15105.0,14555,12918,12518,11939,Upgrade
16,Accounts Payable,389.34,567.85,576.7,798.19,628.16,833.99,1162,878.15,1042,765.58,Upgrade
17,Accrued Expenses,264.98,313.4,233.68,248.73,260.68,283.96,218.5,242.43,131.48,119.97,Upgrade
18,Current Portion of Long-Term Debt,3588,3688,3154,2915,1885,2061.0,2118,2295,1812,1312,Upgrade
19,Current Unearned Revenue,500.19,612.18,588.31,575.85,588.95,592.0,591.62,458.07,471.23,469.05,Upgrade
20,Current Portion of Leases,5.98,3.05,2.3,1.57,3.51,2.91,2.54,3.98,2.88,3.61,Upgrade
21,Current Income Taxes Payable,373.54,391.16,404.35,414.42,394.61,437.57,431.52,398.24,353.51,319.91,Upgrade
22,Other Current Liabilities,93.34,128.36,85.96,130.47,190.16,344.03,422.06,281.01,326.12,322.35,Upgrade
