,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1675,1645,1356,946.59,485.31,399.06,329.3,-,570.65,479.26
1,Revenue Growth (YoY),23.56%,73.83%,179.40%,137.20%,47.38%,-,-42.29%,-,30.26%,44.34%
2,Cost of Revenue,1139,1063,947.88,575.81,304.6,286.23,232.53,-,295.39,293.25
3,Gross Profit,536.04,582.93,408.07,370.78,180.71,112.83,96.77,-,275.26,186.01
4,"Selling, General & Admin",161.58,166.45,163.85,112.44,78.73,66.29,65.06,-,66.68,64.87
5,Operating Expenses,161.58,166.45,163.85,112.44,78.73,66.29,65.06,-,66.68,64.87
6,Operating Income,374.47,416.47,244.21,258.35,101.98,46.54,31.7,-,208.58,121.15
7,Interest Expense,-50.14,-35.6,-36.9,-25.63,-13.05,-14.45,-6.76,-,-7.4,-9.1
8,Interest & Investment Income,4.37,4.5,1.97,1.45,0.66,1.27,1.79,-,3.53,5.08
9,Earnings From Equity Investments,4.3,9.42,2.78,-4.43,1.53,-0.58,5.04,-,-0.1,0.79
10,Currency Exchange Gain (Loss),-,-,3.35,-,3.85,-,-,-,5.86,6.38
11,Other Non Operating Income (Expenses),-1.79,-13.41,-3.87,-3.32,-8.36,-0.98,-2.24,-,0.21,-0.34
12,EBT Excluding Unusual Items,331.2,381.38,211.55,226.41,86.6,31.8,29.54,-,210.68,123.94
13,Gain (Loss) on Sale of Investments,0.01,0.75,0.7,2.62,0.24,6.54,6.33,-,0.11,5.27
14,Gain (Loss) on Sale of Assets,0.05,-,0.22,-,0.17,-,-,-,-,-
15,Other Unusual Items,27.05,-,2.44,-,-,-,-,-,-,-
16,Pretax Income,358.31,382.14,214.92,229.03,87.01,38.34,35.87,-,210.79,129.22
17,Income Tax Expense,88.02,96.27,53.05,56.38,21.65,7.54,6.75,-,0.55,6.13
18,Earnings From Continuing Operations,270.3,285.86,161.86,172.65,65.36,30.8,29.12,-,210.24,123.09
19,Minority Interest in Earnings,16.78,3.02,2.98,-0.46,0.1,0.28,-2.39,-,-1.78,-1.88
20,Net Income,287.08,288.88,164.84,172.19,65.46,31.08,26.73,-,208.47,121.21
21,Net Income to Common,287.08,288.88,164.84,172.19,65.46,31.08,26.73,-,208.47,121.21
22,Net Income Growth,74.15%,67.77%,151.81%,454.06%,144.94%,-,-87.18%,-,45.03%,33.45%
23,Shares Outstanding (Basic),2109,2079,2099,2101,2100,2111,2132,-,2041,2044
24,Shares Outstanding (Diluted),2143,2087,2099,2101,2110,2122,2144,-,2048,2045
25,Shares Change (YoY),2.08%,-0.66%,-0.49%,-1.02%,-1.61%,-,4.68%,-,-0.08%,0.24%
26,EPS (Basic),0.14,0.14,0.08,0.08,0.03,0.01,0.01,-,0.10,0.06
27,EPS (Diluted),0.13,0.14,0.08,0.08,0.03,0.01,0.01,-,0.10,0.06
28,EPS Growth,70.65%,68.85%,152.83%,461.46%,148.38%,-,-87.73%,-,45.36%,33.25%
29,Free Cash Flow,746.61,-262.15,662.28,-262.05,272.01,-312.45,-790.23,-,-27.94,-339.79
30,Free Cash Flow Per Share,0.35,-0.13,0.32,-0.12,0.13,-0.15,-0.37,-,-0.01,-0.17
31,Dividend Per Share,-,0.042,0.023,0.024,-,-,0.038,-,-,-
32,Dividend Growth,-,71.60%,-,-,-,-,-,-,-,-
33,Operating Margin,22.35%,25.31%,18.01%,27.29%,21.01%,11.66%,9.63%,-,36.55%,25.28%
34,Profit Margin,17.13%,17.56%,12.16%,18.19%,13.49%,7.79%,8.12%,-,36.53%,25.29%
35,Free Cash Flow Margin,44.56%,-15.93%,48.84%,-27.68%,56.05%,-78.30%,-239.97%,-,-4.90%,-70.90%
36,EBITDA,465.47,501.02,312.22,323.98,144.91,84.04,65.87,-,258.21,161.6
37,D&A For EBITDA,91,84.55,68.01,65.64,42.93,37.5,34.17,6.17,49.63,40.45
38,EBIT,374.47,416.47,244.21,258.35,101.98,46.54,31.7,-,208.58,121.15
