,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Market Capitalization,119614,98777,137945,121293,151880,193226,204328,266983,316547,324549,271669,310679,275645,270360,260973,323902,306716,338445,297461,298120,264400,Upgrade
1,Market Cap Growth,-48.88%,-48.88%,-32.49%,-54.57%,-52.02%,-40.46%,-24.79%,-14.06%,14.84%,20.04%,4.10%,-4.08%,-10.13%,-20.12%,-12.27%,8.65%,16.00%,-2.66%,-18.88%,-,-,Upgrade
2,Enterprise Value,99364,83821,122914,99811,130437,177353,188444,249988,299666,312429,259553,297099,262124,262030,252664,316221,299055,334965,293981,293539,259797,Upgrade
3,Last Close Price,9.07,7.49,10.46,9.20,11.10,14.09,14.90,19.46,22.75,23.32,19.52,22.32,19.57,19.19,18.53,22.99,21.60,23.83,20.95,20.99,18.45,Upgrade
4,PE Ratio,21.39,-,24.69,18.99,23.05,-,30.24,39.48,44.41,-,33.80,36.93,34.54,36.50,38.80,50.13,50.06,84.93,70.30,79.97,-,Upgrade
5,Forward PE,18.81,14.26,18.27,14.71,18.29,21.97,23.14,206.22,34.91,36.91,30.23,35.19,30.84,32.86,32.63,39.49,39.42,44.80,42.44,48.09,35.76,Upgrade
6,PS Ratio,2.47,2.04,2.78,2.36,2.86,3.61,3.88,5.09,6.16,6.43,5.13,5.85,5.18,5.11,5.12,6.43,6.30,7.81,6.85,6.87,5.79,Upgrade
7,PB Ratio,1.51,1.24,1.71,1.50,1.79,2.28,2.50,3.26,3.72,3.84,3.28,3.75,3.18,3.13,3.10,3.86,3.67,4.06,4.06,4.07,3.45,Upgrade
8,P/TBV Ratio,4.92,4.92,7.35,6.43,7.56,9.63,11.21,14.63,17.47,18.03,16.78,19.19,17.99,17.73,22.16,27.57,30.25,33.48,47.39,47.49,35.53,Upgrade
9,PEG Ratio,4.56,3.33,1.96,0.96,1.10,1.80,1.73,14.40,2.94,3.52,2.73,2.31,1.95,0.96,0.90,1.04,1.55,4.22,3.67,4.81,2.75,Upgrade
10,EV/Sales Ratio,2.05,1.73,2.47,1.94,2.45,3.31,3.58,4.77,5.83,6.19,4.90,5.60,4.93,4.95,4.96,6.27,6.15,7.73,6.77,6.76,5.68,Upgrade
11,EV/EBITDA Ratio,7.13,6.37,9.27,7.03,8.84,11.91,13.14,17.13,20.93,22.02,16.53,18.96,16.10,16.78,16.96,21.34,21.19,29.01,26.63,26.03,20.97,Upgrade
12,EV/EBIT Ratio,11.14,9.85,13.96,10.35,12.79,17.29,19.61,25.75,32.13,-,24.77,27.92,23.39,24.37,25.04,31.59,31.53,48.43,45.54,43.53,33.68,Upgrade
13,Debt / Equity Ratio,0.02,0.02,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.08,0.08,0.03,Upgrade
14,Debt / EBITDA Ratio,0.12,0.27,0.23,0.20,0.15,0.41,0.14,0.13,0.10,0.45,0.10,0.11,0.09,0.17,0.12,0.11,0.12,0.27,0.34,0.38,0.49,Upgrade
15,Debt / FCF Ratio,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
