,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Revenue,1142,1705,1756,1643,1293,1897,1964,1702,1165,1860,1821,1632,1429,1882,1851,1626,1190,1823,1619,956,Upgrade
1,Revenue Growth (YoY),-11.68%,-10.12%,-10.59%,-3.47%,10.99%,1.99%,7.85%,4.29%,-18.47%,-1.17%,-1.62%,0.37%,20.08%,3.24%,14.33%,70.08%,-1.00%,0.05%,-15.50%,-40.47%,Upgrade
2,Cost of Revenue,621,830,851,797,676,928,951,848,631,906,902,799,687,845,832,767,604,829,715,533,Upgrade
3,Gross Profit,521,875,905,846,617,969,1013,854,534,954,919,833,742,1037,1019,859,586,994,904,423,Upgrade
4,"Selling, General & Admin",485,586,568,463,540,583,602,466,528,564,549,479,611,619,605,545,530,610,570,425,Upgrade
5,Other Operating Expenses,10,-26,-10,-25,14,-31,-4,-30,29,-39,6,-40,-17,-32,-25,-28,-9,-59,-36,-16,Upgrade
6,Operating Expenses,495,560,558,438,554,552,598,436,557,525,555,439,594,587,580,517,521,551,534,409,Upgrade
7,Operating Income,26,315,347,408,63,417,415,418,-23,429,364,394,148,450,439,342,65,443,370,14,Upgrade
8,Interest Expense,-35,-,-17,-,-32,-,-26,-,-25,-,-12,-,-9,-,-32,-,-3,-,-13,-12,Upgrade
9,Interest & Investment Income,43,3,23,14,56,2,26,2,39,1,19,1,39,4,18,-,21,-,9,-,Upgrade
10,Earnings From Equity Investments,3,14,13,1,-,12,12,4,-2,13,11,1,4,11,15,2,2,13,4,4,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-10,-,-,-,Upgrade
12,Other Non Operating Income (Expenses),-,-,-,-,-20,-,-,-,-23,-,-,-,-26,-,-,-,-16,-,-,-,Upgrade
13,EBT Excluding Unusual Items,37,332,366,423,69,431,427,424,-34,443,382,396,156,465,440,344,59,456,370,6,Upgrade
14,Merger & Restructuring Charges,-20,-,-2,-13,-9,-,-1,-4,7,-,-2,-3,-13,-,-18,-4,-12,-,-7,-2,Upgrade
15,Gain (Loss) on Sale of Assets,43,-,21,-,39,-,17,-,64,-,33,-,34,-,14,-,46,-,-1,-,Upgrade
16,Asset Writedown,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Other Unusual Items,-4,-24,-,-,-66,-,-,-,-,-3,-,-,-1,-4,-,-,-1,-5,-,-1,Upgrade
18,Pretax Income,57,308,385,410,33,431,443,420,37,440,413,393,176,461,436,340,92,451,362,3,Upgrade
