,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,63.37,77.24,98.59,63.11,63.11,121.5,181.02,463.6,246.69,160,Upgrade
1,Short-Term Investments,9.26,9.3,6.59,6.25,5,3.96,5.69,5.62,1.9,0.98,Upgrade
2,Cash & Short-Term Investments,72.63,86.54,105.18,69.36,68.11,125.46,186.71,469.22,248.59,160.98,Upgrade
3,Cash Growth,-30.94%,24.77%,54.43%,-44.72%,-63.52%,-73.26%,-24.89%,191.48%,98.51%,86.68%,Upgrade
4,Accounts Receivable,10.16,6.8,6.9,4.3,8.55,9.79,7.26,0.16,0.04,0.1,Upgrade
5,Other Receivables,12.32,16.25,18.11,17.78,17.25,16.27,9.9,4.65,4.79,0.55,Upgrade
6,Receivables,129.73,128.31,103.38,119.54,107.92,111.42,83.64,100.54,307,418.99,Upgrade
7,Other Current Assets,58.26,-,-,-,-,-,-,-,-,-,Upgrade
8,Total Current Assets,260.62,214.84,208.55,188.9,176.03,236.88,270.35,569.76,555.59,579.97,Upgrade
9,"Property, Plant & Equipment",352.25,391.16,390.24,403.99,406.64,405.49,414.65,431.66,449.55,473.05,Upgrade
10,Long-Term Investments,31.51,31.49,31.51,31.49,31.51,31.49,31.51,31.49,31.51,31.49,Upgrade
11,Other Intangible Assets,0.73,0.91,1.09,1.28,1.46,1,1.13,-,-,-,Upgrade
12,Long-Term Deferred Tax Assets,5.06,4.4,2.22,2.37,1.12,1.12,1.05,0.15,4.44,1.44,Upgrade
13,Other Long-Term Assets,585.06,606.87,642.44,638.22,658.47,687.11,717.94,137.5,132.1,138,Upgrade
14,Total Assets,1421,1507,1522,1455,1429,1451,1480,1181,1177,1225,Upgrade
15,Accrued Expenses,1.05,-,-,-,-,-,-,-,-,-,Upgrade
16,Short-Term Debt,158.8,151.71,126.46,54.48,8.74,8.2,-,-,-,-,Upgrade
17,Current Portion of Leases,0.92,1.06,0.82,0.78,0.75,-,-,-,-,-,Upgrade
18,Current Income Taxes Payable,4.01,4.7,3.8,4.3,4.31,2.58,3.77,4.2,2.34,5.87,Upgrade
19,Current Unearned Revenue,1.54,2.08,1.53,2.03,2.49,4.26,-,-,-,-,Upgrade
20,Other Current Liabilities,35.87,34.03,32.68,32.94,34.71,30.87,35.44,2.78,1.1,3.36,Upgrade
21,Total Current Liabilities,202.18,193.56,165.29,94.53,50.99,45.92,39.21,6.98,3.43,9.23,Upgrade
22,Long-Term Debt,34.94,59.9,57.12,54.46,68.43,65.83,-,-,-,-,Upgrade
23,Long-Term Leases,-,0.39,0.81,1.23,1.62,-,-,-,-,-,Upgrade
24,Long-Term Unearned Revenue,-,-,-,-,-,0.05,-,-,-,-,Upgrade
25,Long-Term Deferred Tax Liabilities,80.08,81.52,83.86,81.04,81.53,84.51,89.76,3.38,-,-,Upgrade
26,Other Long-Term Liabilities,3.12,4.95,5.52,4.89,1.64,6.45,79.34,-,-,-,Upgrade
27,Total Liabilities,320.32,340.32,312.6,236.15,204.22,202.76,208.31,10.36,3.43,9.23,Upgrade
28,Common Stock,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,Upgrade
29,Retained Earnings,-,-180.12,-148.47,-129.63,-120.44,-118.78,-112.83,-115.15,-103.74,-84.8,Upgrade
30,Comprehensive Income & Other,-318.48,-75.86,-67.67,-73.22,-70.17,-53.24,-38.13,-40.41,-40.41,-40.41,Upgrade
31,Total Common Equity,999.26,1062,1102,1115,1127,1146,1167,1162,1174,1193,Upgrade
32,Minority Interest,101.44,104.84,107.71,104.37,97.94,102.17,104.84,8.57,-,23.54,Upgrade
33,Shareholders' Equity,1101,1167,1209,1219,1225,1248,1272,1171,1174,1216,Upgrade
34,Total Liabilities & Equity,1421,1507,1522,1455,1429,1451,1480,1181,1177,1225,Upgrade
35,Total Debt,194.66,213.06,185.21,110.94,79.54,74.03,-,-,-,-,Upgrade
