,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,3026,4531,3695,4183,3914,4307,4016,4437,5513,2641
1,Short-Term Investments,585.65,2.97,653.81,6.46,541.55,455.03,652.46,1298,529.54,484.14
2,Trading Asset Securities,1105,1156,853.4,875.6,1100,1166,869.98,565.78,419.02,66.83
3,Cash & Short-Term Investments,4717,5690,5202,5065,5555,5928,5539,6301,6461,3192
4,Cash Growth,-9.32%,12.33%,-6.36%,-14.55%,0.30%,-5.93%,-14.28%,97.39%,174.51%,30.89%
5,Accounts Receivable,5480,4265,4697,3517,3448,2145,2263,1265,1751,1004
6,Other Receivables,102.7,10.52,808.67,-51.2,788.9,488.78,500.41,414.57,431.42,412.87
7,Receivables,5748,4480,5506,3934,4237,2634,2764,1679,2182,1417
8,Inventory,642.62,673.79,611.06,570.22,515.03,434.08,315.07,345.51,365.53,337.59
9,Restricted Cash,495.64,491.24,390,364.58,355.32,282.9,463.41,283.51,289.72,257.44
10,Other Current Assets,765.51,777.31,-,906.3,-,-,-,-,-,-
11,Total Current Assets,12369,12112,11709,10841,10662,9278,9081,8609,9299,5204
12,"Property, Plant & Equipment",1962,1974,1922,1855,1725,1645,1520,1442,1299,1272
13,Long-Term Investments,1984,1695,2110,1806,1527,1978,2189,1687,1180,911.95
14,Goodwill,632.02,661.26,664.05,657.56,627.49,450.99,279.07,284.08,293.57,271.27
15,Other Intangible Assets,552.05,592.34,515.49,529.03,459.66,430.47,351.66,362.23,362.12,327
16,Long-Term Accounts Receivable,-,69.08,-,215.56,136.7,63.33,-,-,19.34,37.76
17,Long-Term Deferred Tax Assets,625.9,519.07,413.84,355.64,319.53,236.98,232.08,200.79,243.16,180.23
18,Other Long-Term Assets,423.24,459.38,448.93,594.94,381.6,291.71,314.5,494.15,350.12,317.43
19,Total Assets,18548,18082,17784,16854,15840,14375,13966,13079,13046,8521
20,Accounts Payable,1803,2084,1832,2164,1146,1250,828.24,949.21,772.09,800.39
21,Accrued Expenses,869.27,1092,759.83,893.39,744.87,799.27,567.33,645.89,454.3,555.34
22,Short-Term Debt,318.2,290.43,55.5,146.99,33.7,25.98,31.12,27.39,29.96,36.05
23,Current Portion of Long-Term Debt,-,-,201.57,-,3.8,-,-,-,346.45,41.82
24,Current Portion of Leases,260.8,287.75,260.24,257.76,204.02,184.75,127.64,163.73,134.6,148.83
25,Current Income Taxes Payable,1022,902,712.58,684.55,619.91,512.09,435.52,404.41,339.29,327.91
26,Current Unearned Revenue,2375,2096,2080,1529,1869,1343,1584,1112,1347,970.68
27,Other Current Liabilities,2427,1805,2418,1712,2337,1673,2101,1383,1629,1268
28,Total Current Liabilities,9074,8558,8320,7387,6958,5789,5675,4686,5053,4149
29,Long-Term Debt,25.43,23.02,24.58,186.64,152.28,147.28,140.73,140.46,136.24,435.99
30,Long-Term Leases,1074,1130,1143,1258,1019,965.59,958.01,1037,898.88,833.4
