,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,9068,9196,8197,8029,6828,6970,5596,5706,4400,4919
1,Revenue Growth (YoY),10.63%,14.54%,20.05%,15.18%,22.01%,22.17%,27.18%,15.99%,20.12%,30.04%
2,Cost of Revenue,7324,7813,6667,6939,5515,5763,4473,4688,3495,4078
3,Gross Profit,1744,1384,1530,1090,1312,1208,1123,1018,905.07,840.89
4,"Selling, General & Admin",851.33,797.55,819.86,698.97,722.08,717.72,533.32,625.79,421.42,561.9
5,Other Operating Expenses,23.69,-82.81,56.47,-47.15,11.08,-20.21,-36.78,-35.8,-29.99,-71.2
6,Operating Expenses,1021,800.57,1005,744.6,833.5,733.43,550.78,587.12,493.9,532.94
7,Operating Income,723.38,583.11,524.98,344.97,478.9,474.19,572.13,430.64,411.17,307.95
8,Interest Expense,-38.57,-27.71,-50.63,-51.67,-33.83,-22.23,-32.15,-22.81,-26.63,-25.71
9,Interest & Investment Income,52.23,35.61,40.66,25.17,23.1,41.71,38.47,29.67,19.64,14.36
10,Earnings From Equity Investments,11.19,58.75,86.32,17.07,11.47,12.26,8.34,29,-0.8,-1.6
11,Currency Exchange Gain (Loss),-12.83,0.25,-3.85,-12.17,-11.71,12.48,-1.63,-8.62,11.32,0.86
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,0.52
13,EBT Excluding Unusual Items,735.41,650,597.48,323.36,467.92,518.4,585.16,457.89,414.69,296.38
14,Gain (Loss) on Sale of Investments,-27.46,-230.08,0.29,-41.3,32.1,-46.49,129.79,32.85,59.26,22.27
15,Gain (Loss) on Sale of Assets,-0.45,-21.78,1.71,9.64,-0.85,0.25,1.19,-6.48,-0.19,0.9
16,Legal Settlements,-,-91.42,-,-20,-,-,-,-,-,-
17,Other Unusual Items,-,67.35,-1.33,93.06,-,2.75,-,19.17,25.84,-
18,Pretax Income,707.5,374.07,598.16,364.77,499.18,474.91,716.13,503.42,499.6,319.55
19,Income Tax Expense,184.4,90.32,165.77,99.61,132.91,138,162.6,124.46,137.9,78.89
20,Earnings From Continuing Operations,523.1,283.75,432.38,265.16,366.27,336.91,553.54,378.96,361.7,240.66
21,Minority Interest in Earnings,-18.35,-93.82,-16.93,-58.76,-25.16,-37.38,-6.79,-42.15,11.91,2.37
22,Net Income,504.74,189.92,415.45,206.39,341.11,299.53,546.75,336.81,373.61,243.03
23,Net Income to Common,504.74,189.92,415.45,206.39,341.11,299.53,546.75,336.81,373.61,243.03
24,Net Income Growth,21.49%,-7.98%,21.79%,-31.09%,-37.61%,-11.07%,46.34%,38.59%,59.41%,-4.31%
25,Shares Outstanding (Basic),3165,3189,3232,3242,3246,3245,3233,3221,2868,2782
26,Shares Outstanding (Diluted),3165,3189,3232,3242,3256,3273,3240,3236,2886,2782
27,Shares Change (YoY),-2.08%,-1.61%,-0.74%,-0.96%,0.51%,1.15%,12.27%,16.30%,3.59%,0.16%
28,EPS (Basic),0.16,0.06,0.13,0.06,0.11,0.09,0.17,0.10,0.13,0.09
29,EPS (Diluted),0.16,0.06,0.13,0.06,0.10,0.09,0.17,0.10,0.13,0.09
30,EPS Growth,24.08%,-6.50%,28.53%,-29.57%,-40.87%,-11.04%,30.10%,16.33%,62.50%,-2.94%
31,Free Cash Flow,-531.09,1256,-323.21,903.16,-661.68,761.42,-152.13,1066,-97.87,971.51
32,Free Cash Flow Per Share,-0.17,0.39,-0.10,0.28,-0.20,0.23,-0.05,0.33,-0.03,0.35
33,Operating Margin,7.98%,6.34%,6.40%,4.30%,7.01%,6.80%,10.22%,7.55%,9.34%,6.26%
34,Profit Margin,5.57%,2.07%,5.07%,2.57%,5.00%,4.30%,9.77%,5.90%,8.49%,4.94%
35,Free Cash Flow Margin,-5.86%,13.66%,-3.94%,11.25%,-9.69%,10.92%,-2.72%,18.69%,-2.22%,19.75%
36,EBITDA,848.78,692.86,676.5,452.88,592.38,576.19,651.52,491.74,479.01,358.4
37,D&A For EBITDA,125.4,109.75,151.52,107.91,113.49,102.01,79.39,61.1,67.85,50.45
38,EBIT,723.38,583.11,524.98,344.97,478.9,474.19,572.13,430.64,411.17,307.95
