,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1106,1420,1168,1088,1149,940,1168,1598,1211,1782,2581,Upgrade
1,Market Cap Growth,30.51%,30.51%,1.60%,15.69%,-1.58%,-41.15%,-3.55%,-10.34%,-53.10%,-30.59%,-36.85%,Upgrade
2,Last Close Price,0.18,0.23,0.19,0.17,0.18,0.14,0.18,0.24,0.18,0.27,0.39,Upgrade
3,PE Ratio,56.94,73.07,9.77,-0.89,-,-,-,5.73,11.73,-,-,Upgrade
4,PS Ratio,4.59,5.89,3.03,-1.42,-1.01,-0.45,-0.66,2.10,1.95,10.43,5.42,Upgrade
5,PB Ratio,0.53,0.68,0.57,0.51,0.57,0.28,0.32,0.27,0.21,0.32,0.45,Upgrade
6,P/FCF Ratio,22.17,-,6.90,3.34,2.42,1.68,1.79,2.99,3.44,20.05,-,Upgrade
7,P/OCF Ratio,21.53,-,6.30,3.32,2.41,1.67,1.78,2.96,3.34,18.26,-,Upgrade
8,Debt / Equity Ratio,0.41,0.41,0.36,0.37,0.47,0.35,0.43,0.31,0.33,0.44,0.37,Upgrade
9,Debt / FCF Ratio,17.12,-,4.35,2.43,2.01,2.12,2.37,3.46,5.56,27.57,-,Upgrade
10,Earnings Yield,1.76%,1.37%,10.24%,-112.78%,-137.80%,-268.00%,-193.59%,17.45%,8.53%,-11.59%,0.21%,Upgrade
11,FCF Yield,4.51%,3.51%,14.49%,29.91%,41.35%,59.69%,55.96%,33.40%,29.06%,4.99%,13.78%,Upgrade
12,Buyback Yield / Dilution,-0.02%,-0.03%,-,-,-,-,-,-,-0.00%,0.58%,1.01%,Upgrade
13,Total Shareholder Return,-0.02%,-0.03%,-,-,-,-,-,-,-0.00%,0.58%,1.01%,Upgrade
