,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,164.48,122.38,159.51,195.21,213.7,405.29,328.18,214.46,284.3,182.45,Upgrade
1,Short-Term Investments,2.19,2.14,2.11,2.08,2.08,2.05,4.03,163.85,-,-,Upgrade
2,Trading Asset Securities,463.93,566.35,542.35,583.8,936.33,1043.0,1129,2051.0,1826,1648,Upgrade
3,Accounts Receivable,838.08,850.26,936.12,1165.0,1432,1837.0,1565,1917.0,2110,2476,Upgrade
4,Other Receivables,330.81,420.05,1326,1098.0,1682,1533.0,3799,3190.0,3228,3205,Upgrade
5,"Property, Plant & Equipment",77.27,85.5,82.49,68.54,52.46,72.72,89.66,99.12,115.43,110.47,Upgrade
6,Goodwill,-,14.7,-,14.7,-,15.34,-,14.7,-,14.7,Upgrade
7,Other Intangible Assets,18.66,0.56,17.59,0.64,19.33,1.03,20.29,1.46,18.7,1.88,Upgrade
8,Investments in Debt & Equity Securities,176,177.99,164.2,229.71,307.28,354.9,814.41,238.58,491.11,346.15,Upgrade
9,Other Current Assets,984.7,893.15,1050,1242.0,1365,1474.0,1589,1781.0,1642,1391,Upgrade
10,Long-Term Deferred Tax Assets,14.65,14.65,17.95,15.21,43.39,15.53,86.15,72.27,89.72,65.79,Upgrade
11,Other Long-Term Assets,1223,914.56,1.87,60.84,77.82,83.47,146.75,199.45,192.63,281.53,Upgrade
12,Total Assets,4294,4064.0,4300,4678.0,6131,6841.0,9571,9944.0,9998,9726,Upgrade
13,Accounts Payable,1134,1077.0,1203,1534.0,1483,1542.0,1721,1955.0,1805,1665,Upgrade
14,Accrued Expenses,224.56,184.83,166.6,164.04,78.22,117.17,88.53,110.09,76.93,86.63,Upgrade
15,Short-Term Debt,798.79,674.01,722.15,905.55,1159,1503.0,1783,1875.0,2353,2037,Upgrade
16,Current Portion of Leases,11.9,12.07,12.37,21.7,29.2,33.57,34.37,35.2,35.95,31.63,Upgrade
17,Long-Term Leases,43.44,49.45,55.34,27.07,0.85,13.88,29.06,44.81,61.4,58.64,Upgrade
18,Long-Term Deferred Tax Liabilities,0.22,0.22,0.8,2.99,0.45,0.86,-,7.48,-,-,Upgrade
19,Total Liabilities,2218,2003.0,2178,2666.0,2781,3244.0,3697,4053.0,4377,3942,Upgrade
20,Common Stock,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,Upgrade
21,Additional Paid-In Capital,5403,5403.0,5471,5471.0,5471,5471.0,5471,5471.0,5471,5471,Upgrade
22,Retained Earnings,-3312,-3324.0,-3332,-3443.0,-2105,-1859.0,415.02,432.11,167.24,328.86,Upgrade
23,Comprehensive Income & Other,-36.08,-38.95,-38.63,-37.39,-37.3,-35.87,-32.46,-33.01,-38.07,-37.42,Upgrade
24,Shareholders' Equity,2075,2061.0,2122,2012.0,3350,3597.0,5875,5891.0,5621,5784,Upgrade
25,Total Liabilities & Equity,4294,4064.0,4300,4678.0,6131,6841.0,9571,9944.0,9998,9726,Upgrade
26,Total Debt,854.13,735.52,789.85,954.32,1189,1550.0,1846,1955.0,2450,2127,Upgrade
27,Net Cash (Debt),-223.53,-44.66,-85.88,-173.22,-36.96,-99.69,-384.91,474.56,-340.37,-296.76,Upgrade
28,Net Cash Per Share,-0.04,-0.01,-0.01,-0.03,-0.01,-0.02,-0.06,0.08,-0.06,-0.05,Upgrade
29,Filing Date Shares Outstanding,6146,6146.0,6146,6146.0,6146,6146.0,6146,6146.0,6146,6146,Upgrade
30,Total Common Shares Outstanding,6146,6146.0,6146,6146.0,6146,6146.0,6146,6146.0,6146,6146,Upgrade
31,Working Capital,609.69,901.39,1894,1649.0,2851,3065.0,4746,5316.0,4775,5019,Upgrade
32,Book Value Per Share,0.34,0.34,0.35,0.33,0.55,0.59,0.96,0.96,0.91,0.94,Upgrade
33,Tangible Book Value,2057,2046.0,2104,1996.0,3330,3580.0,5854,5875.0,5603,5767,Upgrade
34,Tangible Book Value Per Share,0.33,0.33,0.34,0.32,0.54,0.58,0.95,0.96,0.91,0.94,Upgrade
