,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,9131,9678,10150,2428,9613,10659,10706,2587,10042,9860,9208,2901,8740,9103,8928,2916,8853,9277,6293,2722,Upgrade
1,Other Revenue,-240.17,240.17,-,530.73,-226.36,226.36,-,474.22,-204.7,204.7,-,494.11,-260.1,260.1,-,421.73,-109.48,109.48,-,365.28,Upgrade
2,Revenue,8891,9918,10150,2958,9386,10886,10706,3062,9837,10065,9208,3395,8480,9363,8928,3338,8743,9386,6293,3087,Upgrade
3,Revenue Growth (YoY),-5.28%,-8.89%,-5.19%,-3.37%,-4.58%,8.16%,16.27%,-9.83%,16.00%,7.49%,3.14%,1.73%,-3.01%,-0.24%,41.87%,8.12%,4.76%,9.15%,-20.86%,5.20%,Upgrade
4,Cost of Revenue,5120,5700,6045,2245,5524,6543,6604,2373,6079,6227,5723,2585,5222,5869,5507,3847,5026,5373,3772,2228,Upgrade
5,Gross Profit,3771,4218,4105,713.87,3862,4342,4102,688.93,3758,3838,3485,810.46,3258,3495,3421,-509.75,3717,4013,2521,858.52,Upgrade
6,"Selling, General & Admin",1538,1175,1647,1652,1471,1234,1802,1305,1485,1166,1662,1602,1259,1149,1718,177.2,1662,1784,1581,1735,Upgrade
7,Research & Development,27.33,11.57,17.83,65.32,13.16,11.46,10.7,32.75,13.2,11.2,5.8,17.46,5.19,4.36,3.89,10.01,4.77,3.33,3.36,8.8,Upgrade
8,Other Operating Expenses,297.66,717.78,609.26,285.6,577.38,706.81,544.9,762.52,307.8,840.18,480.22,776.13,212.08,863.97,466.65,722.86,292.21,899.48,304.41,755.91,Upgrade
