,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,932.69,1604,1119,1507,877,917.86,1319,1174,1621,1271
1,Short-Term Investments,49.6,67.97,104.23,106.8,73.94,71.83,61.11,43.04,44.15,48.67
2,Trading Asset Securities,-,17.96,395.26,403.94,-,-,-,-,-,-
3,Cash & Short-Term Investments,982.3,1690,1619,2017,950.95,989.68,1380,1217,1666,1320
4,Cash Growth,-39.32%,-16.23%,70.23%,103.84%,-31.09%,-18.68%,-17.15%,-7.79%,33.87%,-15.40%
5,Accounts Receivable,5235,4643,3746,3190,2127,1783,1489,1963,1553,2584
6,Other Receivables,100.55,121.72,409.91,455.64,540.65,523.02,569.15,538.2,506,436.94
7,Receivables,5386,4908,4346,4111,3272,3329,2060,2507,2059,3021
8,Inventory,1226,1589,2459,3058,3810,4251,4651,4932,5114,5176
9,Prepaid Expenses,65.88,86.98,140.36,175.79,181.08,162.79,208.2,182.9,139.57,144.25
10,Other Current Assets,13.21,19.73,17.46,4.9,6.86,202.58,658.78,214.48,20.94,203.51
11,Total Current Assets,7673,8294,8582,9367,8221,8935,8958,9053,8999,9865
12,"Property, Plant & Equipment",525.51,539.57,525.83,554.02,568.31,606.6,601.3,594.55,590.84,608.49
13,Long-Term Investments,337.25,726.38,861.52,836.9,1258,1200,1043,757,420.22,302.41
14,Goodwill,566.19,569.57,567.65,568.83,560.47,567.34,569.1,570.69,558.41,568.3
15,Other Intangible Assets,61.46,64.58,67.64,70.84,71.82,75.21,24.12,27.23,28.69,32.63
16,Long-Term Deferred Tax Assets,45.09,64.42,40.63,37.9,46.52,56.62,45.44,47.37,26.2,24.22
17,Other Long-Term Assets,12.58,2.32,7.71,1.32,3.82,0.77,0.26,621.43,598.98,615.61
18,Total Assets,10411,11121,11413,12179,11447,11974,12459,12835,12180,12938
19,Accounts Payable,1663,1758,1423,1635,1093,916.88,981.84,1030,636.78,704.43
20,Accrued Expenses,276.61,265.57,243.77,203.02,117.1,153.45,160.86,163.42,91.19,152.43
21,Short-Term Debt,-,3979,-,4186,-,-,-,-,-,-
22,Current Portion of Long-Term Debt,2135,-,2680,-,2270,2241,2073,2359,2581,3170
23,Current Portion of Leases,23.32,30.32,18.86,37.27,29.17,33.97,46.34,26.42,19.18,23.8
24,Current Income Taxes Payable,17.99,13.87,5.43,7.5,19.21,23.21,54.44,128.91,95.34,102.29
25,Current Unearned Revenue,125.87,90.1,41.02,46.32,99.69,384.54,386.04,478.4,93.04,104.66
26,Other Current Liabilities,921.02,915.74,572.03,858.31,645.23,922.86,1464,937.16,715.08,1103
27,Total Current Liabilities,5163,7052,4984,6973,4274,4675,5166,5123,4232,5361
28,Long-Term Debt,2200,1069,3292,1932,3384,3456,3594,4013,4405,3978
29,Long-Term Leases,55.49,43.15,29.82,37.53,39.22,41.91,49.13,57.13,54.02,58.99
30,Long-Term Deferred Tax Liabilities,139.28,129.51,81.76,68.08,45.62,45.86,39.64,39.82,107.08,100.26
31,Other Long-Term Liabilities,-,-,-,-,15.66,26.1,1.77,8.92,-,-
32,Total Liabilities,7558,8294,8388,9011,7759,8245,8851,9241,8798,9498
33,Common Stock,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18
34,Additional Paid-In Capital,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261
35,Retained Earnings,276.42,252.59,563.46,710.72,1385,1397,1298,1254,1074,1102
36,Comprehensive Income & Other,-1171,-1151,-1146,-1142,-1190,-1141,-1132,-1127,-1212,-1150
37,Total Common Equity,2382,2378,2694,2845,3471,3532,3442,3404,3139,3229
38,Minority Interest,469.72,448,330.14,322.16,216.47,195.12,164.61,188.46,242.78,210.56
39,Shareholders' Equity,2853,2827,3025,3168,3689,3729,3608,3593,3383,3440
40,Total Liabilities & Equity,10411,11121,11413,12179,11447,11974,12459,12835,12180,12938
41,Total Debt,4414,5122,6021,6193,5723,5772,5762,6455,7059,7231
42,Net Cash (Debt),-3432,-3432,-4402,-4176,-4772,-4783,-4382,-5238,-5394,-5911
43,Net Cash Per Share,-2.09,-2.09,-2.68,-2.54,-2.90,-2.91,-2.67,-3.19,-3.28,-3.60
44,Filing Date Shares Outstanding,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643
45,Total Common Shares Outstanding,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643
46,Working Capital,2510,1241,3599,2393,3947,4259,3791,3931,4767,4504
47,Book Value Per Share,1.45,1.45,1.64,1.73,2.11,2.15,2.09,2.07,1.91,1.96
48,Tangible Book Value,1754,1744,2058,2205,2839,2890,2849,2806,2552,2628
49,Tangible Book Value Per Share,1.07,1.06,1.25,1.34,1.73,1.76,1.73,1.71,1.55,1.60
50,Land,-,408.51,-,385.95,-,384.43,-,349.86,-,333.9
51,Machinery,-,675.63,-,668.78,-,671.91,-,613.87,-,578.57
52,Construction In Progress,-,-,-,-,-,-,-,1.08,-,-
53,Leasehold Improvements,-,32.6,-,33.15,-,30.82,-,30.85,-,30.62
54,Order Backlog,17753,-,-,-,-,-,-,-,-,-
