,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,283,352,283,501,871,986,1134,1298,1216,1117,1824
1,Market Cap Growth,-29.84%,-29.84%,-67.55%,-49.17%,-23.19%,-24.05%,-6.76%,16.18%,-33.33%,-57.50%,-35.84%
2,Enterprise Value,4185,4233,5016,5000,5860,5965,5682,6726,6854,7241,7941
3,Last Close Price,0.17,0.21,0.17,0.30,0.53,0.60,0.63,0.72,0.61,0.57,0.88
4,PE Ratio,-,-1.10,-,-,-,5.32,4.38,3.82,5.58,13.65,7.64
5,Forward PE,-,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29
6,PS Ratio,0.03,0.03,0.03,0.06,0.11,0.14,0.19,0.23,0.24,0.22,0.23
7,PB Ratio,0.12,0.12,0.10,0.17,0.27,0.27,0.30,0.36,0.34,0.33,0.53
8,P/TBV Ratio,0.20,0.20,0.16,0.24,0.39,0.35,0.39,0.46,0.43,0.44,0.69
9,P/FCF Ratio,0.95,1.19,-1.77,-,-,-,-,1.09,1.06,1.83,-0.70
10,P/OCF Ratio,0.96,0.96,-2.33,-,-3.56,-,-,1.05,1.01,1.66,-0.79
11,EV/Sales Ratio,0.38,0.38,0.48,0.58,0.71,0.83,0.93,1.18,1.34,1.43,1.01
12,EV/EBITDA Ratio,33.89,27.65,-,-16.49,-,85.69,-,-,-,51.30,35.90
13,EV/EBIT Ratio,253.51,49.13,-,-,-,-354.02,-,-,-,125.33,55.99
14,EV/FCF Ratio,14.14,14.30,-31.45,-,-,-,-,5.67,5.96,11.84,-3.06
15,Debt / Equity Ratio,1.55,1.55,1.81,1.99,1.95,1.55,1.55,1.60,1.80,2.09,2.10
16,Debt / FCF Ratio,14.91,14.91,-32.11,-,-,-,-,4.85,5.62,11.54,-2.79
17,Return on Capital Employed (ROCE),1.64%,1.64%,-,-,-,-0.23%,-,-,-,0.73%,1.87%
18,Earnings Yield,-112.95%,-90.79%,-173.49%,-163.91%,-67.51%,18.79%,22.85%,26.18%,17.93%,7.32%,13.09%
19,FCF Yield,104.75%,84.19%,-56.43%,-77.10%,-30.97%,-40.02%,20.46%,91.44%,94.49%,54.73%,-142.10%
20,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,11.42%
21,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,0.00%,0.99%,
22,Total Shareholder Return,-,-,-,-,-,-,-,-,0.00%,12.41%,
