,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,785.01,923.44,863.77,917.57,834.05,1013,990.54,954.58,918.93,903.12,889.74,1083,957.63,848.31,846.65,739.41,753.99,772.35,840.45,619.86,Upgrade
1,Other Revenue,-13.78,13.78,-,27.48,-19.53,19.53,-,22.56,-9.47,9.47,-,13.35,-6.71,6.71,-,10.65,-5.08,5.08,-,18.74,Upgrade
2,Revenue,771.23,937.21,863.77,945.05,814.52,1033,990.54,977.14,909.46,912.59,889.74,1096,950.93,855.01,846.65,750.06,748.91,777.43,840.45,638.6,Upgrade
3,Revenue Growth (YoY),-5.31%,-9.25%,-12.80%,-3.28%,-10.44%,13.16%,11.33%,-10.85%,-4.36%,6.73%,5.09%,46.13%,26.97%,9.98%,0.74%,17.45%,-10.35%,-20.87%,-3.42%,13.69%,Upgrade
4,Cost of Revenue,422.42,531.51,475.51,628.74,411.31,588.8,450.3,527.99,430.41,485.52,488.88,654.91,506.28,474.57,380.73,513.63,363.89,441.77,414.97,275.01,Upgrade
5,Gross Profit,348.81,405.7,388.26,316.31,403.21,443.92,540.24,449.15,479.06,427.07,400.86,441.16,444.65,380.45,465.92,236.43,385.02,335.66,425.49,363.6,Upgrade
6,"Selling, General & Admin",183.29,261.28,231.06,366.75,261.81,363.27,344.84,389.89,336.71,339.3,328.49,423.86,318.93,292.92,349.24,243.56,274.51,222.38,313.54,251.69,Upgrade
7,Research & Development,54.97,41.87,38.97,32.76,43.22,34.95,46.73,40.4,32.17,33.81,33.06,20.04,41.03,33.43,34.37,33.02,38.91,30.64,29.26,42.53,Upgrade
8,Other Operating Expenses,2.63,4.45,4.28,4.23,8.22,7.55,9.44,20.33,6.8,5.97,7.8,18.29,7.72,7.26,6.89,1.36,4.95,3.77,8.69,2.76,Upgrade
