,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,55,102,102,85,107,155,137,157,170,143,213,Upgrade
1,Market Cap Growth,20.00%,20.00%,-4.20%,-44.93%,-21.97%,-1.43%,-19.74%,9.37%,-20.00%,-51.52%,-44.12%,Upgrade
2,Enterprise Value,176,233,239,232,264,327,322,347,273,192,258,Upgrade
3,Last Close Price,0.10,0.18,0.18,0.15,0.18,0.27,0.24,0.27,0.29,0.25,0.37,Upgrade
4,PE Ratio,-,-3.45,-,-,-,-,27.48,-,82.59,-,-,Upgrade
5,Forward PE,-,22.40,22.40,22.40,22.40,22.40,22.40,22.40,22.40,22.40,22.40,Upgrade
6,PS Ratio,0.81,1.82,1.51,1.38,1.69,2.10,1.94,2.32,3.36,3.63,4.67,Upgrade
7,PB Ratio,-1.27,-1.27,-1.24,-2.94,-5.11,-9.67,-69.35,-21.67,82.95,-18.87,58.73,Upgrade
8,P/TBV Ratio,-,-,-,-,494.03,68.57,13.33,-,33.61,-,108.11,Upgrade
9,P/FCF Ratio,1.54,2.87,2.96,4.06,16.65,6.07,9.73,-,-,-,30.60,Upgrade
10,P/OCF Ratio,2.85,2.85,2.91,3.97,11.42,5.03,4.50,6.37,8.50,9.07,15.72,Upgrade
11,EV/Sales Ratio,3.13,4.15,3.54,3.76,4.19,4.44,4.56,5.12,5.39,4.86,5.65,Upgrade
12,EV/EBITDA Ratio,6.96,34.33,-,27.85,98.00,-,24.89,-,37.10,-,-81.83,Upgrade
13,EV/EBIT Ratio,-,-156.59,-,-,-39.60,-,67.43,-,63.63,-,-36.04,Upgrade
14,EV/FCF Ratio,4.95,6.55,6.93,11.03,41.19,12.83,22.90,-,-,-,37.00,Upgrade
15,Debt / Equity Ratio,-2.15,-2.15,-2.19,-5.77,-8.42,-11.53,-103.26,-27.50,104.47,-14.92,16.51,Upgrade
16,Debt / FCF Ratio,4.85,4.85,5.26,7.95,27.43,7.24,14.48,-,-,-,8.60,Upgrade
17,Return on Capital Employed (ROCE),-,-4.14%,-,-,-6.33%,-,3.09%,-,2.86%,-,-20.19%,Upgrade
18,Earnings Yield,-53.97%,-28.97%,-37.35%,-6.58%,-7.30%,3.51%,3.64%,2.65%,1.21%,-10.00%,-7.03%,Upgrade
19,FCF Yield,64.85%,34.81%,33.76%,24.65%,6.01%,16.48%,10.28%,-9.55%,-3.68%,8.59%,3.27%,Upgrade
