,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+10 Quarters
0,Market Capitalization,53407,44564,37633,31409,36009,38107,35562,26995,24089,22536,26954,27507,41659,43516,68064,58209,66760,55611,-,-,-,Upgrade
1,Market Cap Growth,16.95%,16.95%,5.82%,16.35%,49.49%,69.09%,31.94%,-1.86%,-42.18%,-48.21%,-60.40%,-52.74%,-37.60%,-21.75%,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,50674,40988,35072,29439,34039,35341,33485,25173,22267,20253,25425,26143,40295,40620,66282,54672,64323,54755,-,-,-,Upgrade
3,Last Close Price,100.50,83.86,70.57,57.64,66.08,69.93,65.26,48.70,43.46,40.66,48.63,48.97,74.17,77.48,121.18,103.14,118.30,98.54,-,-,-,Upgrade
4,PE Ratio,28.51,23.79,22.58,19.39,22.30,24.97,25.63,21.59,21.07,19.32,23.45,28.18,42.43,44.92,68.91,63.16,78.00,70.10,-,-,-,Upgrade
5,Forward PE,24.16,20.42,18.88,18.20,19.87,22.73,25.07,23.18,20.98,16.61,21.60,20.65,30.90,30.89,50.12,45.90,56.97,56.84,-,-,-,Upgrade
6,PS Ratio,2.40,2.01,1.87,1.70,2.06,2.31,2.30,1.83,1.69,1.65,2.06,2.11,3.31,3.70,6.08,5.68,7.14,6.84,-,-,-,Upgrade
7,PB Ratio,6.45,5.29,4.50,3.68,4.41,4.96,4.89,3.73,3.47,3.43,4.22,4.33,6.78,7.51,12.25,10.24,12.22,10.86,-,-,-,Upgrade
8,P/TBV Ratio,5.40,5.40,4.62,3.77,4.51,5.05,4.98,3.79,3.53,3.49,4.29,4.41,6.90,7.63,12.46,10.40,12.39,10.99,-,-,-,Upgrade
9,P/FCF Ratio,25.87,21.59,23.71,29.40,26.48,33.75,32.22,21.63,86.10,46.73,205.12,-,172.21,-,-440.50,-,423.69,-,-,-,-,Upgrade
10,P/OCF Ratio,20.69,20.69,22.65,27.60,25.18,19.32,18.26,12.92,16.92,22.51,41.34,-,92.77,-,-604.83,-,355.48,-,-,-,-,Upgrade
11,EV/Sales Ratio,2.29,1.85,1.75,1.59,1.94,2.14,2.17,1.71,1.56,1.48,1.94,2.01,3.20,3.45,5.92,5.34,6.88,6.74,-,-,-,Upgrade
12,EV/EBITDA Ratio,24.83,20.21,19.32,16.73,20.45,24.56,26.18,24.27,23.87,23.42,32.49,32.79,50.22,47.12,67.37,56.36,70.70,62.82,-,-,-,Upgrade
13,EV/EBIT Ratio,26.36,20.58,19.69,17.07,20.87,25.10,26.77,24.85,24.45,23.96,33.28,33.48,51.20,47.92,68.30,57.09,71.59,63.58,-,-,-,Upgrade
14,EV/FCF Ratio,24.55,19.86,22.09,27.56,25.04,31.30,30.34,20.17,79.59,42.00,193.48,-,166.57,-,-428.96,-,408.23,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.15,0.15,0.15,0.15,0.12,0.15,0.14,0.14,0.14,0.07,0.11,0.07,0.05,0.09,0.05,0.05,0.02,0.02,-,0.00,0.00,Upgrade
16,Debt / EBITDA Ratio,0.63,0.40,0.70,0.69,0.57,0.51,0.66,0.70,1.12,0.28,1.18,0.44,0.57,0.38,0.49,0.29,0.23,0.04,-,0.00,0.00,Upgrade
17,Debt / FCF Ratio,0.62,0.62,0.80,1.16,0.75,1.06,0.96,0.80,3.51,0.97,5.43,-,1.26,-,-1.90,-,0.80,-,-,-,0.03,Upgrade
18,Asset Turnover,1.79,1.52,1.34,1.77,1.54,1.34,1.29,1.94,1.59,1.39,1.36,1.94,1.48,1.55,1.35,1.97,-,-,-,-,Upgrade,
19,Inventory Turnover,3.44,4.11,4.25,3.77,4.78,3.76,3.94,4.44,5.86,3.39,3.17,3.07,4.27,2.83,3.42,3.26,5.90,-,-,-,-,Upgrade
20,Quick Ratio,0.99,0.99,1.63,1.60,1.90,1.14,1.82,1.74,2.47,1.34,2.01,1.78,2.58,1.17,2.36,2.10,3.52,2.47,-,-,1.56,Upgrade
21,Current Ratio,2.01,2.01,2.41,2.86,2.68,2.26,2.66,3.24,3.27,2.78,3.21,4.15,3.83,3.11,3.67,4.80,4.82,4.60,-,-,2.81,Upgrade
22,Return on Equity (ROE),29.75%,27.38%,15.61%,22.34%,22.21%,29.01%,17.43%,19.78%,16.70%,23.79%,12.95%,23.60%,17.14%,15.33%,15.35%,25.19%,-,-,27.93%,-,Upgrade,
23,Return on Assets (ROA),12.86%,7.29%,8.46%,7.01%,11.68%,7.84%,8.36%,3.57%,11.34%,3.15%,7.28%,2.15%,10.15%,4.15%,8.79%,4.97%,-,-,-,-,Upgrade,
24,Return on Capital (ROIC),20.26%,10.39%,11.65%,10.04%,16.65%,10.48%,10.77%,4.65%,14.72%,3.94%,9.29%,2.89%,13.77%,5.34%,10.89%,6.23%,-,-,24.25%,-,Upgrade,
25,Return on Capital Employed (ROCE),19.19%,19.87%,17.94%,17.38%,17.44%,15.81%,14.71%,12.13%,11.40%,12.39%,11.08%,11.47%,11.88%,13.61%,16.29%,16.01%,15.89%,16.48%,-,-,24.33%,Upgrade
26,Earnings Yield,3.51%,4.20%,4.43%,5.16%,4.48%,4.01%,3.90%,4.63%,4.75%,5.18%,4.26%,3.55%,2.36%,2.23%,1.45%,1.58%,1.28%,1.43%,-,-,-,Upgrade
27,FCF Yield,3.87%,4.63%,4.22%,3.40%,3.78%,2.96%,3.10%,4.62%,1.16%,2.14%,0.49%,-0.21%,0.58%,-0.22%,-0.23%,-0.02%,0.24%,0.15%,-,-,-,Upgrade
28,Dividend Yield,1.20%,-,3.03%,-,2.33%,-,-,-,2.12%,-,-,-,0.83%,-,-,-,0.52%,-,-,-,-,Upgrade
29,Payout Ratio,61.50%,53.65%,145.53%,2.39%,1.50%,0.30%,97.02%,1.82%,-,0.51%,86.29%,0.79%,0.44%,0.72%,160.20%,0.59%,0.24%,0.62%,-,0.18%,0.01%,Upgrade
30,Buyback Yield / Dilution,-0.56%,-0.26%,-0.70%,-0.40%,-1.12%,0.21%,-0.08%,-0.15%,0.81%,-0.82%,-0.76%,0.75%,0.56%,-6.02%,-11.44%,-11.93%,-12.30%,-4.33%,-19.78%,-,-,Upgrade
31,Total Shareholder Return,0.64%,-0.26%,2.33%,-0.40%,1.21%,0.21%,-0.08%,-0.15%,2.94%,-0.82%,-0.76%,0.75%,1.39%,-6.02%,-11.44%,-11.93%,-11.78%,-4.33%,-19.78%,-,-,Upgrade
