,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Feb '25 Feb 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,550,458,443,516,489,452,443,443,443,449,587,Upgrade
1,Market Cap Growth,-11.24%,-11.24%,-9.38%,14.19%,10.34%,2.07%,0%,-1.36%,-24.48%,-20.11%,-1.03%,Upgrade
2,Enterprise Value,1274,1205,1042,1125,980,1020,776,805,748,920,944,Upgrade
3,Last Close Price,1.80,1.47,1.31,1.49,1.31,1.19,1.12,1.11,1.09,1.10,1.41,Upgrade
4,PE Ratio,5.07,4.20,3.90,3.79,3.17,2.80,3.01,2.25,3.56,-,8.15,Upgrade
5,PS Ratio,0.16,0.14,0.13,0.16,0.14,0.13,0.15,0.19,0.21,0.17,0.20,Upgrade
6,PB Ratio,0.18,0.15,0.14,0.17,0.16,0.15,0.14,0.15,0.15,0.18,0.24,Upgrade
7,P/TBV Ratio,0.15,0.15,0.14,0.17,0.15,0.15,0.14,0.15,0.15,0.18,0.23,Upgrade
8,P/FCF Ratio,11.08,-,2.28,2.83,2.56,13.05,-,-,-,3.59,19.08,Upgrade
9,P/OCF Ratio,3.51,-,1.60,1.90,1.83,3.33,11.70,-,-,2.55,5.71,Upgrade
10,EV/Sales Ratio,0.38,0.36,0.31,0.34,0.28,0.29,0.27,0.35,0.35,0.36,0.32,Upgrade
11,EV/EBITDA Ratio,5.06,4.91,4.24,4.50,4.65,6.04,7.52,13.65,17.96,-,11.65,Upgrade
12,EV/EBIT Ratio,6.98,6.60,5.81,6.16,6.70,9.71,19.44,-,-148.12,-,25.11,Upgrade
13,EV/FCF Ratio,25.66,-,5.35,6.17,5.12,29.42,-,-,-,7.36,30.69,Upgrade
14,Debt / Equity Ratio,0.63,0.63,0.53,0.58,0.55,0.56,0.54,0.58,0.60,0.59,0.57,Upgrade
15,Debt / FCF Ratio,39.03,-,8.49,9.55,8.97,49.99,-,-,-,11.73,46.02,Upgrade
16,Return on Capital Employed (ROCE),4.15%,4.15%,4.22%,4.34%,3.09%,2.32%,0.87%,-,-0.12%,-,1.13%,Upgrade
17,Earnings Yield,19.83%,23.79%,25.65%,26.40%,31.50%,35.70%,33.22%,44.47%,28.10%,6.05%,12.26%,Upgrade
18,FCF Yield,9.02%,10.83%,43.92%,35.30%,39.13%,7.66%,-13.40%,-23.03%,11.06%,27.84%,5.24%,Upgrade
19,Dividend Yield,8.61%,10.57%,11.82%,10.38%,11.43%,7.56%,7.12%,1.80%,-,-,4.26%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.00%,-0.00%,-,Upgrade,
21,Total Shareholder Return,8.61%,10.57%,11.82%,10.38%,11.43%,7.56%,7.12%,1.80%,0.00%,-0.00%,4.26%,Upgrade
