,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,114.45,132.32,175.23,80.85,154.49,211.85,266.9,375.92,177.82,106.95,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,108.64,Upgrade
2,Trading Asset Securities,1.35,1.35,1.35,1.35,1.35,7.54,6.86,76.87,7.52,3.3,Upgrade
3,Cash & Short-Term Investments,115.8,133.67,176.58,82.2,155.84,219.39,273.75,452.8,185.34,218.89,Upgrade
4,Cash Growth,-34.42%,62.61%,13.31%,-62.53%,-43.07%,-51.55%,47.71%,106.86%,-4.01%,17.10%,Upgrade
5,Accounts Receivable,64.96,28.9,32.29,49.86,18.64,23.6,18.97,109.29,169.01,73.11,Upgrade
6,Other Receivables,-,18.14,-,37.46,-,13.62,-,14.1,-,13.12,Upgrade
7,Receivables,64.96,47.22,32.56,87.91,19.59,38.45,21.25,126.67,171.89,93.45,Upgrade
8,Inventory,1.74,2.72,4.2,4.82,5.99,6.77,9.06,9.84,9.8,10.96,Upgrade
9,Prepaid Expenses,-,0.76,-,1.65,-,1.49,-,1.94,-,1.88,Upgrade
10,Restricted Cash,-,-,-,-,-,0.13,0.78,0.79,0.78,0.78,Upgrade
11,Other Current Assets,33.72,12.53,20.47,4.71,22.87,4.9,103.52,4.46,42.13,6.07,Upgrade
12,Total Current Assets,216.22,196.91,233.81,181.3,204.29,271.12,408.36,596.5,409.95,332.03,Upgrade
13,"Property, Plant & Equipment",35.28,38.47,34.78,35.98,32.99,35.68,48.64,17.13,12.66,17.27,Upgrade
14,Long-Term Investments,0.77,1.88,1.88,1.88,1.88,1.88,1.88,2.22,1.4,1.67,Upgrade
15,Other Intangible Assets,184.07,411.17,428.73,609.75,781.53,655.08,682.63,280.29,291.06,224,Upgrade
16,Long-Term Deferred Tax Assets,0.57,0.51,0.52,0.53,0.53,0.5,0.49,0.47,0.5,0.27,Upgrade
17,Other Long-Term Assets,89.56,88.47,92.18,122.13,97.99,108.74,84.69,154.98,103.38,108.55,Upgrade
18,Total Assets,526.48,737.41,791.9,951.57,1119,1073,1227,1052,819.13,683.79,Upgrade
19,Accounts Payable,11.21,11.1,13.35,16.32,23.43,24.83,35.34,50.2,17.11,19.3,Upgrade
20,Accrued Expenses,-,43.9,-,29.24,-,31.86,-,94.63,-,82.5,Upgrade
21,Current Portion of Leases,3.51,5.06,4.81,6.77,6.12,7.8,15.71,12.28,8.17,9.86,Upgrade
22,Current Income Taxes Payable,10.18,7.83,12.8,7.34,10.38,12.33,36.95,38.16,1.53,5.96,Upgrade
23,Current Unearned Revenue,167.13,305.09,306.68,500.85,575.73,491.62,433.63,183.86,176.9,97.4,Upgrade
24,Other Current Liabilities,102.38,55.89,118.23,53.13,100.75,71.73,219.49,157.92,208.62,108.18,Upgrade
25,Total Current Liabilities,294.4,428.86,455.87,613.64,716.42,640.16,741.1,537.05,412.34,323.2,Upgrade
26,Long-Term Leases,4.32,6.08,2.33,3.66,3.58,5.46,8.13,9.15,5.16,5.61,Upgrade
27,Long-Term Deferred Tax Liabilities,0.14,0.08,0.09,0.11,0.13,0.14,0.12,0.1,0.09,0.08,Upgrade
28,Total Liabilities,298.86,435.02,458.29,617.41,720.12,645.76,749.35,546.31,417.59,328.9,Upgrade
29,Common Stock,9.07,9.07,9.07,9.07,9.07,9.07,9.07,9.07,9.07,9.07,Upgrade
30,Additional Paid-In Capital,-,520.37,520.37,520.37,520.37,520.37,520.37,520.37,35.01,520.37,Upgrade
31,Retained Earnings,-,-281.78,-250.82,-251.34,-186.29,-158.59,-109.08,-82.03,-187.9,-236.38,Upgrade
32,Comprehensive Income & Other,223.42,59.17,59.14,60.61,60.58,60.78,60.96,60.9,546.79,62.64,Upgrade
33,Total Common Equity,232.49,306.82,337.76,338.71,403.73,431.64,481.32,508.31,402.97,355.7,Upgrade
34,Minority Interest,-4.87,-4.44,-4.15,-4.56,-4.67,-4.41,-3.54,-2.84,-1.44,-0.8,Upgrade
35,Shareholders' Equity,227.61,302.39,333.61,334.16,399.07,427.23,477.78,505.47,401.54,354.89,Upgrade
36,Total Liabilities & Equity,526.48,737.41,791.9,951.57,1119,1073,1227,1052,819.13,683.79,Upgrade
37,Total Debt,7.83,11.14,7.14,10.42,9.71,13.26,23.84,21.43,13.34,15.48,Upgrade
38,Net Cash (Debt),107.97,122.53,169.45,71.78,146.13,206.13,249.92,431.36,172,203.41,Upgrade
39,Net Cash Growth,-36.28%,70.70%,15.95%,-65.18%,-41.53%,-52.21%,45.30%,112.06%,-0.19%,8.83%,Upgrade
