,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,411,544,660,548,411,477,581,730,652,664,647,Upgrade
1,Market Cap Growth,-0.76%,-0.76%,60.61%,14.78%,-29.29%,-34.66%,-10.83%,10.00%,0.64%,12.68%,-13.33%,Upgrade
2,Enterprise Value,1007,1091,1243,969,967,789,824,558,647,623,591,Upgrade
3,Last Close Price,0.99,1.31,1.48,1.18,0.89,0.99,1.20,1.38,1.23,1.22,1.19,Upgrade
4,PE Ratio,11.17,8.93,9.37,5.51,5.62,32.49,4.10,3.36,3.85,6.43,5.28,Upgrade
5,Forward PE,-,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,Upgrade
6,PS Ratio,0.22,0.30,0.36,0.29,0.21,0.24,0.30,0.41,0.36,0.38,0.36,Upgrade
7,PB Ratio,0.40,0.52,0.60,0.52,0.36,0.42,0.48,0.60,0.60,0.73,0.75,Upgrade
8,P/TBV Ratio,0.63,0.63,0.74,0.59,0.41,0.47,0.53,0.67,0.67,0.81,0.83,Upgrade
9,P/FCF Ratio,2.98,-,76.48,-,8.56,-,8.60,5.32,3.97,5.90,7.72,Upgrade
10,P/OCF Ratio,2.29,2.29,3.39,-,5.08,-,4.66,2.43,1.96,4.80,4.79,Upgrade
11,PEG Ratio,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,Upgrade
12,EV/Sales Ratio,0.55,0.60,0.67,0.51,0.49,0.40,0.42,0.31,0.36,0.36,0.33,Upgrade
13,EV/EBITDA Ratio,5.77,6.67,6.11,4.35,6.20,6.93,4.37,2.61,2.81,2.50,2.25,Upgrade
14,EV/EBIT Ratio,15.66,16.59,10.70,6.64,12.46,-,6.89,3.85,3.83,3.13,2.85,Upgrade
15,EV/FCF Ratio,7.31,-,144.08,-,20.16,-,12.20,4.06,3.94,5.53,7.05,Upgrade
16,Debt / Equity Ratio,0.81,0.81,0.75,0.87,0.65,0.72,0.62,0.62,0.34,0.62,0.50,Upgrade
17,Debt / FCF Ratio,6.23,-,95.79,-,15.48,-,11.03,5.53,2.28,5.05,5.13,Upgrade
18,Return on Capital Employed (ROCE),4.80%,4.82%,8.12%,10.81%,5.72%,-,8.05%,9.77%,14.47%,20.12%,19.83%,Upgrade
19,Earnings Yield,14.82%,11.20%,10.67%,18.16%,17.78%,3.08%,24.39%,29.77%,26.00%,15.56%,18.94%,Upgrade
20,FCF Yield,33.54%,25.35%,1.31%,2.38%,11.68%,-9.87%,11.63%,18.79%,25.21%,16.96%,12.95%,Upgrade
21,Dividend Yield,10.10%,-,-,-,-,-,12.45%,7.24%,-,-,8.42%,Upgrade
22,Total Shareholder Return,10.10%,-,-,-,-,-,12.45%,7.24%,-,-,8.42%,Upgrade
