,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,806.01,890.18,781.96,981.35,782.65,889.34,707.8,777.52,741.03,841.96,Upgrade
1,Revenue Growth (YoY),3.08%,-9.29%,-0.09%,10.35%,10.58%,14.38%,-4.48%,-7.65%,-1.34%,3.30%,Upgrade
2,Cost of Revenue,593.29,631,542.76,702.42,599.42,650.45,488.3,517.4,490.16,554.09,Upgrade
3,Gross Profit,212.72,259.18,239.2,278.93,183.23,238.89,219.5,260.11,250.87,287.87,Upgrade
4,"Selling, General & Admin",152.3,169.51,143.92,157.97,156.39,159.95,134.76,160.09,139.35,154.14,Upgrade
5,Other Operating Expenses,37.53,49.29,28.82,44.34,30.91,39.17,29.95,35.35,28.73,28.52,Upgrade
6,Operating Expenses,193.62,217.07,175.83,207.14,186.35,197.4,163.47,195.78,172.72,184.8,Upgrade
7,Operating Income,19.1,42.11,63.37,71.79,-3.13,41.49,56.03,64.33,78.16,103.07,Upgrade
8,Interest Expense,-18.29,-12.29,-16.87,-12.7,-18.41,-18.98,-12,-9.1,-13.13,-6.76,Upgrade
9,Interest & Investment Income,6.95,12.18,11.53,14.04,15.85,16.09,15.1,14.78,12.26,14.99,Upgrade
10,Earnings From Equity Investments,-0.52,-0.63,-3.86,-4.12,-1.03,-3.32,-8.09,-1.91,-0.48,0.04,Upgrade
11,Currency Exchange Gain (Loss),-0.02,0.86,-0.84,0.2,0.12,0.07,0.03,-0.29,0.22,0.37,Upgrade
12,Other Non Operating Income (Expenses),19.58,28.01,10.27,18.61,6.93,-67.2,78.11,10.12,3.54,-72.48,Upgrade
13,EBT Excluding Unusual Items,26.8,70.24,63.59,87.8,0.33,-31.85,129.17,77.93,80.57,39.24,Upgrade
14,Gain (Loss) on Sale of Investments,3.84,-3.78,3.15,3.62,-0.89,6.19,-2.71,-0.69,0.35,11.11,Upgrade
15,Gain (Loss) on Sale of Assets,-1.54,-0.01,0.09,-0.01,-0.01,0.06,-0,-,0.01,-5.62,Upgrade
16,Other Unusual Items,-2.46,-13.92,-6.26,-9.86,-3.62,52.74,-13.73,11.45,-0.46,3.43,Upgrade
17,Pretax Income,26.64,52.54,60.57,81.56,-4.19,27.14,112.73,88.69,80.47,48.16,Upgrade
18,Income Tax Expense,10.26,15.69,13.35,19.55,-4.41,20.69,10.87,10.58,13.31,21.4,Upgrade
19,Earnings From Continuing Operations,16.38,36.85,47.23,62.01,0.22,6.45,101.86,78.11,67.15,26.77,Upgrade
20,Earnings From Discontinued Operations,-0.5,-,-22.94,-,-,-,-,-,-,-,Upgrade
21,Net Income to Company,15.88,36.85,24.28,62.01,0.22,6.45,101.86,78.11,67.15,26.77,Upgrade
22,Minority Interest in Earnings,5.68,-1.73,4.52,1.27,1.13,4.74,2.38,-1.55,-1.05,1.29,Upgrade
23,Net Income,21.56,35.12,28.8,63.28,1.35,11.19,104.24,76.56,66.11,28.05,Upgrade
24,Net Income to Common,21.56,35.12,28.8,63.28,1.35,11.19,104.24,76.56,66.11,28.05,Upgrade
25,Net Income Growth,-25.12%,-44.50%,2039.60%,465.34%,-98.71%,-85.38%,57.67%,172.94%,-18.92%,-34.81%,Upgrade
26,Shares Outstanding (Basic),415,415,415,415,415,415,415,415,415,415,Upgrade
27,Shares Outstanding (Diluted),415,415,415,415,415,415,415,415,415,415,Upgrade
28,EPS (Basic),0.05,0.08,0.07,0.15,0.00,0.03,0.25,0.18,0.16,0.07,Upgrade
29,EPS (Diluted),0.05,0.08,0.07,0.15,0.00,0.03,0.25,0.18,0.16,0.07,Upgrade
30,EPS Growth,-25.12%,-44.50%,2039.84%,465.34%,-98.71%,-85.38%,57.67%,172.94%,-18.92%,-34.81%,Upgrade
31,Free Cash Flow,-0.73,128.97,-121.13,133.22,-90.77,50.57,4.48,109.64,28.67,73.98,Upgrade
32,Free Cash Flow Per Share,-0.00,0.31,-0.29,0.32,-0.22,0.12,0.01,0.26,0.07,0.18,Upgrade
33,Dividend Per Share,-,-,-,-,-,0.039,0.083,-,-,0.045,Upgrade
34,Operating Margin,2.37%,4.73%,8.10%,7.32%,-0.40%,4.66%,7.92%,8.27%,10.55%,12.24%,Upgrade
35,Profit Margin,2.68%,3.95%,3.68%,6.45%,0.17%,1.26%,14.73%,9.85%,8.92%,3.33%,Upgrade
36,Free Cash Flow Margin,-0.09%,14.49%,-15.49%,13.58%,-11.60%,5.69%,0.63%,14.10%,3.87%,8.79%,Upgrade
37,EBITDA,66.1,86.01,98.68,107.41,30.5,66.78,86.86,90.95,103.3,123.93,Upgrade
38,D&A For EBITDA,47,43.9,35.32,35.63,33.63,25.3,30.83,26.62,25.15,20.86,Upgrade
39,EBIT,19.1,42.11,63.37,71.79,-3.13,41.49,56.03,64.33,78.16,103.07,Upgrade
