,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2015,3212,3976,7647,6576,6168,6984,10348,11876,11902,14091
1,Market Cap Growth,-58.00%,-58.00%,-39.53%,23.97%,-5.84%,-40.39%,-41.19%,-13.05%,-15.72%,-13.31%,27.85%
2,Enterprise Value,52965,55293,54762,58683,53528,51531,49091,51301,42310,35130,42007
3,Last Close Price,0.36,0.63,0.78,1.50,1.29,1.21,1.37,2.03,2.33,2.35,2.72
4,PE Ratio,-,-,-,-,-,4.60,4.94,2.12,2.90,13.64,7.20
5,Forward PE,-,21.53,21.53,21.53,21.53,21.53,21.53,21.53,21.53,21.53,21.53
6,PS Ratio,0.25,0.45,0.59,2.68,2.48,1.55,1.30,1.72,1.84,1.83,1.82
7,PB Ratio,0.11,0.11,0.12,0.23,0.19,0.17,0.19,0.30,0.36,0.86,0.97
8,P/TBV Ratio,0.19,0.19,0.21,0.39,0.31,0.26,0.29,0.45,0.54,1.71,1.00
9,P/FCF Ratio,1.30,2.07,-0.99,-,-,-,-,-,20.35,-33.60,-
10,P/OCF Ratio,2.08,2.08,-0.99,-,-,-,-,-,19.72,-42.06,-
11,PEG Ratio,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
12,EV/Sales Ratio,7.34,7.66,8.13,20.57,20.23,12.97,9.14,8.54,6.57,5.39,5.44
13,EV/EBITDA Ratio,63.83,66.63,53.69,95.79,114.32,42.56,26.09,29.95,16.72,10.44,9.70
14,EV/EBIT Ratio,69.50,72.56,57.43,107.95,140.83,46.00,27.41,31.59,17.26,10.61,9.79
15,EV/FCF Ratio,34.15,35.65,-13.69,-,-,-,-,-,72.52,-99.17,-
16,Debt / Equity Ratio,1.30,1.30,1.21,1.16,1.11,1.09,1.06,1.07,1.10,2.33,2.00
17,Debt / FCF Ratio,25.01,25.01,-9.79,-,-,-,-,-,62.60,-91.40,-
18,Return on Capital Employed (ROCE),1.05%,1.05%,1.31%,0.67%,0.46%,1.43%,2.22%,2.20%,3.54%,8.88%,12.38%
19,Earnings Yield,-158.56%,-99.49%,-58.92%,-28.85%,-12.55%,21.75%,20.26%,47.11%,34.53%,7.33%,13.89%
20,FCF Yield,76.96%,48.29%,-100.57%,-87.17%,-60.78%,-52.88%,-35.72%,-4.49%,4.91%,-2.98%,8.64%
21,Buyback Yield / Dilution,-,-,40.04%,39.37%,4.37%,6.17%,-2.31%,-2.96%,-3.29%,4.57%,
22,Total Shareholder Return,-,-,40.04%,39.37%,4.37%,6.17%,-2.31%,-2.96%,-3.29%,4.57%,
