,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,812.35,486.35,1175,1570,2744,3907,5034,5430,7882,5543
1,Cash & Short-Term Investments,812.35,486.35,1175,1570,2744,3907,5034,5430,7882,5543
2,Cash Growth,-30.89%,-69.02%,-57.16%,-59.82%,-45.49%,-28.05%,-36.13%,-2.04%,34.96%,49.62%
3,Accounts Receivable,66.92,54.54,45.07,60.69,59.53,39.49,87.38,68.11,80.53,31.21
4,Other Receivables,257.92,819.8,312.76,1621,508.62,467.02,273.04,627.84,70.92,484
5,Receivables,324.85,874.33,367.84,1681,578.16,516.64,370.95,706.93,162.84,515.21
6,Inventory,52828,51705,52450,48663,37902,43146,39529,36977,12410,10634
7,Prepaid Expenses,-,5381,-,1292,-,1555,-,939.92,-,789.05
8,Other Current Assets,6495,1510,6668,2834,5311,3468,5195,4315,4491,4796
9,Total Current Assets,60461,59958,60661,56040,46535,52593,50129,48369,24946,22277
10,"Property, Plant & Equipment",787.63,815.73,42025,870.11,40516,30043,25855,24095,24794,24560
11,Long-Term Investments,449.68,376.13,368.89,378.02,421.04,456.48,526.3,507.32,479.33,547.18
12,Goodwill,231.6,231.6,231.6,231.6,231.6,231.6,231.6,231.6,231.6,231.6
13,Other Intangible Assets,-,1.21,-,2.27,-,3.9,-,3.6,-,4.04
14,Long-Term Deferred Tax Assets,503.47,493.96,680.46,617.56,601.84,551.81,567.45,537.87,443.62,565.71
15,Other Long-Term Assets,42530,43636,579.05,41565,832.32,1062,832.32,522.32,522.32,551.73
16,Total Assets,104963,105513,104546,99705,89139,84942,78142,74267,51416,48736
17,Accounts Payable,3195,5021,3982,5450,2766,3642,1715,1262,824.53,1112
18,Accrued Expenses,1724,-,1037,-,853.7,-,765.88,-,644.67,-
19,Short-Term Debt,1226,-,1595,-,1767,1046,1002,1569,-,689.85
20,Current Portion of Long-Term Debt,15827,19006,10283,12769,10793,8806,9129,8568,10930,10137
21,Current Portion of Leases,24.69,19.18,6.33,13.27,20.97,17.2,18.3,17.24,21.63,22.67
22,Current Income Taxes Payable,2541,2436,2384,2311,2348,2350,2268,2376,2616,2399
23,Current Unearned Revenue,5800,4189,4201,2888,2435,1366,1711,1353,1988,2511
24,Other Current Liabilities,6770,8708,5607,3342,1370,1944,234.51,758.62,406.22,890.16
25,Total Current Liabilities,37108,39379,29095,26773,22354,19172,16844,15903,17431,17761
26,Long-Term Debt,18673,16344,23843,21583,20201,21336,20502,20514,18469,15150
27,Long-Term Leases,351.87,182.27,130.78,134.01,137.1,147.28,81.64,85.13,88.77,95.38
28,Long-Term Deferred Tax Liabilities,3805,3984,4328,4344,4279,3559,3205,2818,2702,2696
29,Other Long-Term Liabilities,17215,16234,16290,15894,11917,11288,8774,7061,52.12,-
30,Total Liabilities,77154,76124,73687,68728,58889,55501,49406,46381,38743,35701
31,Common Stock,42.47,42.47,42.47,42.47,42.47,42.47,42.47,42.46,42.18,42.06
32,Additional Paid-In Capital,7163,7163,7163,7163,7163,7163,7163,7161,7099,7074
33,Retained Earnings,10948,12464,13909,14590,15951,15320,14806,14168,10752,10997
34,Comprehensive Income & Other,-2472,-2490,-2573,-3035,-2814,-2596,-2589,-2647,-11332,-5291
35,Total Common Equity,15682,17179,18542,18761,20343,19930,19423,18725,6561,12822
36,Minority Interest,6128,6211,6318,6216,3908,3512,3313,3162,71.4,106.97
37,Shareholders' Equity,27809,29389,30859,30977,30250,29441,28735,27886,12673,13035
38,Total Liabilities & Equity,104963,105513,104546,99705,89139,84942,78142,74267,51416,48736
39,Total Debt,36103,35551,35859,34499,32920,31352,30733,30753,29509,26095
40,Net Cash (Debt),-35291,-35065,-34683,-32929,-30176,-27445,-25699,-25323,-21627,-20552
41,Net Cash Per Share,-6.92,-6.88,-6.80,-6.46,-3.55,-3.26,-2.89,-2.83,-2.49,-2.36
42,Filing Date Shares Outstanding,5098,5098,5098,5098,5098,5098,5098,5097,5065,5050
43,Total Common Shares Outstanding,5098,5098,5098,5098,5098,5098,5098,5097,5065,5050
44,Working Capital,23352,20578,31566,29268,24181,33421,33285,32466,7515,4516
45,Book Value Per Share,3.08,3.37,3.64,3.68,3.99,3.91,3.81,3.67,1.30,2.54
46,Tangible Book Value,15450,16946,18310,18527,20112,19695,19191,18489,6329,12586
47,Tangible Book Value Per Share,3.03,3.32,3.59,3.63,3.95,3.86,3.76,3.63,1.25,2.49
48,Land,-,999.37,-,999.08,-,928.3,-,947.46,-,948.55
49,Buildings,-,82.1,-,81.58,-,81.58,-,79.71,-,38.79
50,Machinery,-,59.3,-,61.09,-,60.26,-,56.17,-,54.54
51,Construction In Progress,-,1.71,-,1.56,-,1.66,-,2.18,-,30.5
