,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,3499,3637,3668,3821,4828,5298,5793,3619,4349,4379,3970,4642,4430,4698,5064,4358,4965,5193,4821,5217,Upgrade
1,Short-Term Investments,-,9.99,-,9.36,-,8.68,-,7.31,-,-,-,11.7,-,6.56,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,0.97,28.39,36.72,4.2,25.27,61.79,9.92,4.91,124.33,92.31,134.29,16.92,108.91,32.95,61.59,1.52,33.27,62.8,18.29,26.19,Upgrade
3,Cash & Short-Term Investments,3499,3676,3704,3834,4854,5368,5803,3631,4474,4471,4104,4671,4539,4738,5125,4360,4998,5256,4840,5243,Upgrade
4,Cash Growth,-27.90%,-31.53%,-36.17%,5.60%,8.49%,20.06%,41.39%,-22.26%,-1.44%,-5.63%,-19.92%,7.13%,-9.19%,-9.86%,5.90%,-16.85%,8.29%,15.04%,-10.76%,19.02%,Upgrade
5,Accounts Receivable,15093,16064,11677,11094,11278,13480,9208,11386,16006,11775,10608,11210,13492,14130,12787,12736,8740,10271,8727,7967,Upgrade
6,Other Receivables,260.7,167.1,111.49,10.18,139.18,13.26,98.86,24.04,403.47,304.33,635.19,567.9,395.03,43.97,164.25,95.41,209.51,191.21,128.83,110.69,Upgrade
7,Receivables,15354,16231,11789,11104,11418,13493,9307,11411,16409,12383,11243,12065,13888,14682,12951,13138,8949,10760,8856,8384,Upgrade
8,Inventory,1429,1050,829.75,872.27,612.75,500.01,1122,298.09,654.24,1312,768.61,363.82,1579,1354,834.08,941.95,1768,1487,1336,882.21,Upgrade
9,Prepaid Expenses,-,4.84,-,1.9,-,29.89,-,-,-,6.89,-,4.09,-,0.76,-,0.66,-,0.3,-,7.97,Upgrade
10,Other Current Assets,740.99,876.48,1237,740.6,1291,1638,1299,845.2,1366,1277,1141,480.65,1087,1519,1136,598.3,2028,1568,2122,1358,Upgrade
11,Total Current Assets,21024,21838,17560,16553,18175,21030,17531,16185,22903,19451,17257,17584,21092,22293,20046,19039,17744,19072,17153,15876,Upgrade
12,"Property, Plant & Equipment",1210,854.3,755.31,630.15,519.59,460,438.61,447.86,21.47,23.33,27.26,32.51,36.09,40.65,38.89,17.75,18.46,16.32,15.9,17.27,Upgrade
13,Long-Term Investments,12523,12846,13001,12954,13793,13826,13887,13770,13679,12071,10226,9928,9517,9419,9482,9217,8779,7978,6746,6659,Upgrade
14,Other Intangible Assets,60.62,62.2,63.8,65.4,66.56,67.44,68.53,33.05,34.39,35.74,37.08,38.43,39.77,34.21,35.43,36.56,37.73,38.9,15.21,15.79,Upgrade
15,Long-Term Deferred Tax Assets,101.15,106.63,94.95,96.24,82.42,85.87,87.03,75.2,19.2,18.67,28.61,10.78,55.08,24.51,11.76,36.48,1.98,1.6,1.95,18.58,Upgrade
16,Long-Term Deferred Charges,3.22,2.21,2.21,-,-,0.06,0.16,0.25,0.35,0.44,0.54,0.63,0.72,7.63,7.74,7.53,7.35,5.44,28.88,27.87,Upgrade
17,Other Long-Term Assets,0.29,27.14,22.95,60.54,-,-,-,24.36,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Total Assets,34922,35736,31500,30359,32636,35469,32012,30535,36657,31599,27577,27595,30740,31819,29622,28355,26589,27112,23961,22614,Upgrade
19,Accounts Payable,19618,21865,17046,16391,18004,20973,17867,16785,20742,15417,13440,12777,15889,17564,15705,15156,15334,14328,10637,9917,Upgrade
20,Accrued Expenses,0.26,10.64,42.89,93.36,0.25,6.54,2.09,62.83,0.07,6.44,0.11,139.05,0.06,22.02,13.47,50.6,20.17,44.29,20.89,58.87,Upgrade
21,Short-Term Debt,4174,3686,4115,4039,4906,4348,3950,4101,6445,5995,4813,5384,5087,4662,4796,4198,2008,4303,2726,4638,Upgrade
22,Current Portion of Long-Term Debt,-,-,-,-,75.77,60,150.75,140,163.97,160,167.62,160,172.49,160,174.37,160,-,310.44,304.54,298.76,Upgrade
23,Current Portion of Leases,90.52,62.19,56.05,56.73,-,57.08,-,54.39,-,5.9,-,10.73,-,14.35,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,47.64,53.27,79.06,51.74,42.69,58.95,128.79,124.95,142.49,93.62,118.32,72.31,117.66,34.21,103.61,58.77,51.27,28.03,81.01,39.63,Upgrade
25,Current Unearned Revenue,986.61,635.75,947.21,355.4,323.37,445.59,835.35,227.04,516.68,1026,441.56,334.96,1125,381.08,459.2,349.25,859.05,699.43,1381,653.15,Upgrade
26,Other Current Liabilities,660.09,784.25,594.77,1001,790.49,1108,948.67,1033,1046,1398,1366,1707,1610,2423,1799,1944,2231,1214,2507,817.1,Upgrade
27,Total Current Liabilities,25577,27097,22881,21988,24143,27057,23882,22527,29056,24101,20346,20585,24001,25261,23050,21916,20503,20927,17658,16423,Upgrade
28,Long-Term Debt,741.18,238.3,181.52,20,-,-,-,-,20,60,100,140,180,220,260,300,-,-,-,-,Upgrade
29,Long-Term Leases,237.57,308.65,320.98,336.02,336.54,347.77,348.2,361.94,1.98,1.56,1.9,2.7,2.4,4.36,-,-,-,-,-,-,Upgrade
30,Long-Term Deferred Tax Liabilities,54.29,66.65,67.54,69.93,67.57,70.96,73,75.1,5.13,5.39,5.23,10.75,5.73,8.78,9.87,9.88,1.34,2.98,-,-,Upgrade
31,Other Long-Term Liabilities,396.29,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8,-,-,-,-,-,Upgrade
32,Total Liabilities,27007,27711,23451,22414,24547,27476,24303,22964,29083,24168,20454,20738,24189,25494,23325,22226,20505,20930,17658,16423,Upgrade
33,Common Stock,1087,1087,1087,1087,1087,1087,1052,1052,1052,1052,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,Upgrade
34,Additional Paid-In Capital,1856,1856,1872,1867,1867,1855,1709,1745,1698,1693,1522,1514,1478,1465,1460,1460,1460,1471,1471,1471,Upgrade
35,Retained Earnings,4770,4822,4862,4758,4865,4764,4806,4603,4524,4566,4610,4329,4063,3808,3761,3557,3551,3547,3648,3524,Upgrade
36,Treasury Stock,-51,-51,-51,-51,-51,-51,-51,-37.89,-,-,-,-,-57.36,-34.65,-10.44,-,-,-,-,-,Upgrade
37,Comprehensive Income & Other,203.04,260.85,233.8,240.31,277.65,298.55,153.23,186.22,276.48,107.62,-37.52,-13.99,39.48,60.07,58.91,84.86,55.68,123.9,143.61,155.55,Upgrade
38,Total Common Equity,7865,7975,8003,7901,8045,7953,7670,7548,7551,7419,7111,6845,6540,6315,6287,6119,6084,6158,6279,6167,Upgrade
39,Minority Interest,50.39,50.41,46.04,44.12,44.65,40.29,39.42,22.94,23.14,12.35,12.32,11.83,10.98,10.54,10.05,10.04,0.03,24.47,24.46,24.43,Upgrade
40,Shareholders' Equity,7915,8025,8049,7945,8090,7993,7709,7571,7574,7431,7123,6857,6551,6325,6297,6129,6084,6182,6303,6191,Upgrade
41,Total Liabilities & Equity,34922,35736,31500,30359,32636,35469,32012,30535,36657,31599,27577,27595,30740,31819,29622,28355,26589,27112,23961,22614,Upgrade
42,Total Debt,5243,4296,4673,4452,5318,4813,4448,4657,6631,6222,5082,5697,5442,5061,5230,4658,2008,4614,3030,4937,Upgrade
43,Net Cash (Debt),-1744,-619.95,-969.15,-617.6,-464.31,555.77,1355,-1026,-2158,-1751,-978.01,-1027,-903.47,-323.04,-104.61,-298.2,2991,642.76,1809,305.97,Upgrade
44,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.90%,-,414.63%,-,Upgrade
45,Net Cash Per Share,-1.62,-0.57,-0.90,-0.57,-0.43,0.53,1.30,-0.97,-2.05,-1.72,-0.96,-1.00,-0.90,-0.32,-0.10,-0.29,2.94,0.63,1.78,0.30,Upgrade
46,Filing Date Shares Outstanding,1078,1078,1078,1078,1078,1078,1044,1046,1052,1052,1016,1016,1007,1007,1016,1012,1016,1016,1016,1016,Upgrade
47,Total Common Shares Outstanding,1078,1078,1078,1078,1078,1078,1044,1046,1052,1052,1016,1016,1007,1007,1016,1012,1016,1016,1016,1016,Upgrade
48,Working Capital,-4554,-5260,-5321,-5435,-5968,-6027,-6351,-6343,-6153,-4651,-3089,-3000,-2909,-2968,-3004,-2877,-2759,-1855,-504.65,-547.22,Upgrade
49,Book Value Per Share,7.30,7.40,7.42,7.33,7.46,7.38,7.35,7.22,7.18,7.05,7.00,6.73,6.49,6.27,6.19,6.05,5.99,6.06,6.18,6.07,Upgrade
50,Tangible Book Value,7804,7913,7939,7835,7979,7886,7601,7515,7517,7383,7074,6807,6500,6281,6251,6082,6046,6119,6264,6151,Upgrade
51,Tangible Book Value Per Share,7.24,7.34,7.36,7.27,7.40,7.31,7.28,7.19,7.15,7.02,6.96,6.70,6.46,6.24,6.15,6.01,5.95,6.02,6.16,6.05,Upgrade
52,Buildings,-,254.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
