,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,7957,7974,6793,6738,5278,4861,4014,3645,3134,3227
1,Revenue Growth (YoY),17.13%,18.33%,28.72%,38.62%,31.47%,33.36%,28.09%,12.93%,18.68%,-
2,Cost of Revenue,5254,5532,4541,4800,3605,3395,2722,2573,2379,2760
3,Gross Profit,2703,2441,2253,1938,1672,1466,1293,1072,755.31,467.65
4,"Selling, General & Admin",519.27,689.16,545.35,721.5,482.5,466.66,410.4,513.62,283.79,286.21
5,Other Operating Expenses,38.06,-19.27,19.27,-37.35,37.35,-6.99,6.99,4.52,-,-1.71
6,Operating Expenses,557.32,669.89,564.62,684.15,519.85,459.67,417.39,518.14,283.79,284.5
7,Operating Income,2145,1772,1688,1254,1153,1006,875.29,553.58,471.52,183.14
8,Interest Expense,-58.51,-57.47,-59.73,-51.17,-36.05,-37.52,-38.12,-38.7,-33.43,-31.96
9,Interest & Investment Income,232.12,191.36,203.83,218.56,206.03,227.78,148.52,13.47,1.62,3.9
10,Earnings From Equity Investments,2.01,0.74,1.91,1.52,-0.3,-1.71,-0.19,-0.12,-,-
11,Currency Exchange Gain (Loss),-1.08,-4.91,4.91,-,-,12.31,4.35,48,-,-
12,Other Non Operating Income (Expenses),117.75,77.34,51.48,39.23,77.7,33.87,35.43,47.58,40.59,37.51
13,EBT Excluding Unusual Items,2438,1979,1891,1462,1400,1241,1025,623.81,480.3,192.59
14,Gain (Loss) on Sale of Investments,5.32,-,-,-,-,-0.41,28.47,1.09,-,1.02
15,Gain (Loss) on Sale of Assets,0.09,2.28,1.28,-0.25,0.71,5.79,6.54,9.89,18.13,9.78
16,Asset Writedown,118.1,17.89,21.46,38.26,5,-6,36,32,-30.3,28.19
17,Pretax Income,2561,1999,1913,1500,1406,1240,1096,666.8,468.13,231.58
18,Income Tax Expense,639.12,465.22,504.27,316.89,376.02,320.24,290.25,187.66,129.56,58.87
19,Earnings From Continuing Operations,1922,1534,1409,1184,1030,920.04,806.03,479.15,338.57,172.71
20,Minority Interest in Earnings,-14.09,-7.32,-6.57,-5.04,-2.09,-1.15,-,-,-,-
21,Net Income,1908,1526,1402,1179,1028,918.89,806.03,479.15,338.57,172.71
22,Net Income to Common,1908,1526,1402,1179,1028,918.89,806.03,479.15,338.57,172.71
23,Net Income Growth,36.04%,29.50%,36.48%,28.26%,27.49%,91.78%,138.07%,177.43%,76.14%,-
24,Shares Outstanding (Basic),2283,2283,2283,2283,2283,2283,2283,1723,1650,-
25,Shares Outstanding (Diluted),2283,2283,2283,2283,2283,2283,2283,1723,1650,-
26,Shares Change (YoY),-,-,-,-,-,32.44%,38.33%,-,-,-
27,EPS (Basic),0.84,0.67,0.61,0.52,0.45,0.40,0.35,0.28,0.21,-
28,EPS (Diluted),0.84,0.67,0.61,0.52,0.45,0.40,0.35,0.28,0.21,-
29,EPS Growth,36.04%,29.50%,36.48%,28.26%,27.49%,44.80%,72.10%,-,-,-
30,Free Cash Flow,1327,1734,875.95,1173,604.22,1292,743.83,1183,-287.11,803.77
31,Free Cash Flow Per Share,0.58,0.76,0.38,0.51,0.26,0.57,0.33,0.69,-0.17,-
32,Dividend Per Share,0.279,0.481,0.223,0.312,0.127,-,-,-,-,-
33,Dividend Growth,25.11%,54.17%,75.59%,-,-,-,-,-,-,-
34,Operating Margin,26.96%,22.22%,24.85%,18.61%,21.84%,20.70%,21.80%,15.19%,15.05%,5.67%
35,Profit Margin,23.98%,19.14%,20.64%,17.49%,19.47%,18.90%,20.08%,13.15%,10.80%,5.35%
36,Free Cash Flow Margin,16.67%,21.74%,12.89%,17.40%,11.45%,26.57%,18.53%,32.47%,-9.16%,24.90%
37,EBITDA,2271,1837,1788,1324,1243,1045,905.39,579.87,494.84,208.32
38,D&A For EBITDA,125.72,65.83,99.96,69.26,90.65,38.77,30.11,26.29,23.32,25.18
39,EBIT,2145,1772,1688,1254,1153,1006,875.29,553.58,471.52,183.14
