,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,9147,11580,12653,12593,12852,13698,12457,10312,366.39,605.49
1,Short-Term Investments,3254,4126,2601,48.33,51.04,26.87,16.63,17.39,15.9,12.89
2,Trading Asset Securities,1505,-,-,-,-,-,-,3848,-,-
3,Cash & Short-Term Investments,13906,15706,15253,12641,12903,13725,12474,14178,382.29,618.38
4,Cash Growth,-8.83%,24.25%,18.22%,-7.90%,3.44%,-3.19%,3162.94%,2192.71%,-,-
5,Accounts Receivable,2496,1996,2022,1558,2081,1043,1113,822.24,1238,588.96
6,Other Receivables,995.03,1248,917.61,1146,755.08,724.73,536.71,652.59,2280,2487
7,Receivables,3491,3243,2940,2704,2836,1767,1650,1475,3519,3076
8,Inventory,189.22,202.75,233.64,147.97,120.36,138,159.18,196.13,173.1,105.76
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,98.31
10,Restricted Cash,296.83,66.61,67.67,129.95,-,228.72,-,366.96,602.99,724.27
11,Other Current Assets,359.14,299.67,326.86,215.82,366.9,170.98,441.72,116.2,111.06,-
12,Total Current Assets,18243,19518,18821,15839,16226,16030,14725,16332,4788,4623
13,"Property, Plant & Equipment",697.75,664.02,683.62,671.66,635.43,626.43,342.91,374.19,258.6,249.41
14,Long-Term Investments,3119,206.4,3.56,2560,2517,2475,2434,2.33,-,-
15,Goodwill,1900,1900,1805,1805,1876,-,-,-,-,-
16,Other Intangible Assets,1488,1574,1467,1470,1628,115.96,1.69,2.24,2.37,1.56
17,Long-Term Deferred Tax Assets,129.91,117.12,120.33,124.6,125.99,76.59,40.37,45.37,6.42,4.94
18,Other Long-Term Assets,4225,3804,3467,3367,2273,2268,2356,2320,2200,2222
19,Total Assets,29802,27783,26367,25838,25282,21592,19900,19076,7255,7101
20,Accounts Payable,1762,1546,1334,1339,1131,839.12,744.99,700.38,541.3,448.79
21,Accrued Expenses,1234,1522,1380,1499,1213,994.65,836.17,741.03,388.71,383.66
22,Short-Term Debt,-,-,-,-,546.78,801.25,515.89,521.82,-,-
23,Current Portion of Leases,136.09,151.79,102.03,99.76,69.14,80.55,60.13,63.04,98.44,82.05
24,Current Income Taxes Payable,340.15,235.09,235.84,117.51,215.05,133.62,72.12,97.93,81.58,18.59
25,Current Unearned Revenue,2007,2172,1822,1832,1748,1417,1062,1007,768.8,798.15
26,Other Current Liabilities,3990,2713,3094,3152,3367,1813,2054,1924,3006,2906
27,Total Current Liabilities,9469,8340,7968,8040,8290,6079,5345,5055,4884,4637
28,Long-Term Leases,2234,2267,2340,2302,1276,1278,1304,1319,1212,1223
29,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,11.61,-
30,Long-Term Deferred Tax Liabilities,1016,906.03,796.31,765.39,738.74,333.75,269.02,225.71,212.09,201.93
31,Other Long-Term Liabilities,212.5,234.37,269.15,405.2,697.53,12.17,12.4,12.55,-,7.91
32,Total Liabilities,12932,11747,11373,11512,11002,7703,6931,6613,6320,6070
33,Common Stock,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.09,0.09
34,Additional Paid-In Capital,11640,11640,11640,11640,11640,11640,11640,11640,-,-
35,Retained Earnings,5756,4946,3929,3277,3251,2886,1967,1461,981.53,1078
36,Comprehensive Income & Other,-638.19,-638.19,-638.19,-638.19,-638.19,-638.19,-638.19,-638.19,-46.24,-46.24
37,Total Common Equity,16758,15948,14931,14280,14254,13888,12969,12463,935.38,1032
38,Minority Interest,111.56,87.81,62.8,46,26.18,1.15,-,-,-,-
39,Shareholders' Equity,16870,16036,14994,14326,14280,13889,12969,12463,935.38,1032
40,Total Liabilities & Equity,29802,27783,26367,25838,25282,21592,19900,19076,7255,7101
41,Total Debt,2370,2419,2442,2402,1892,2160,1880,1904,1310,1305
42,Net Cash (Debt),11536,13287,12811,10239,11010,11565,10594,12273,-927.76,-686.18
43,Net Cash Growth,-9.96%,29.76%,16.36%,-11.46%,3.93%,-5.77%,-,-,-,-
44,Net Cash Per Share,5.05,5.82,5.61,4.49,4.82,5.07,4.64,7.12,-0.56,-
45,Filing Date Shares Outstanding,2283,2283,2283,2283,2283,2283,2283,2283,1650,1650
46,Total Common Shares Outstanding,2283,2283,2283,2283,2283,2283,2283,2283,1650,1650
47,Working Capital,8773,11179,10853,7800,7937,9951,9380,11276,-96.3,-14.19
48,Book Value Per Share,7.34,6.99,6.54,6.26,6.24,6.08,5.68,5.46,0.57,0.63
49,Tangible Book Value,13370,12474,11659,11005,10750,13772,12967,12461,933.02,1030
50,Tangible Book Value Per Share,5.86,5.47,5.11,4.82,4.71,6.03,5.68,5.46,0.57,0.62
51,Buildings,-,353.61,-,377.87,-,331.99,-,62.15,-,63.21
52,Machinery,-,561.69,-,476.37,-,352.53,-,307.83,-,252.5
53,Construction In Progress,-,-,-,6.98,-,9.9,-,6.05,-,9.16
54,Leasehold Improvements,-,113.04,-,129.61,-,119.83,-,102.26,-,46.75
