,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2164,3207,3301,3098,2096,3165,1905,2320,1947,1337
1,Short-Term Investments,-,-,-,296,1501,102.92,1892,-,-,-
2,Trading Asset Securities,118.21,147.66,428.17,194.78,195.78,689.52,572.25,-,212.03,497.36
3,Cash & Short-Term Investments,2282,3354,3730,3589,3792,3957,4370,2320,2159,1834
4,Cash Growth,-38.82%,-6.53%,-1.65%,-9.31%,-13.21%,70.60%,102.38%,26.46%,-,-
5,Receivables,408.93,286.81,252.68,249.44,280.31,223.55,288.79,299.16,344.2,406.14
6,Prepaid Expenses,12.45,29.38,13.82,15.2,17.4,24.87,29.44,45.75,9.86,45.45
7,Restricted Cash,-,-,-,-,-,0.3,-,-,-,-
8,Other Current Assets,46.77,42.44,54.28,36.99,39.68,42.14,106.47,105.34,96.58,88.49
9,Total Current Assets,2750,3713,4050,3891,4130,4248,4794,2770,2610,2374
10,"Property, Plant & Equipment",202.78,236.37,277.63,367.47,289.23,288.46,274.95,242.15,150.15,124.58
11,Long-Term Investments,132.16,141.4,156.25,149.3,133.03,119.95,113.77,90,95.81,82.72
12,Goodwill,-,167.1,-,167.1,-,167.1,-,101.67,-,101.67
13,Other Intangible Assets,241.36,66.31,236.51,89.28,243.41,81.7,270.14,97.65,193.4,97.27
14,Long-Term Deferred Tax Assets,21.32,48.92,38.47,76.18,103.26,75.52,35.91,16.81,16.04,11.35
15,Other Long-Term Assets,32.67,36.23,44.61,56.22,58.18,63.38,40.84,26.71,52.4,74.16
16,Total Assets,3380,4409,4804,4796,4957,5044,5530,3345,3117,2866
17,Accounts Payable,231.35,194.91,162.13,203.05,323.04,205.39,169.3,164.56,193.56,200.85
18,Accrued Expenses,187.29,253.18,189.81,269.49,226.19,294.54,229.24,237.06,104.67,141.64
19,Short-Term Debt,130.56,-,-,-,-,-,-,-,-,-
20,Current Portion of Long-Term Debt,-,1553,1912,23.53,23.16,22.01,22.3,-,-,-
21,Current Portion of Leases,43.65,44.62,42.73,60.96,65.63,54.28,60.86,48.07,27.27,16.46
22,Current Income Taxes Payable,83.74,80.35,83.01,67.88,53.74,42.74,70.84,78.71,59.43,70.25
23,Current Unearned Revenue,351.06,180.78,150.79,156.69,276.22,206.64,138.39,128.55,130.28,99.32
24,Other Current Liabilities,279.21,75.07,76.03,88.9,59.49,84.07,43,24.12,22.6,25.82
25,Total Current Liabilities,1307,2382,2616,870.51,1027,909.66,733.92,681.08,537.8,554.34
26,Long-Term Debt,-,-,-,1806,1762,1662,1672,-,-,-
27,Long-Term Leases,142.3,158.64,177.21,213.95,110.09,83.85,82.53,81.92,29.11,23.06
28,Long-Term Deferred Tax Liabilities,-,-,-,-,5.84,6.16,3.71,1.62,2.14,2.14
29,Total Liabilities,1449,2541,2793,2890,2905,2662,2492,764.62,569.05,579.53
30,Common Stock,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.31,0.29,0.28
31,Additional Paid-In Capital,7039,7036,7036,7036,7036,7036,7036,6096,5396,5357
32,Retained Earnings,-482.67,-763.47,-609,-699.19,-533.63,-147.58,391.09,716.24,913.64,707.09
33,Comprehensive Income & Other,-4814,-4564,-4410,-4449,-4497,-4584,-4573,-4516,-4182,-4193
34,Total Common Equity,1742,1709,2017,1888,2006,2304,2854,2296,2128,1872
35,Minority Interest,188.67,159.58,-6.72,17.32,45.82,78.17,183.01,283.67,420.8,414.66
36,Shareholders' Equity,1931,1869,2011,1906,2052,2382,3037,2580,2548,2287
37,Total Liabilities & Equity,3380,4409,4804,4796,4957,5044,5530,3345,3117,2866
38,Total Debt,316.51,1756,2131,2104,1961,1822,1838,129.99,56.38,39.52
39,Net Cash (Debt),1965,1598,1598,1484,1832,2135,2532,2190,2103,1795
40,Net Cash Growth,22.96%,7.65%,-12.74%,-30.47%,-27.65%,-2.49%,20.40%,22.00%,-,-
41,Net Cash Per Share,4.14,3.39,3.38,3.15,3.88,4.52,5.54,4.92,5.01,5.00
42,Filing Date Shares Outstanding,472.2,472.02,472.02,471.99,471.99,471.99,471.99,445.68,419.58,415.52
43,Total Common Shares Outstanding,472.2,472.02,472.02,471.99,471.99,471.99,471.99,445.68,419.58,415.52
44,Working Capital,1443,1331,1434,3020,3102,3338,4060,2089,2072,1820
45,Book Value Per Share,3.69,3.62,4.27,4.00,4.25,4.88,6.05,5.15,5.07,4.50
46,Tangible Book Value,1501,1476,1781,1632,1762,2055,2584,2097,1934,1673
47,Tangible Book Value Per Share,3.18,3.13,3.77,3.46,3.73,4.35,5.48,4.71,4.61,4.03
48,Machinery,-,144.22,-,163.73,-,155.91,-,123.86,-,92.44
49,Construction In Progress,-,-,-,-,-,11.32,-,2.79,-,-
50,Leasehold Improvements,-,179.66,-,186.33,-,135.12,-,80,-,86.8
