,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,12879,12160,11523,15919,19636,25983,24336,24926,32177,29579,25891,Upgrade
1,Market Cap Growth,-23.61%,-23.61%,-41.32%,-38.74%,-19.31%,4.24%,-24.37%,-15.73%,24.28%,-7.22%,-38.69%,Upgrade
2,Enterprise Value,45909,45393,42516,48968,52586,60856,47736,48675,40270,44700,38411,Upgrade
3,Last Close Price,12.54,11.12,10.31,13.32,16.17,20.41,18.85,18.22,23.17,20.56,17.76,Upgrade
4,PE Ratio,367.96,-,-18.15,-,-18.92,-,25.97,18.02,53.99,-11.61,-,Upgrade
5,PS Ratio,3.87,3.66,3.51,4.62,5.56,7.08,6.35,6.41,8.40,7.49,6.39,Upgrade
6,PB Ratio,0.20,0.16,0.15,0.20,0.24,0.31,0.28,0.28,0.37,0.34,0.31,Upgrade
7,P/FCF Ratio,5.16,5.16,5.18,7.21,8.85,10.85,10.05,10.07,13.61,14.50,10.09,Upgrade
8,P/OCF Ratio,5.16,5.16,5.18,7.21,8.85,10.85,10.05,10.07,13.61,14.50,10.09,Upgrade
9,EV/Sales Ratio,13.80,13.65,12.95,14.22,14.90,16.58,12.45,12.51,10.52,11.33,9.47,Upgrade
10,EV/EBITDA Ratio,19.07,18.85,17.92,19.22,19.87,21.70,15.72,15.47,12.99,13.91,11.66,Upgrade
11,EV/EBIT Ratio,19.35,19.14,18.17,19.47,20.12,21.95,15.88,15.61,13.11,14.02,11.75,Upgrade
12,EV/FCF Ratio,19.27,19.27,19.12,22.19,23.69,25.41,19.72,19.66,17.03,21.91,14.98,Upgrade
13,Debt / Equity Ratio,0.42,0.42,0.42,0.39,0.38,0.39,0.37,0.30,0.31,0.22,0.23,Upgrade
14,Debt / FCF Ratio,13.83,13.83,14.67,14.18,13.90,13.58,13.31,10.74,11.24,9.41,7.60,Upgrade
15,Earnings Yield,0.27%,3.73%,-1.74%,-2.70%,-3.04%,-2.72%,5.74%,7.39%,3.18%,-7.64%,-1.83%,Upgrade
16,FCF Yield,19.38%,19.38%,19.30%,13.86%,11.31%,9.22%,9.95%,9.93%,7.35%,6.90%,9.91%,Upgrade
17,Dividend Yield,8.61%,9.71%,10.48%,8.11%,8.91%,7.06%,7.64%,7.90%,6.21%,7.00%,8.11%,Upgrade
18,Buyback Yield / Dilution,-,-,-0.33%,0.87%,1.28%,0.35%,0.39%,0.27%,0.46%,0.41%,Upgrade,
19,Total Shareholder Return,8.61%,9.71%,10.48%,7.78%,9.78%,8.34%,7.99%,8.30%,6.49%,7.46%,8.52%,Upgrade
