,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,"Property, Plant & Equipment",97376,97180,96599,97340,97410.0,99279,95579,95409,75827,76408,Upgrade
1,Cash & Equivalents,1564,1706,2583,666,2560.0,663,6538,5916,14389,7513,Upgrade
2,Accounts Receivable,375,342,304,425,46.0,177,64,54,67,126,Upgrade
3,Other Receivables,-,-,-,-,281.0,356,862,259,251,219,Upgrade
4,Investment In Debt and Equity Securities,2561,2533,2562,2931,3043.0,3507,2795,1806,1244,1221,Upgrade
5,Other Current Assets,650,1359,1271,3695,5461.0,6058,1866,5299,10695,13718,Upgrade
6,Deferred Long-Term Tax Assets,100,95,96,96,96.0,96,90,97,55,-,Upgrade
7,Other Long-Term Assets,11463,11446,11111,10709,10268.0,11033,9579,7486,7227,6776,Upgrade
8,Total Assets,114089,114661,114526,115862,119165.0,121169,117373,116326,109755,105981,Upgrade
9,Current Portion of Long-Term Debt,3061,2229,357,1264,3458.0,2767,745,548,-,565,Upgrade
10,Long-Term Debt,29534,30401,30934,29597,29065.0,29460,25835,26030,18970,18709,Upgrade
11,Accounts Payable,534,254,289,139,295.0,171,193,167,277,231,Upgrade
12,Accrued Expenses,146,68,80,164,192.0,172,155,154,161,153,Upgrade
13,Current Income Taxes Payable,67,57,1,79,32.0,117,-,94,27,187,Upgrade
14,Other Current Liabilities,1054,1027,1080,949,926.0,874,844,881,870,803,Upgrade
15,Long-Term Deferred Tax Liabilities,1317,1305,1271,1209,1171.0,1123,1091,1041,1004,957,Upgrade
16,Other Long-Term Liabilities,947,795,823,654,615.0,538,625,521,780,627,Upgrade
17,Total Liabilities,36660,36136,34835,34055,35754.0,35222,29488,29436,22306,22452,Upgrade
18,Common Stock,7723,7723,7723,7723,7723.0,7723,7723,7723,7722,7722,Upgrade
19,Retained Earnings,58822,59487,59843,61182,62193.0,63728,64969,64525,65227,65504,Upgrade
20,Comprehensive Income & Other,8885,9006,9840,10048,10508.0,11187,11835,11555,11388,7163,Upgrade
21,Total Common Equity,75430,76216,77406,78953,80424.0,82638,84527,83803,84337,80389,Upgrade
22,Minority Interest,1999,2309,2285,2854,2987.0,3309,3358,3087,3112,3140,Upgrade
23,Shareholders' Equity,77429,78525,79691,81807,83411.0,85947,87885,86890,87449,83529,Upgrade
24,Total Liabilities & Equity,114089,114661,114526,115862,119165.0,121169,117373,116326,109755,105981,Upgrade
25,Total Debt,32595,32630,31291,30861,32523.0,32227,26580,26578,19187,19494,Upgrade
26,Net Cash / Debt,-31031,-30924,-28708,-30195,-29963.0,-31564,-20042,-20662,-4798,-11981,Upgrade
27,Net Cash Per Share,-30.21,-30.11,-27.95,-29.40,-29.27,-30.47,-19.33,-19.87,-4.61,-11.49,Upgrade
28,Filing Date Shares Outstanding,1027,1027,1027,1027,1027.0,1036,1034,1040,1040,1042,Upgrade
29,Total Common Shares Outstanding,1027,1027,1027,1027,1027.0,1036,1034,1040,1040,1042,Upgrade
30,Book Value Per Share,64.26,65.02,65.42,66.92,68.35,69.85,71.42,80.61,81.12,77.16,Upgrade
31,Tangible Book Value,75430,76216,77406,78953,80424.0,82638,84527,83803,84337,80389,Upgrade
32,Tangible Book Value Per Share,64.26,65.02,65.42,66.92,68.35,69.85,71.42,80.61,81.12,77.16,Upgrade
33,Land,757,-,532,-,554.0,-,396,-,781,-,Upgrade
