,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,690,746,783,814,875,820,715,783,795,850,1076,Upgrade
1,Market Cap Growth,-8.33%,-8.33%,-10.56%,-0.75%,22.41%,4.72%,-10.08%,-7.86%,-26.09%,-19.05%,38.81%,Upgrade
2,Enterprise Value,1554,1258,1594,1215,1599,1688,1722,1801,1912,1724,1637,Upgrade
3,Last Close Price,1.12,1.21,1.18,1.23,1.23,1.15,0.95,1.05,1.06,1.14,1.37,Upgrade
4,PE Ratio,3.78,4.08,4.34,4.68,4.41,4.47,6.60,-93.13,-,10.50,6.35,Upgrade
5,PS Ratio,0.23,0.25,0.29,0.40,0.38,0.35,0.32,0.47,0.63,0.65,0.64,Upgrade
6,PB Ratio,0.42,0.43,0.45,0.50,0.52,0.50,0.43,0.53,0.54,0.62,0.75,Upgrade
7,P/TBV Ratio,0.45,0.45,0.47,0.53,0.55,0.53,0.46,0.54,0.56,0.65,0.78,Upgrade
8,P/FCF Ratio,16.50,-,-33.55,-,1.93,2.34,2.42,4.44,-4.72,-,-,Upgrade
9,P/OCF Ratio,8.05,-,10.15,-,1.72,1.72,1.62,2.62,-14.87,-,-,Upgrade
10,EV/Sales Ratio,0.53,0.43,0.59,0.60,0.70,0.72,0.78,1.08,1.52,1.32,0.98,Upgrade
11,EV/EBITDA Ratio,3.67,3.00,4.12,3.51,4.25,4.37,5.65,15.61,24.47,9.01,4.83,Upgrade
12,EV/EBIT Ratio,5.04,4.08,5.82,5.22,6.23,6.34,8.83,91.17,-,14.95,6.31,Upgrade
13,EV/FCF Ratio,37.15,-,-68.30,-,3.53,4.82,5.84,10.21,-11.34,-,-,Upgrade
14,Debt / Equity Ratio,0.66,0.66,0.55,0.56,0.51,0.62,0.66,0.76,0.82,0.90,0.70,Upgrade
15,Debt / FCF Ratio,27.35,-,-41.06,-,1.88,2.93,3.69,6.36,-7.16,-,-,Upgrade
16,Return on Capital Employed (ROCE),17.14%,17.14%,15.01%,13.47%,14.32%,15.19%,11.03%,1.26%,-,7.87%,16.79%,Upgrade
17,Earnings Yield,26.46%,24.49%,23.02%,21.35%,22.69%,22.35%,15.14%,-1.07%,-1.67%,9.52%,15.75%,Upgrade
18,FCF Yield,6.06%,5.61%,-2.98%,-13.63%,51.70%,42.76%,41.25%,22.53%,-21.20%,-57.17%,-31.91%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-0.00%,2.10%,-0.50%,2.52%,8.00%,Upgrade,
20,Total Shareholder Return,8.04%,-,-,-,-,-,-0.00%,2.10%,-0.50%,2.52%,8.00%,Upgrade
