,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,6570,3829,2368,3204,3597,4474,3940,4081,3759,4333,3658,3245,3839,4383,4877,4031,4091,5018,5945,5250,6832,Upgrade
1,Market Cap Growth,-14.41%,-14.41%,-39.90%,-21.48%,-4.29%,3.26%,7.71%,25.78%,-2.10%,-1.15%,-25.00%,-19.50%,-6.16%,-12.65%,-17.97%,-23.22%,-40.12%,-1.78%,1.20%,-23.27%,37.80%,Upgrade
2,Enterprise Value,6115,3329,2090,3029,3422,4261,3759,4159,3837,4417,3776,3614,4209,5289,5706,4753,4813,5655,6299,5737,7319,Upgrade
3,Last Close Price,6.52,3.80,2.35,3.18,3.57,4.44,3.91,4.05,3.73,4.30,3.63,3.22,3.81,4.35,4.84,4.00,4.06,4.98,5.90,5.17,6.72,Upgrade
4,PE Ratio,-,-5.50,-3.21,-3.93,-,-,-,-22.92,-,-,-2.57,-2.30,-,-,-4.50,-3.74,-,17.81,19.15,15.24,19.14,Upgrade
5,PS Ratio,6.04,3.53,2.80,5.80,5.36,3.60,3.12,3.11,2.55,4.74,1.04,0.55,0.54,0.48,0.57,0.54,0.54,0.51,0.53,0.41,0.50,Upgrade
6,PB Ratio,4.49,2.68,1.66,2.24,2.54,2.06,1.79,1.80,1.68,1.78,1.50,1.33,1.59,1.17,1.23,1.02,1.04,0.98,1.18,1.04,1.35,Upgrade
7,P/TBV Ratio,2.69,2.69,1.67,2.27,2.59,2.62,2.27,2.26,2.12,2.20,1.85,1.65,1.98,1.98,2.10,1.76,1.80,1.93,2.32,2.03,2.68,Upgrade
8,P/FCF Ratio,85.90,-,34.59,-,-18.42,-,-,15.33,15.36,-79102.37,-27.49,-,-,-,-,-,-,-41.37,-,-33.22,-37.88,Upgrade
9,P/OCF Ratio,9.60,-,5.27,-,16.96,-,14.88,13.93,13.86,946.42,-29.88,-,-,-,-112.84,-,-,-167.47,-,-122.76,-112.65,Upgrade
10,EV/Sales Ratio,5.63,3.07,2.48,5.48,5.10,3.43,2.98,3.16,2.60,4.83,1.07,0.61,0.60,0.58,0.67,0.63,0.63,0.58,0.56,0.45,0.53,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-17.80,-,-38.08,-,-24.83,-14.97,-15.62,-,-,-31.22,-25.43,-,15.22,15.73,13.26,16.06,Upgrade
12,EV/EBIT Ratio,-,-,-,-6.05,-,-,-,-24.91,-,-18.81,-12.23,-12.46,-,-,-24.22,-20.20,-,16.95,17.36,14.45,17.41,Upgrade
13,EV/FCF Ratio,79.95,-,30.53,-,-17.52,-,-,15.63,15.67,-80627.67,-28.37,-,-,-,-,-,-,-46.63,-,-36.30,-40.58,Upgrade
14,Debt / Equity Ratio,0.09,0.09,0.09,0.11,0.13,0.09,0.12,0.11,0.15,0.11,0.11,0.14,0.18,0.12,0.27,0.21,0.25,0.19,0.18,0.17,0.16,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,7.23,-,1.37,-,3.35,1.71,1.74,-,-,4.54,3.02,-,3.45,4.15,4.45,1.00,Upgrade
16,Debt / FCF Ratio,1.75,-,1.94,-,-0.91,-,-,0.96,1.36,-5105.16,-2.02,-,-,-,-,-,-,-7.82,-,-5.30,-4.45,Upgrade
17,Asset Turnover,0.41,0.47,-,0.18,0.15,0.14,0.33,0.81,0.16,0.17,0.43,0.14,1.84,1.58,1.07,1.35,1.23,0.81,0.94,2.53,Upgrade,
18,Inventory Turnover,2.52,3.85,3.54,-,2.51,0.59,1.19,1.43,3.19,0.42,0.48,1.28,1.20,7.94,7.29,5.34,8.67,8.32,6.02,9.19,22.74,Upgrade
19,Quick Ratio,0.34,0.34,0.39,0.29,0.37,0.92,1.48,1.70,1.50,1.11,1.20,1.16,0.99,1.14,0.83,0.93,1.08,1.34,1.31,1.36,1.42,Upgrade
20,Current Ratio,1.34,1.34,1.33,1.43,1.44,1.44,2.04,2.41,2.21,2.10,2.15,2.04,1.86,2.06,1.68,1.84,1.83,2.08,1.97,1.86,1.90,Upgrade
21,Return on Equity (ROE),0.31%,-0.16%,-,-167.52%,-7.36%,-12.69%,4.46%,-33.27%,-2.40%,0.95%,4.05%,-175.58%,-10.47%,2.36%,3.31%,-103.43%,2.95%,2.84%,1.78%,14.78%,Upgrade,
22,Return on Assets (ROA),-1.24%,-2.19%,-,-30.91%,-0.60%,-6.96%,2.38%,-15.92%,0.42%,1.61%,2.08%,-15.79%,-2.81%,1.71%,2.31%,-15.02%,2.08%,1.49%,1.28%,6.89%,Upgrade,
23,Return on Capital (ROIC),-2.88%,-4.77%,-,-52.87%,-0.87%,-9.24%,3.15%,-21.76%,0.59%,2.27%,2.97%,-21.28%,-3.66%,2.21%,2.89%,-18.01%,2.49%,1.85%,1.62%,8.40%,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-31.69%,-,-,-,-6.89%,-,-9.07%,-12.05%,-11.37%,-,-,-5.83%,-5.85%,-,6.47%,7.09%,7.78%,8.26%,Upgrade
25,Earnings Yield,-10.59%,-18.17%,-31.18%,-25.44%,-22.54%,-6.16%,-6.46%,-4.36%,-4.75%,-30.35%,-38.93%,-43.38%,-36.66%,-28.34%,-22.24%,-26.72%,-26.23%,5.62%,5.22%,6.56%,5.22%,Upgrade
26,FCF Yield,1.16%,2.00%,2.89%,-12.74%,-5.43%,-1.78%,1.41%,6.52%,6.51%,-0.00%,-3.64%,-6.36%,-6.84%,-5.60%,-2.72%,-7.37%,-4.77%,-2.42%,-4.66%,-3.01%,-2.64%,Upgrade
27,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.74%,Upgrade
28,Payout Ratio,0.00%,25.38%,35.98%,8.91%,-,-,-,14.28%,-,-,62.51%,18.58%,-,-,65.66%,41.15%,-,28.35%,196.10%,31.92%,11.19%,Upgrade
29,Buyback Yield / Dilution,0.11%,0.25%,0.08%,0.08%,0.04%,0.12%,-0.00%,-0.12%,0.01%,-0.49%,0.47%,-0.05%,0.20%,0.13%,-0.39%,0.06%,-0.05%,-0.06%,0.33%,-0.10%,-0.01%,Upgrade
30,Total Shareholder Return,0.11%,0.25%,0.08%,0.08%,0.04%,0.12%,-0.00%,-0.12%,0.01%,-0.49%,0.47%,-0.05%,0.20%,0.13%,-0.39%,0.06%,-0.05%,-0.06%,0.33%,-0.10%,0.74%,Upgrade
