,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,51.56,32.27,35.66,44.25,41.58,44.6,35.6,87.18,141.06,158.27,Upgrade
1,Short-Term Investments,-,1.94,-,0.75,-,0.72,-,6.64,-,2.44,Upgrade
2,Trading Asset Securities,15.13,12.83,5,5,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,66.68,47.04,40.66,50,41.58,45.32,35.6,93.81,141.06,160.71,Upgrade
4,Cash Growth,64.02%,-5.91%,-2.22%,10.32%,16.79%,-51.69%,-74.76%,-41.62%,68.18%,14.64%,Upgrade
5,Accounts Receivable,212.53,262.84,199.76,182.16,186.1,198.46,172.8,183.03,203.85,195.93,Upgrade
6,Other Receivables,17.8,9.33,28.52,15.29,42.03,13.92,89.7,75.9,38.8,54.13,Upgrade
7,Receivables,230.32,272.17,228.28,197.45,228.13,212.38,262.5,258.93,242.65,250.07,Upgrade
8,Inventory,0.12,0.13,0.65,0.51,3.86,4.24,11.96,12.66,5.1,15.33,Upgrade
9,Prepaid Expenses,-,9.42,-,8.7,-,7.63,-,5.44,-,5.37,Upgrade
10,Other Current Assets,-,-,-,-,-,-,8.65,8.75,9.43,12.31,Upgrade
11,Total Current Assets,297.13,328.76,269.59,256.66,273.57,269.58,318.7,379.6,398.23,443.77,Upgrade
12,"Property, Plant & Equipment",9.21,7.51,9.85,11.4,13.9,13.09,15.45,15.06,16.24,15.34,Upgrade
13,Long-Term Investments,-,-,-,-,-,-,0.4,0.39,0.66,0.54,Upgrade
14,Goodwill,75.29,74.51,78.62,72.94,70.3,67.01,282.93,282.93,393.21,385.92,Upgrade
15,Other Intangible Assets,-,-,-,-,-,-,47.57,58.78,66.17,71.7,Upgrade
16,Other Long-Term Assets,-,-,-,-,-,-,-,0.18,-,0.48,Upgrade
17,Total Assets,381.63,410.78,358.05,340.99,357.76,349.68,665.06,736.94,874.51,917.73,Upgrade
