,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,252,318,386,394,390,541,549,429,660,425,680,Upgrade
1,Market Cap Growth,-19.19%,-19.19%,-1.02%,-27.21%,-28.99%,25.93%,-16.87%,0.93%,-2.92%,-45.96%,-17.79%,Upgrade
2,Enterprise Value,492,563,615,597,668,784,893,718,940,651,936,Upgrade
3,Last Close Price,0.06,0.08,0.10,0.10,0.10,0.14,0.14,0.11,0.17,0.11,0.17,Upgrade
4,PE Ratio,-,-,-19.93,-,32.05,-,-,-,-,-,-,Upgrade
5,PS Ratio,2.32,2.43,3.14,5.26,6.05,6.06,3.54,4.97,-,2.82,-,Upgrade
6,PB Ratio,5.50,2.74,2.71,2.78,2.43,14.26,8.31,1.28,1.78,0.99,1.52,Upgrade
7,P/TBV Ratio,-,-,-,-,300.45,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,28.40,28.40,-,-,56.07,-,34.21,-,-,-,-,Upgrade
9,P/OCF Ratio,28.40,28.40,-,-,56.07,-,33.61,-,-,-,-,Upgrade
10,EV/Sales Ratio,3.75,4.29,5.00,7.97,10.38,8.78,5.76,8.30,-,4.31,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,581.15,-,-,-,Upgrade
12,EV/FCF Ratio,50.27,50.27,-,-,96.13,-,55.72,-,-,-,-,Upgrade
13,Debt / Equity Ratio,2.07,2.07,1.57,1.41,1.14,8.69,4.58,1.17,1.09,1.02,0.91,Upgrade
14,Debt / FCF Ratio,21.42,21.42,-,-,26.37,-,18.83,-,-,-,-,Upgrade
15,Earnings Yield,-7.83%,-6.22%,-5.02%,3.84%,3.12%,-53.90%,-57.71%,-9.43%,-,-3.20%,-,Upgrade
16,FCF Yield,3.52%,3.52%,-5.45%,0.44%,1.78%,6.03%,2.92%,-5.11%,-,-4.74%,-,Upgrade
17,Buyback Yield / Dilution,-4.68%,-,-30.70%,-23.48%,-12.06%,-0.34%,-,0.34%,-,-,-,Upgrade
18,Total Shareholder Return,-4.68%,-,-30.70%,-23.48%,-12.06%,-0.34%,-,0.34%,-,-,-,Upgrade
