,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1024,1188,1322,1790,2151,2275,2806,3110,616.66,746.8
1,Short-Term Investments,3.77,4.9,3.35,3.43,2.89,2.33,-,1.7,-,-
2,Trading Asset Securities,0.11,0.11,0.1,0.1,0.1,95.74,32.45,-,-,-
3,Cash & Short-Term Investments,1028,1193,1326,1793,2154,2373,2839,3112,616.66,746.8
4,Cash Growth,-22.50%,-33.49%,-38.45%,-24.43%,-24.13%,-23.74%,360.37%,316.65%,-,-
5,Accounts Receivable,30.12,9.68,41.16,29.77,41.13,7.01,-,-,-,-
6,Other Receivables,34.14,17.04,53.67,56.13,29.36,27.77,31.66,15.78,13.94,8.35
7,Receivables,64.26,26.73,94.83,85.9,70.49,34.77,31.66,15.78,13.94,8.35
8,Inventory,12.61,15.27,13.16,9.89,8.96,2.58,0.2,-,-,-
9,Prepaid Expenses,-,-,-,-,-,-,-,-,1.14,-
10,Other Current Assets,8.2,7.13,11.35,7.13,8.24,2.4,5.42,0.72,0.55,0.46
11,Total Current Assets,1113,1242,1445,1896,2242,2413,2876,3128,632.29,755.6
12,"Property, Plant & Equipment",321.08,306.58,280.33,229.36,124.59,86.11,82.98,66.1,14.55,4.09
13,Long-Term Investments,8.85,8.82,6.77,6.77,6.77,6.77,2.16,-,-,-
14,Other Intangible Assets,3.03,3.37,6.16,6.58,50.3,3.54,3.28,0.28,0.07,0.09
15,Other Long-Term Assets,15.77,58,3.28,3.37,7.02,48.62,-,-,-,-
16,Total Assets,1461,1619,1742,2142,2430,2558,2965,3194,646.91,759.78
17,Accounts Payable,3.36,3.86,5.64,7.82,12.03,1.48,11.98,16.51,-,-
18,Accrued Expenses,17.05,31.64,38.95,47.68,39.97,40.45,21.78,28.58,27.07,27.71
19,Current Portion of Leases,8.23,7.27,11.23,10.91,14.03,10.88,8.05,4.93,4.26,1.2
20,Current Income Taxes Payable,12.02,13.15,12.07,12.65,4.64,4.49,3.97,3.11,4.12,3.42
21,Current Unearned Revenue,23.66,24.33,25,25.67,26.34,26.78,36.38,36.38,9.65,6.24
22,Other Current Liabilities,130.06,110.66,65.86,277.07,103.54,75.29,40.09,61.08,19.8,6.38
23,Total Current Liabilities,194.38,190.89,158.74,381.8,200.53,159.36,122.25,150.6,64.9,44.94
24,Long-Term Debt,180,180,100,30,-,-,-,-,1587,1269
25,Long-Term Leases,9.97,13.76,16.62,17.04,20.96,3.93,7.83,5.99,8.29,2.97
26,Other Long-Term Liabilities,83.4,86.56,-,-,-,-,-,-,-,-
27,Total Liabilities,467.75,471.2,275.36,428.84,221.49,163.3,130.07,156.59,1660,1317
28,Common Stock,0.45,0.45,0.45,0.45,0.44,0.45,0.45,0.45,0.08,0.07
29,Additional Paid-In Capital,6337,6337,6326,6326,6328,6356,6385,6383,-,-
30,Retained Earnings,-5440,-5273,-4911,-4692,-4235,-4091,-3668,-3435,-1044,-506.12
31,Treasury Stock,-7.07,-7.07,-10.35,-10.35,-0.03,-18.76,-0.03,-0.03,-,-
32,Comprehensive Income & Other,103.69,90.43,60.51,88.8,115.79,146.96,116.48,89.11,30.66,-51.56
33,Shareholders' Equity,993.61,1147,1466,1713,2209,2394,2835,3038,-1013,-557.61
34,Total Liabilities & Equity,1461,1619,1742,2142,2430,2558,2965,3194,646.91,759.78
35,Total Debt,198.2,201.02,127.84,57.96,34.98,14.81,15.88,10.92,1599,1274
36,Net Cash (Debt),829.35,991.69,1198,1735,2119,2358,2823,3101,-982.74,-526.85
37,Net Cash Growth,-30.77%,-42.85%,-43.46%,-26.41%,-24.94%,-23.95%,-,-,-,-
38,Net Cash Per Share,1.34,1.61,1.95,2.81,3.42,3.78,4.51,10.54,-4.72,-
39,Filing Date Shares Outstanding,618.97,616,614.88,616.59,619.06,624.5,671.18,671.18,235.6,235.6
40,Total Common Shares Outstanding,618.97,616,614.88,616.59,619.06,624.5,671.18,671.18,224.04,207.12
41,Working Capital,918.24,1051,1286,1514,2041,2253,2754,2977,567.39,710.66
42,Book Value Per Share,1.61,1.86,2.38,2.78,3.57,3.83,4.22,4.53,-4.52,-2.69
43,Tangible Book Value,990.57,1144,1460,1707,2159,2391,2831,3038,-1013,-557.7
44,Tangible Book Value Per Share,1.60,1.86,2.37,2.77,3.49,3.83,4.22,4.53,-4.52,-2.69
45,Buildings,-,47.16,-,47.16,-,-,-,-,-,-
46,Machinery,-,59.21,-,58.17,-,28.66,-,6.34,1.35,0.74
47,Construction In Progress,-,157.22,-,60.97,-,47.27,-,50.71,1.47,0.01
48,Leasehold Improvements,-,9.79,-,5.79,-,-,-,-,-,-
