,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,475.82,424.62,463.5,565.21,480.72,418.37,429,452.78,383.85,298.36,348.27,381.4,322.12,276.24,289.82,333.55,242.29,183.2,183.2
1,Other Revenue,-4.17,4.17,-,7.53,-3.47,3.47,-,5.34,-2.17,2.17,-,4.32,-1.95,1.95,-,2.14,-0.53,0.26,0.26
2,Revenue,471.65,428.78,463.5,572.74,477.24,421.84,429,458.13,381.68,300.54,348.27,385.72,320.17,278.18,289.82,335.69,241.76,183.46,183.46
3,Revenue Growth (YoY),-1.17%,1.65%,8.04%,25.02%,25.04%,40.36%,23.18%,18.77%,19.21%,8.03%,20.17%,14.90%,32.43%,51.63%,57.97%,-,-,-,-
4,Cost of Revenue,365.79,321.79,345.55,428.76,370.31,326.85,326.23,345.92,292.48,234.34,269.69,295.95,248.21,220.36,225.63,261.73,188.38,145.34,145.34
5,Gross Profit,105.86,106.99,117.95,143.99,106.93,94.99,102.76,112.21,89.2,66.2,78.58,89.77,71.96,57.82,64.19,73.96,53.38,38.12,38.12
6,"Selling, General & Admin",66.74,66.88,65.98,78.15,58,56.82,55.3,62.58,51.12,40.48,41.62,43.6,39.57,32.41,33.5,33.14,30.44,23.11,23.11
7,Research & Development,6.02,5.51,4.94,7.83,5.38,4.4,3.54,5.88,4.01,3.27,2.68,3.17,2.1,1.98,1.74,2.41,1.74,1.53,1.53
8,Other Operating Expenses,3.01,3.93,4.73,4.7,3.58,3.04,3.26,5.04,2.84,1.71,2.64,3.92,3.27,1.61,2.81,28.38,-23.67,2.11,2.11
9,Operating Expenses,75.75,76.33,75.66,90.67,66.97,64.2,62.09,73.4,58.03,45.4,46.63,50.89,44.86,36.17,37.89,63.81,8.59,26.62,26.62
10,Operating Income,30.11,30.66,42.28,53.31,39.96,30.79,40.67,38.82,31.17,20.8,31.95,38.87,27.11,21.65,26.31,10.15,44.79,11.5,11.5
11,Interest Expense,-0.82,-0.82,-0.91,-2.66,-2.44,-1.97,-1.88,-2.9,-1.86,-1.67,-0.89,-2.18,-1.98,-1.72,-1.29,-0.87,-1.35,-0.95,-0.95
12,Interest & Investment Income,1.19,1.76,1.78,0.61,0.76,0.42,1.52,1.31,1.37,1.42,1.16,1.45,0.45,0.25,0.34,0.43,0.23,0.07,0.07
13,Currency Exchange Gain (Loss),-0.17,0.17,-,0.07,0.05,-0.05,-,0.53,-0.28,0.28,-,-0.07,0.04,-0.04,-,-0.03,0,-0,-0
14,Other Non Operating Income (Expenses),0.07,-0.75,0.69,0.37,11.65,2.69,0.01,-5.48,0.36,-0.39,5.42,-1.07,0.07,0.09,0.8,-0.47,0.44,-0.01,-0.01
15,EBT Excluding Unusual Items,30.39,31.02,43.85,51.71,49.97,31.88,40.32,32.28,30.77,20.43,37.64,37.01,25.68,20.24,26.15,9.2,44.11,10.61,10.61
16,Gain (Loss) on Sale of Investments,-,-,-,-1.11,-0.03,-0.19,-,-0.42,-,-,-,0.36,-,-,-,0.19,-,-0.56,-0.56
17,Gain (Loss) on Sale of Assets,-1.3,-0.03,0,-,0,0.03,0.49,0,-0,-0.04,-0,0.32,-,-,-,-0.38,-,0.01,0.01
18,Asset Writedown,1.25,-1.25,-,-0,0.38,-0.38,-,-0,0.23,-0.23,-,-0,-,-,-,-0.05,0.19,-0.1,-0.1
19,Other Unusual Items,-2.09,1.44,0.65,1.06,-0.59,0.59,-,8.62,-0.61,0.61,-,3.6,-,-,-,26.93,-11.57,5.78,5.78
20,Pretax Income,28.26,31.17,44.5,51.66,49.74,31.92,40.81,40.48,30.39,20.77,37.63,41.27,25.68,20.24,26.15,35.9,32.74,15.75,15.75
21,Income Tax Expense,6.2,6.86,10.02,12.29,11.67,6.72,10.89,8.32,6.74,3.64,9.41,9.6,5.92,4.02,6.58,8.11,8.19,3.63,3.63
22,Earnings From Continuing Operations,22.06,24.32,34.48,39.37,38.08,25.2,29.92,32.16,23.65,17.13,28.22,31.68,19.77,16.21,19.58,27.79,24.55,12.12,12.12
23,Minority Interest in Earnings,0.17,0.44,0.1,0.64,0.3,0.41,0.36,0.33,0.28,-0.09,0.49,0.19,0.35,0.43,0.25,0.02,-,-,-
24,Net Income,22.23,24.75,34.58,40,38.37,25.61,30.29,32.48,23.93,17.04,28.71,31.87,20.12,16.65,19.83,27.8,24.55,12.12,12.12
25,Net Income to Common,22.23,24.75,34.58,40,38.37,25.61,30.29,32.48,23.93,17.04,28.71,31.87,20.12,16.65,19.83,27.8,24.55,12.12,12.12
26,Net Income Growth,-42.08%,-3.36%,14.16%,23.15%,60.35%,50.29%,5.49%,1.92%,18.95%,2.38%,44.78%,14.63%,-18.05%,37.38%,63.64%,-,-,-,-
27,Shares Outstanding (Basic),94,99,99,85,85,85,84,79,89,86,87,86,69,64,64,55,65,64,64
28,Shares Outstanding (Diluted),94,99,99,85,85,88,87,85,89,86,87,86,69,64,64,55,65,64,64
29,Shares Change (YoY),9.50%,12.28%,14.16%,0.16%,-3.68%,2.92%,-0.54%,-0.76%,27.69%,33.78%,36.00%,56.79%,6.79%,0.38%,0.29%,-,-,-,-
30,EPS (Basic),0.24,0.25,0.35,0.47,0.45,0.30,0.36,0.41,0.27,0.20,0.33,0.37,0.29,0.26,0.31,0.51,0.38,0.19,0.19
31,EPS (Diluted),0.24,0.25,0.35,0.47,0.45,0.29,0.35,0.38,0.27,0.20,0.33,0.37,0.29,0.26,0.31,0.51,0.38,0.19,0.19
32,EPS Growth,-47.10%,-13.92%,0%,22.96%,66.48%,46.02%,6.06%,2.70%,-6.84%,-23.48%,6.45%,-26.89%,-23.26%,36.85%,63.16%,-,-,-,-
33,Free Cash Flow,-52.8,-62.34,-116.16,151.58,-28.92,-70.08,-98.93,61.52,-13.97,-45.68,-12.06,28.42,-73.26,65.18,-105.2,17.23,38.63,-26.87,-26.87
34,Free Cash Flow Per Share,-0.56,-0.63,-1.18,1.78,-0.34,-0.80,-1.14,0.72,-0.16,-0.53,-0.14,0.33,-1.06,1.02,-1.64,0.32,0.59,-0.42,-0.42
35,Dividend Per Share,-,-,-,0.190,-,-,-,0.170,-,-,-,0.150,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,11.76%,-,-,-,13.33%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,22.44%,24.95%,25.45%,25.14%,22.41%,22.52%,23.95%,24.49%,23.37%,22.03%,22.56%,23.27%,22.48%,20.79%,22.15%,22.03%,22.08%,20.78%,20.78%
38,Operating Margin,6.38%,7.15%,9.12%,9.31%,8.37%,7.30%,9.48%,8.47%,8.17%,6.92%,9.17%,10.08%,8.47%,7.78%,9.08%,3.02%,18.53%,6.27%,6.27%
39,Profit Margin,4.71%,5.77%,7.46%,6.98%,8.04%,6.07%,7.06%,7.09%,6.27%,5.67%,8.24%,8.26%,6.28%,5.98%,6.84%,8.28%,10.15%,6.61%,6.61%
40,Free Cash Flow Margin,-11.19%,-14.54%,-25.06%,26.47%,-6.06%,-16.61%,-23.06%,13.43%,-3.66%,-15.20%,-3.46%,7.37%,-22.88%,23.43%,-36.30%,5.13%,15.98%,-14.64%,-14.64%
41,EBITDA,44.67,48.3,56.85,67.87,51.01,44.02,51.72,49.86,40.65,31.48,41.42,48.35,35.2,30.89,34.4,18.25,52.47,19.18,19.18
42,EBITDA Margin,9.47%,11.26%,12.26%,11.85%,10.69%,10.44%,12.06%,10.88%,10.65%,10.48%,11.89%,12.53%,11.00%,11.10%,11.87%,5.44%,21.71%,10.46%,10.46%
43,D&A For EBITDA,14.56,17.65,14.56,14.56,11.05,13.23,11.05,11.05,9.48,10.68,9.48,9.48,8.1,9.24,8.1,8.1,7.68,7.68,7.68
44,EBIT,30.11,30.66,42.28,53.31,39.96,30.79,40.67,38.82,31.17,20.8,31.95,38.87,27.11,21.65,26.31,10.15,44.79,11.5,11.5
45,EBIT Margin,6.38%,7.15%,9.12%,9.31%,8.37%,7.30%,9.48%,8.47%,8.17%,6.92%,9.17%,10.08%,8.47%,7.78%,9.08%,3.02%,18.53%,6.27%,6.27%
46,Effective Tax Rate,21.94%,22.00%,22.52%,23.79%,23.46%,21.06%,26.69%,20.56%,22.19%,17.51%,25.01%,23.25%,23.03%,19.87%,25.15%,22.59%,25.00%,23.05%,23.05%
47,Revenue as Reported,471.65,428.78,463.5,572.74,477.24,421.84,429,458.13,381.68,300.54,348.27,385.72,320.17,278.18,289.82,-,608.69,-,-
