,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,538.63,578.51,460.69,618.62,657.77,800.18,589.58,727.05,505.59,628.78
1,Revenue Growth (YoY),16.92%,-6.48%,-29.96%,-22.69%,11.57%,10.06%,16.61%,15.63%,-10.49%,-3.84%
2,Cost of Revenue,346.13,376.3,306.81,402.24,457.39,548.66,410.99,451.54,344.23,423.97
3,Gross Profit,192.5,202.21,153.88,216.38,200.39,251.52,178.59,275.51,161.36,204.82
4,"Selling, General & Admin",145.59,149.71,134.54,146.98,148.64,172.3,148.79,156.42,117.64,137.22
5,Other Operating Expenses,-7.24,-5.09,-5.06,0.06,0.43,-18.76,-14.52,-15.98,-6.08,-9.49
6,Operating Expenses,138.34,144.62,129.48,147.04,149.07,153.55,134.27,140.44,111.57,127.73
7,Operating Income,54.15,57.59,24.41,69.34,51.31,97.98,44.32,135.06,49.79,77.09
8,Interest Expense,-1.41,-1.75,-2.24,-1.69,-0.61,-0.99,-0.74,-2.12,-2.69,-3.87
9,Interest & Investment Income,3.74,2.85,4.95,2.11,0.27,0.36,0.73,0.54,1.38,0.04
10,Currency Exchange Gain (Loss),3.87,-4.07,11.18,10.91,11.5,-5.98,-3.82,-22.68,0.67,3.77
11,EBT Excluding Unusual Items,60.36,54.62,38.28,80.67,62.48,91.37,40.49,110.81,49.16,77.03
12,Gain (Loss) on Sale of Investments,-,-,1.34,-,-,-,-,-,-,-
13,Gain (Loss) on Sale of Assets,-0.35,-0.24,0.21,-0.02,0.01,-0.81,-0.22,-0.07,-0.41,5.24
14,Other Unusual Items,-,-,-,-,-,-,-,-,-,-7.57
15,Pretax Income,60.01,54.38,39.84,80.65,62.48,90.56,40.28,110.73,48.74,75.09
16,Income Tax Expense,7.33,11.88,4.07,7.48,8.82,4.03,7.76,20.63,9.5,11.81
17,Earnings From Continuing Operations,52.68,42.5,35.77,73.17,53.67,86.53,32.51,90.1,39.25,63.28
18,Minority Interest in Earnings,1.3,1.83,-,-,-,-,-,-,-,-
19,Net Income,53.98,44.33,35.77,73.17,53.67,86.53,32.51,90.1,39.25,63.28
20,Net Income to Common,53.98,44.33,35.77,73.17,53.67,86.53,32.51,90.1,39.25,63.28
21,Net Income Growth,50.89%,-39.42%,-33.35%,-15.44%,65.07%,-3.96%,-17.16%,42.39%,86.79%,22.89%
22,Shares Outstanding (Basic),532,532,532,532,532,532,532,532,521,399
23,Shares Outstanding (Diluted),532,532,532,532,532,532,532,532,521,399
24,Shares Change (YoY),-,-,-,-,-,-0.01%,2.10%,33.32%,30.61%,-
25,EPS (Basic),0.10,0.08,0.07,0.14,0.10,0.16,0.06,0.17,0.08,0.16
26,EPS (Diluted),0.10,0.08,0.07,0.14,0.10,0.16,0.06,0.17,0.08,0.16
27,EPS Growth,50.90%,-39.42%,-33.35%,-15.44%,65.07%,-3.95%,-18.87%,6.80%,43.02%,-
28,Free Cash Flow,13.25,32.45,-39.65,178.19,24.36,1.34,-5.1,91.22,58.47,96.96
29,Free Cash Flow Per Share,0.02,0.06,-0.07,0.33,0.05,0.00,-0.01,0.17,0.11,0.24
30,Dividend Per Share,0.030,0.080,0.020,0.110,0.030,0.110,0.020,0.120,0.020,-
31,Dividend Growth,50.00%,-27.27%,-33.33%,0%,50.00%,-8.33%,0%,-,-,-
32,Operating Margin,10.05%,9.95%,5.30%,11.21%,7.80%,12.24%,7.52%,18.58%,9.85%,12.26%
33,Profit Margin,10.02%,7.66%,7.76%,11.83%,8.16%,10.81%,5.51%,12.39%,7.76%,10.06%
34,Free Cash Flow Margin,2.46%,5.61%,-8.61%,28.80%,3.70%,0.17%,-0.87%,12.55%,11.56%,15.42%
35,EBITDA,81.72,83.32,50.5,95.34,78.46,124.24,68.91,158.56,70.94,102.08
36,D&A For EBITDA,27.57,25.73,26.1,26.01,27.15,26.27,24.59,23.49,21.14,25
37,EBIT,54.15,57.59,24.41,69.34,51.31,97.98,44.32,135.06,49.79,77.09
