,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,176.3,160.37,184.86,294.72,134.14,158.78,155.59,236.67,194.21,104.78
1,Short-Term Investments,57.21,53.11,67.28,59.13,57.31,-,-,-,-,-
2,Cash & Short-Term Investments,233.51,213.47,252.14,353.85,191.44,158.78,155.59,236.67,194.21,104.78
3,Cash Growth,-7.39%,-39.67%,31.71%,122.85%,23.04%,-32.91%,-19.89%,125.88%,244.44%,75.01%
4,Accounts Receivable,219.98,163.32,156.12,144.43,275.59,241.14,190.75,233.25,198.67,167.01
5,Other Receivables,3.49,2.03,0.93,9.49,0.06,22.88,0.23,27.19,0.37,54.93
6,Receivables,223.47,165.35,157.05,153.93,275.65,264.01,190.98,260.44,199.04,221.94
7,Inventory,75.6,65.13,73.73,72.44,100.39,116.55,139.74,93.68,68.95,85.71
8,Prepaid Expenses,-,-,-,-,-,-,38.5,-,42.96,20.86
9,Other Current Assets,-,-,-,-,-,37.21,5.67,11.89,0.39,2.34
10,Total Current Assets,532.57,443.95,482.93,580.22,567.49,576.55,530.49,602.68,505.54,435.63
11,"Property, Plant & Equipment",570.99,576.06,561.59,546.49,544.89,567.25,507.74,505.21,451.09,464.74
12,Long-Term Investments,0.5,0.5,0.5,3.89,3.89,-,-,-,-,-
13,Goodwill,-,23.87,-,24.57,-,26.66,-,25.95,-,24.28
14,Other Intangible Assets,27.73,5.13,28.57,4.51,29.46,4.08,29.66,2.45,26.18,1.53
15,Long-Term Deferred Tax Assets,8.68,5.93,11.02,7.87,9.1,8.87,10.59,8.39,11.07,9.02
16,Other Long-Term Assets,21,35.22,34.52,11.69,38.04,36.61,41.46,35.98,24.1,21.05
17,Total Assets,1161,1091,1119,1179,1193,1220,1120,1181,1018,956.26
18,Accounts Payable,92.41,64.44,82.26,68.16,139.67,130.78,118.29,122.42,96.94,92.1
19,Accrued Expenses,96.5,77.7,103.97,88.84,107.19,102.66,112.31,81.21,88.8,76.15
20,Short-Term Debt,96.17,47.88,99.78,116.32,97.01,76.98,58.09,24.77,37.59,53.66
21,Current Portion of Long-Term Debt,-,-,-,-,-,7.46,18.18,55.31,42.06,51.63
22,Current Portion of Leases,2.1,1.81,1.45,2.23,2.93,2.84,2.89,3.38,3.32,2.49
23,Current Income Taxes Payable,14.46,11.04,19.22,14.3,9.16,8.16,33.81,28.88,30.3,17.07
24,Current Unearned Revenue,16.73,17.1,12.41,17.15,9.09,10.55,-,9.49,-,4.75
25,Other Current Liabilities,-,19.65,-,19.41,5.74,22.21,-,44.75,-,23.23
26,Total Current Liabilities,318.37,239.62,319.08,326.4,370.78,361.63,343.58,370.21,299.01,321.08
27,Long-Term Debt,-,-,-,-,-,-,-,7.46,43.19,83
28,Long-Term Leases,2.01,1.14,0.45,0.63,0.22,1.64,1.27,2.03,3.35,1.84
29,Long-Term Deferred Tax Liabilities,14.51,15.18,8.68,9.36,10.45,10.43,16.84,16.6,16.17,15.84
30,Total Liabilities,334.89,255.94,328.22,336.39,381.45,373.7,361.69,396.3,361.73,421.76
31,Common Stock,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,0
32,Additional Paid-In Capital,139.59,139.59,139.59,139.59,139.59,139.59,139.59,139.59,139.59,3.76
33,Retained Earnings,726.27,40.78,36.91,36.91,32.06,32.06,575.66,606.99,527.53,536.16
34,Comprehensive Income & Other,-44.36,647.96,609.08,661.02,634.45,669.34,37.67,32.46,-16.19,-5.43
35,Total Common Equity,826.82,833.65,790.91,842.84,811.42,846.31,758.24,784.37,656.25,534.5
36,Minority Interest,-0.23,1.07,-,-,-,-,-,-,-,-
37,Shareholders' Equity,826.58,834.72,790.91,842.84,811.42,846.31,758.24,784.37,656.25,534.5
38,Total Liabilities & Equity,1161,1091,1119,1179,1193,1220,1120,1181,1018,956.26
39,Total Debt,100.29,50.83,101.68,119.18,100.16,88.92,80.43,92.94,129.52,192.62
40,Net Cash (Debt),133.22,162.65,150.47,234.67,91.28,69.86,75.16,143.73,64.7,-87.85
41,Net Cash Growth,-11.46%,-30.69%,64.84%,235.90%,21.45%,-51.39%,16.17%,-,-,-
42,Net Cash Per Share,0.25,0.31,0.28,0.44,0.17,0.13,0.14,0.27,0.12,-0.22
43,Filing Date Shares Outstanding,532,532,532,532,532,532,532,532,532,199.5
44,Total Common Shares Outstanding,532,532,532,532,532,532,532,532,532,199.5
45,Working Capital,214.2,204.34,163.84,253.82,196.71,214.92,186.91,232.47,206.52,114.55
46,Book Value Per Share,1.55,1.57,1.49,1.58,1.53,1.59,1.43,1.47,1.23,2.68
47,Tangible Book Value,799.08,804.66,762.33,813.77,781.96,815.57,728.58,755.96,630.07,508.68
48,Tangible Book Value Per Share,1.50,1.51,1.43,1.53,1.47,1.53,1.37,1.42,1.18,2.55
49,Buildings,-,264.21,-,203.93,-,214.37,-,184.63,-,163.38
50,Machinery,-,577.43,-,583.71,-,613.77,-,586.35,-,522.48
51,Construction In Progress,-,56.02,-,40.75,-,15.24,-,13.11,-,-
52,Leasehold Improvements,-,92.61,-,95.17,-,102.32,-,100.76,-,84.83
