,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,286832,269028,276941,282875,272985,249247,271006,253203,259138,255181,303792,328520,377974,300260,255478,233399,239707,205013,201859,181358,168741,Upgrade
1,Market Cap Growth,7.94%,7.94%,2.19%,11.72%,5.34%,-2.33%,-10.79%,-22.93%,-31.44%,-15.01%,18.91%,40.75%,57.68%,46.46%,26.56%,28.70%,42.06%,-5.80%,-14.67%,-30.30%,-36.31%,Upgrade
2,Enterprise Value,225416,209286,221635,231431,221540,210218,223931,192215,160388,156432,218335,221153,292210,222517,179795,178183,194381,159687,171469,150967,114115,Upgrade
3,Last Close Price,14500.00,13600.00,13060.40,13340.27,12873.83,11754.36,11685.06,10917.43,11173.31,11002.72,13098.48,14164.63,16296.95,12946.17,11015.13,10063.20,10335.18,8839.30,8368.57,7518.63,6995.60,Upgrade
4,PE Ratio,9.35,8.32,7.84,8.03,8.16,7.54,18.62,9.98,8.96,7.06,8.26,8.38,9.86,8.51,6.45,7.92,7.80,7.41,11.67,9.21,10.55,Upgrade
5,PS Ratio,1.39,1.20,1.13,1.21,1.29,1.23,1.40,1.30,1.14,0.85,1.08,1.03,1.18,1.03,0.91,0.85,0.83,0.82,0.90,0.71,0.79,Upgrade
6,PB Ratio,1.08,1.02,1.07,1.10,1.05,0.96,1.06,1.00,1.01,1.00,1.26,1.44,1.67,1.38,1.23,1.21,1.25,1.10,1.13,-,0.99,Upgrade
7,P/TBV Ratio,1.07,1.07,1.13,1.16,1.12,1.02,1.13,1.06,1.08,1.06,1.35,1.54,1.79,1.49,1.33,1.31,1.35,1.20,1.23,-,1.08,Upgrade
8,P/FCF Ratio,-,-,12.95,33.75,-50.50,-12.99,-,-,-,-,40.53,-,7.61,16.44,8.00,7.66,-,63.68,-,13.83,-,Upgrade
