,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,114034,34070,46824,29474,134232,23999,23166,21891,124389,25210,55686,94420,106173,61535,57621,66594,93838,56331,70622,30224,Upgrade
1,Revenue Growth (YoY),-15.05%,41.96%,102.13%,34.64%,7.91%,-4.80%,-58.40%,-76.82%,17.16%,-59.03%,-3.36%,41.78%,13.14%,9.24%,-18.41%,120.34%,41.09%,-35.88%,140.32%,-46.35%,Upgrade
2,Cost of Revenue,86734,25145,34949,21510,96647,16345,13472,14013,90679,14632,35527,69416,71322,46786,38385,48872,69236,40699,52418,21995,Upgrade
3,Gross Profit,27300,8925,11875,7965,37584,7654,9694,7878,33711,10578,20159,25004,34851,14749,19236,17722,24602,15632,18204,8228,Upgrade
4,"Selling, General & Admin",22357,6326,8272,6072,29086,6869,7935,6227,24031,8769,13712,14333,23983,8332,13927,11409,17104,9887,11638,6955,Upgrade
5,Operating Expenses,22357,6326,8272,6072,29086,6869,7935,6227,24031,8769,13712,14333,23983,8332,13927,11409,17104,9887,11638,6955,Upgrade
6,Operating Income,4943,2598,3603,1892,8499,784.66,1759,1651,9680,1809,6447,10671,10868,6417,5308,6312,7499,5745,6566,1273,Upgrade
7,Interest Expense,-,-,-,-,-,-,-,-,-,-,-194.24,-,-,-,-,-,-,-,-,-,Upgrade
8,Interest & Investment Income,21532,351.05,1042,578.14,21219,1224,1168,737.62,7938,11153,642.86,363.47,1552,9899,390.86,789.93,8565,346.95,317.24,665.35,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,106.97,14.66,-,-,34,-29.43,-,-,-,-,-,-,-,-6.23,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-467.38,-593.09,-56.62,-46.93,166.12,-5.04,-226.14,-111.23,194.24,113.57,-94.59,-20.95,-,-45.52,1.92,-53.49,-186.43,-171.52,403.16,1356,Upgrade
11,EBT Excluding Unusual Items,26007,2356,4588,2531,29898,2004,2700,2311,17783,13075,6801,11014,12421,16271,5701,7049,15871,5920,7287,3294,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-112.73,-,-,-30.24,301.78,-,-,-,-,-,-,-,315,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,41.82,-,-,-,-,-213.07,-,-,-,-,-,-,-,326.49,-,-,-,Upgrade
14,Other Unusual Items,-,-,-,-,-85.75,-,-,-25,-1057,-,-,-,-,-,-,-,-519.74,-,-,-,Upgrade
15,Pretax Income,26007,2356,4588,2572,29700,2004,2700,2256,16815,13075,6801,11014,12421,16271,5701,7049,15993,5920,7287,3294,Upgrade
16,Income Tax Expense,1083,615.39,936.61,562.27,1778,348.38,814.45,666.23,2012,599.17,1369,2205,2339,1376,1143,1313,1563,1180,1461,612.47,Upgrade
17,Net Income,24924,1741,3651,2010,27922,1656,1886,1590,14802,12476,5432,8808,10082,14895,4559,5735,14430,4740,5826,2682,Upgrade
18,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,5380,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Net Income to Common,24924,1741,3651,2010,27922,1656,1886,1590,9423,12476,5432,8808,10082,14895,4559,5735,14430,4740,5826,2682,Upgrade
20,Net Income Growth,-10.74%,5.14%,93.61%,26.42%,88.63%,-86.73%,-65.28%,-81.95%,46.82%,-16.24%,19.16%,53.58%,-30.13%,214.24%,-21.75%,113.86%,146.70%,-33.66%,174.10%,-80.94%,Upgrade
21,Shares Outstanding (Basic),20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,Upgrade
22,Shares Outstanding (Diluted),20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,Upgrade
23,Shares Change (YoY),0.03%,0.36%,-0.58%,-,-0.03%,-0.42%,0.50%,0.06%,0.03%,0.00%,-0.51%,-0.52%,-0.58%,-0.47%,-0.02%,-0.16%,0.03%,0.07%,-0.19%,0.61%,Upgrade
24,EPS (Basic),1260.00,88.00,185.00,101.61,1412.00,84.00,95.00,80.38,476.37,630.36,275.00,445.54,509.82,752.55,229.59,288.58,725.46,238.36,293.37,134.73,Upgrade
25,EPS (Diluted),1260.00,88.00,185.00,101.61,1412.00,84.00,95.00,80.38,476.37,630.36,275.00,445.54,509.82,752.55,229.59,288.58,725.46,238.36,293.37,134.73,Upgrade
26,EPS Growth,-10.76%,4.76%,94.74%,26.42%,196.41%,-86.67%,-65.45%,-81.96%,-6.56%,-16.24%,19.78%,54.39%,-29.72%,215.72%,-21.74%,114.20%,256.24%,-33.70%,174.63%,-81.05%,Upgrade
27,Free Cash Flow,-19345,4086,1413,1413,14473,-8918,-12374,-12374,-36528,2152,-22763,21241,6864,1464,20075,-10145,20544,-,7577,-24902,Upgrade
28,Free Cash Flow Per Share,-977.96,206.55,71.58,71.42,731.89,-452.45,-623.28,-625.52,-1846.65,108.75,-1152.39,1074.39,347.12,73.95,1011.09,-510.45,1032.86,-,381.54,-1250.92,Upgrade
29,Dividend Per Share,-,-,-,-,1000.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Gross Margin,23.94%,26.19%,25.36%,27.02%,28.00%,31.89%,41.85%,35.99%,27.10%,41.96%,36.20%,26.48%,32.82%,23.97%,33.38%,26.61%,26.22%,27.75%,25.78%,27.22%,Upgrade
31,Operating Margin,4.33%,7.63%,7.69%,6.42%,6.33%,3.27%,7.59%,7.54%,7.78%,7.18%,11.58%,11.30%,10.24%,10.43%,9.21%,9.48%,7.99%,10.20%,9.30%,4.21%,Upgrade
32,Profit Margin,21.86%,5.11%,7.80%,6.82%,20.80%,6.90%,8.14%,7.26%,7.58%,49.49%,9.75%,9.33%,9.50%,24.21%,7.91%,8.61%,15.38%,8.41%,8.25%,8.87%,Upgrade
33,Free Cash Flow Margin,-16.96%,11.99%,3.02%,4.79%,10.78%,-37.16%,-53.41%,-56.52%,-29.37%,8.54%,-40.88%,22.50%,6.47%,2.38%,34.84%,-15.23%,21.89%,-,10.73%,-82.39%,Upgrade
34,EBITDA,6601,3508,4540,2829,8894,2000,3024,2917,11385,2541,7567,11931,12060,7482,6334,7479,8081,6618,7407,2087,Upgrade
35,EBITDA Margin,5.79%,10.30%,9.70%,9.60%,6.63%,8.33%,13.05%,13.32%,9.15%,10.08%,13.59%,12.64%,11.36%,12.16%,10.99%,11.23%,8.61%,11.75%,10.49%,6.91%,Upgrade
36,D&A For EBITDA,1658,909.9,937.1,937.1,395.57,1215,1266,1266,1705,732.09,1120,1260,1191,1065,1025,1166,582.02,872.95,840.84,813.51,Upgrade
37,EBIT,4943,2598,3603,1892,8499,784.66,1759,1651,9680,1809,6447,10671,10868,6417,5308,6312,7499,5745,6566,1273,Upgrade
38,EBIT Margin,4.33%,7.63%,7.69%,6.42%,6.33%,3.27%,7.59%,7.54%,7.78%,7.18%,11.58%,11.30%,10.24%,10.43%,9.21%,9.48%,7.99%,10.20%,9.30%,4.21%,Upgrade
39,Effective Tax Rate,4.17%,26.12%,20.41%,21.86%,5.99%,17.38%,30.16%,29.53%,11.97%,4.58%,20.13%,20.02%,18.83%,8.46%,20.04%,18.63%,9.77%,19.93%,20.05%,18.59%,Upgrade
40,Revenue as Reported,114034,34070,4682,29474,134232,23999,23166,21891,124389,25210,55686,94420,106173,61535,57621,66594,93838,56331,70622,30224,Upgrade
