,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,52415,50743,46306,-,42445,30028,28076,-,50994,79749,66457,88367,69764,61742,75683,55217,64572,45326,-,30390,Upgrade
1,Short-Term Investments,9000,9000,9000,-,9000,9000,19000,-,19000,19000,19000,19000,16000,16000,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,61415,59743,55306,51445,51445,39028,47076,69994,69994,98749,85457,107367,85764,77742,75683,55217,64572,45326,-,30390,Upgrade
3,Cash Growth,19.38%,53.08%,17.48%,-26.50%,-26.50%,-60.48%,-44.91%,-34.81%,-18.39%,27.02%,12.92%,94.45%,32.82%,71.52%,-,81.69%,18.21%,90.43%,-,-45.66%,Upgrade
4,Accounts Receivable,140887,101626,109902,-,159147,97132,100036,-,173331,94129,107456,96748,113161,103748,97441,118909,122923,102717,-,57981,Upgrade
5,Other Receivables,3551,751.2,971.16,-,1188,9646,1126,-,5308,7644,6247,5803,3368,10531,1047,760.8,311.4,2954,-,8621,Upgrade
6,Receivables,144438,102377,110873,-,160334,106778,101162,-,178639,101772,113703,102551,116528,114279,98488,119670,123234,105670,-,66602,Upgrade
7,Inventory,8042,18417,17246,-,8649,30066,22736,-,8229,18088,5050,2960,6651,4174,2839,2368,3736,2748,-,3088,Upgrade
8,Prepaid Expenses,962.16,659.99,591.18,-,57.04,310.76,486.8,-,22.5,-,179.26,328.09,879.21,-,-,-,-,-,-,-,Upgrade
9,Other Current Assets,6032,12990,11213,-,8102,6210,15062,-,6879,2583,2885,2604,2531,4284,4748,3737,3538,5380,-,3413,Upgrade
10,Total Current Assets,220889,194187,195230,-,228588,182393,186523,-,263763,221193,207275,215810,212353,200479,181758,180991,195080,159124,-,103494,Upgrade
11,"Property, Plant & Equipment",28233,22421,21042,-,17944,16393,14780,-,13180,12678,13514,13237,13394,12485,13309,13013,13126,12182,-,9767,Upgrade
12,Long-Term Investments,110522,110634,110634,-,110634,110686,110686,-,110747,110747,110747,110942,110942,110942,110942,110942,110942,110805,-,110627,Upgrade
13,Other Intangible Assets,14213,14451,14688,-,15162,15407,15243,-,15690,15926,15377,15557,15757,15966,14251,14369,14500,14645,-,14768,Upgrade
14,Long-Term Accounts Receivable,156.82,156.82,156.82,-,156.82,156.82,156.82,-,156.82,156.82,156.82,156.82,156.82,156.82,156.82,156.82,156.82,295.43,-,1828,Upgrade
15,Other Long-Term Assets,515.28,621.3,842.98,-,1426,1761,2081,-,2423,2207,2123,2137,1530,1839,1789,1846,1874,1088,-,1322,Upgrade
16,Total Assets,374529,342470,342593,-,373910,326796,329469,-,405960,362909,349193,357840,354132,341868,322206,321317,335679,298140,-,241806,Upgrade
