,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1985,2309,1877,1905.0,2872,2484,2460,2506,2361,2685
1,Short-Term Investments,24.03,22.84,33.74,23.47,24.62,-,-,1.66,-,22.18
2,Accounts Receivable,11003,11125,10277,9265.0,9253,8135,7344,6236,4887,3752
3,Other Receivables,575.42,615.13,646.69,771.06,898.08,794.66,794.25,715.79,763.44,669.73
4,Inventory,394.74,364.66,405.41,377.99,326.45,327.69,262.3,218.49,257.84,228.39
5,Loans Receivable Current,-,-,3.79,25.97,26.63,-,-,-,-,-
6,Other Current Assets,32.1,47.36,37.13,75.04,108.79,160.54,131.46,219.42,175.69,189.85
7,Total Current Assets,14014,14483,13281,12443.0,13509,11901,10992,9897,8445,7548
8,"Property, Plant & Equipment",5105,5110,5597,5664.0,5896,6067,5383,4497,3472,3047
9,Goodwill,129.44,130.65,132.09,134.21,156.01,162.64,161.28,157.61,145.7,149.08
10,Other Intangible Assets,12542,12820,13371,13356.0,13980,14365,13967,13311,11264,10781
11,Long-Term Investments,261.47,266.31,260.93,273.31,330.16,279.17,226.46,210.05,126.58,137.8
12,Long-Term Loans Receivable,-,-,-,15.64,-,27.12,26.24,25.02,-,22.18
13,Long-Term Deferred Tax Assets,202.11,198.5,73.19,80.86,84.53,82.45,67.41,64.47,54.06,29.4
14,Long-Term Accounts Receivable,6231,6358,6458,6699.0,6703,6900,6893,6310,4744,3963
15,Other Long-Term Assets,406.4,391.01,455.55,490.65,694.73,753.98,788.83,791.92,615.15,580.8
16,Total Assets,38891,39757,39629,39156.0,41352,40540,38507,35265,28867,26258
17,Accounts Payable,1339,1479,1593,1857.0,2136,2420,2485,2643,2070,2138
18,Short-Term Debt,8.15,8.15,8.15,8.3,8.89,8.3,11.3,-,0.06,-
19,Current Portion of Long-Term Debt,7842,10214,4946,5809.0,6016,4493,3411,2315,2327,2039
20,Current Unearned Revenue,67.99,102.87,84.67,109.63,44.57,71.84,83.7,57.48,129.83,84.35
21,Current Portion of Leases,3.88,4.08,3.84,3.05,3.13,0.85,1.53,2.33,3.46,4.63
22,Current Income Taxes Payable,67.08,69.9,42.27,42.08,30.85,45.68,55.57,47.53,72.18,43.77
23,Other Current Liabilities,897.79,1066,1456,1232.0,1291,1615,1382,1270,713.91,766.54
24,Total Current Liabilities,10226,12944,8135,9062.0,9531,8655,7429,6336,5317,5077
25,Long-Term Debt,14603,12918,16468,14927.0,15667,16058,15663,14619,11264,9516
26,Long-Term Leases,20.05,22.02,17.38,16.51,18.38,14.78,13.45,6.5,7.15,8.38
27,Long-Term Unearned Revenue,103.05,73.86,80.31,84.77,92.15,65.84,64.79,71.56,-,54.32
28,Long-Term Deferred Tax Liabilities,1337,1340,1443,1435.0,1466,1445,1393,1287,1053,956.76
29,Other Long-Term Liabilities,107.95,103.9,98.06,97.15,98.86,156.22,94.31,79.01,129.9,58.93
30,Total Liabilities,26397,27401,26242,25622.0,26873,26394,24658,22398,17771,15671
31,Common Stock,1608,1608,1608,1608.0,1608,1608,1608,1608,1608,1608
32,Additional Paid-In Capital,3485,348.55,3537,3537.0,3611,3694,3839,3983,4149,4314
33,Retained Earnings,7973,10966,8395,8131.0,8162,7791,7382,6680,6000,5178
34,Comprehensive Income & Other,-839.64,-844.39,-465.86,-84.19,721.05,668.41,648.34,252.63,-933.16,-753.47
35,Total Common Equity,12227,12078,13074,13192.0,14103,13761,13477,12524,10823,10346
36,Minority Interest,267.81,278.13,313.43,342.51,375.92,384.17,371.39,342.56,272.67,241.13
37,Shareholders' Equity,12495,12356,13387,13534.0,14479,14145,13849,12867,11096,10587
38,Total Liabilities & Equity,38891,39757,39629,39156.0,41352,40540,38507,35265,28867,26258
39,Total Debt,22477,23166,21444,20764.0,21714,20575,19101,16942,13602,11568
40,Net Cash (Debt),-20468,-20835,-19533,-18836.0,-18817,-18091,-16641,-14435,-11241,-8860
41,Net Cash Per Share,-9.91,-10.08,-9.45,-9.12,-9.11,-8.76,-8.05,-6.99,-5.44,-4.29
42,Filing Date Shares Outstanding,2066,2066,2066,2066.0,2066,2066,2066,2066,2066,2066
43,Total Common Shares Outstanding,2066,2066,2066,2066.0,2066,2066,2066,2066,2066,2066
44,Working Capital,3789,1540,5147,3381.0,3978,3247,3563,3562,3128,2471
45,Book Value Per Share,5.53,5.46,5.94,5.99,6.43,6.66,6.52,6.06,5.24,5.01
46,Tangible Book Value,-444.55,-872.56,-429.09,-298.32,-32.56,-766.71,-651.24,-944.43,-586.48,-584.2
47,Tangible Book Value Per Share,-0.61,-0.81,-0.60,-0.53,-0.41,-0.37,-0.32,-0.46,-0.28,-0.28
48,Buildings,-,2320,-,2337.0,-,1673,-,850.79,-,680.35
49,Machinery,-,3261,-,3270.0,-,2926,-,2282,-,1940
50,Construction In Progress,-,625.29,-,477.97,-,1630,-,1379,-,483.34
