,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Cash & Equivalents,320.87,350.14,1079,1486,443.07,471.62,729.41,1138,849.35,544.39,913.66,769.4,540.64,567.63,370.83,327.55,99.85,234.4,158.39,136.88,Upgrade
1,Short-Term Investments,-,2772,-,2333,-,3640,-,3141,-,3130,-,3000,-,2884,-,3092,-,472,-,611.04,Upgrade
2,Trading Asset Securities,511.28,507.62,503.99,700.57,-,-,-,-,-,-,7.35,7.34,17.32,18.24,15.16,85.89,38.14,38.98,48.67,120.16,Upgrade
3,Cash & Short-Term Investments,832.15,3630,1583,4521,443.07,4112,729.41,4278,849.35,3674,921.01,3777,557.96,3469,385.99,3505,137.99,745.38,207.06,868.09,Upgrade
4,Cash Growth,87.82%,-11.72%,116.96%,5.66%,-47.83%,11.90%,-20.80%,13.27%,52.22%,5.91%,138.61%,7.75%,304.35%,365.45%,86.41%,303.80%,54.98%,264.87%,128.68%,123.25%,Upgrade
5,Accounts Receivable,1246,1229,1130,1181,1162,1098,1035,1074,1159,1053,1013,1003,977.5,919.07,904.09,958.87,963.88,766.44,647.05,636.46,Upgrade
6,Other Receivables,41.54,73.74,27.27,24.25,30.05,53.33,43.16,34.86,31.46,37.24,30.92,31.69,38.59,38.27,36.91,45.27,46.83,51.12,46.16,37.39,Upgrade
7,Receivables,1288,1303,1157,1206,1192,1152,1078,1109,1190,1090,1044,1035,1016,957.34,941,1004,1011,817.56,693.21,673.85,Upgrade
8,Inventory,931.11,884.84,833.39,778.29,748.8,725.93,687.57,752.3,787.3,753.01,681.07,589.34,588.53,548.43,480.9,475.52,523.6,456.44,389.97,342.22,Upgrade
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55,-,-,-,2.1,-,3.2,Upgrade
10,Other Current Assets,3084,88.22,3046,108.54,3996,100.36,3604,113.63,3325,141.62,3196,156.62,3135,182.71,3057,109.75,669.23,243.52,1104,129.93,Upgrade
11,Total Current Assets,6135,5906,6619,6613,6381,6090,6099,6254,6153,5659,5843,5558,5297,5158,4865,5095,2342,2265,2394,2017,Upgrade
