,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,0.61,7.8,0.19,2.05,0.21,1.64,0.25,7.91,21.65,28.19,Upgrade
1,Short-Term Investments,22.24,22.24,24.9,24.9,25.55,25.55,30.6,30.6,30.4,29.4,Upgrade
2,Trading Asset Securities,169.71,172.31,139.46,54.2,18.91,60.72,44.43,43.98,22.2,25.09,Upgrade
3,Cash & Short-Term Investments,192.55,202.35,164.56,81.15,44.66,87.9,75.28,82.48,74.25,82.68,Upgrade
4,Cash Growth,17.01%,149.35%,268.45%,-7.68%,-40.67%,6.57%,1.39%,-0.24%,-30.79%,-33.87%,Upgrade
5,Other Receivables,0.12,-,-,-,-,-,-,-,7.66,5.98,Upgrade
6,Receivables,0.12,-,-,49.51,5.08,3.44,57.64,52.04,15.13,11.12,Upgrade
7,Prepaid Expenses,0.2,0.28,0.27,0.74,0.17,0.23,0.16,0.58,0.16,0.21,Upgrade
8,Other Current Assets,0.74,0.39,0.66,2.28,6.26,1.42,18.67,3.82,19.13,16.41,Upgrade
9,Total Current Assets,193.61,203.02,165.48,133.68,56.18,92.98,151.75,138.92,108.66,110.42,Upgrade
10,"Property, Plant & Equipment",-,-,0.06,0.2,0.35,0.49,0.06,0.2,0.34,0.49,Upgrade
11,Other Long-Term Assets,-,-,-,-,-,-,-,-,-,3,Upgrade
12,Total Assets,193.61,203.02,165.54,133.88,131.77,168.27,198.19,185.54,179.77,189.82,Upgrade
13,Short-Term Debt,-,-,-,-,2.54,1.09,1.79,1.7,1.62,2.01,Upgrade
14,Current Portion of Long-Term Debt,14.34,4.34,4.09,0.66,1.83,6.72,5.56,0.22,-,0.34,Upgrade
15,Current Portion of Leases,-,-,0.06,0.21,0.29,0.28,0.06,0.21,0.23,0.28,Upgrade
16,Other Current Liabilities,1.76,2.44,2.5,1.21,2.87,2.07,0.79,0.73,0.66,1.35,Upgrade
17,Total Current Liabilities,16.1,6.78,6.66,2.08,7.53,10.16,8.2,2.87,2.51,3.98,Upgrade
18,Long-Term Debt,-,10,10,13.5,13.5,13.5,14.92,19.92,19.92,19.92,Upgrade
19,Long-Term Leases,-,-,-,-,0.06,0.21,-,-,0.06,0.21,Upgrade
20,Total Liabilities,16.1,16.78,16.66,15.58,21.09,23.87,23.12,22.79,22.49,24.11,Upgrade
21,Common Stock,70.79,60.43,51.8,51.8,43.17,43.17,43.17,35.97,35.97,35.97,Upgrade
22,Additional Paid-In Capital,179.73,179.84,171.37,171.37,157.39,157.39,157.39,149.23,149.23,149.23,Upgrade
23,Retained Earnings,-76.75,-57.77,-80.69,-111.28,-96.92,-63.2,-37.58,-34.55,-39.82,-30.39,Upgrade
24,Comprehensive Income & Other,3.74,3.74,6.4,6.4,7.05,7.05,12.1,12.1,11.9,10.9,Upgrade
25,Shareholders' Equity,177.51,186.25,148.89,118.3,110.68,144.4,175.07,162.75,157.28,165.72,Upgrade
26,Total Liabilities & Equity,193.61,203.02,165.54,133.88,131.77,168.27,198.19,185.54,179.77,189.82,Upgrade
27,Total Debt,14.34,14.34,14.15,14.37,18.23,21.8,22.33,22.05,21.83,22.76,Upgrade
28,Net Cash (Debt),178.22,188.01,150.41,66.78,26.44,66.1,52.95,60.43,52.42,59.92,Upgrade
29,Net Cash Growth,18.49%,181.53%,468.92%,1.03%,-50.07%,9.39%,1.01%,0.85%,0.35%,-11.06%,Upgrade
30,Net Cash Per Share,2.85,3.14,2.90,1.31,0.61,1.55,1.45,1.68,1.46,2.51,Upgrade
31,Filing Date Shares Outstanding,70.79,60.43,51.8,51.8,43.17,43.17,43.17,35.97,35.97,35.97,Upgrade
32,Total Common Shares Outstanding,70.79,60.43,51.8,51.8,43.17,43.17,43.17,35.97,35.97,35.97,Upgrade
33,Working Capital,177.51,196.25,158.83,131.6,48.65,82.82,143.55,136.06,106.15,106.45,Upgrade
34,Book Value Per Share,2.51,3.08,2.87,2.28,2.56,3.35,4.06,4.52,4.37,4.61,Upgrade
35,Tangible Book Value,177.51,186.25,148.89,118.3,110.68,144.4,175.07,162.75,157.28,165.72,Upgrade
36,Tangible Book Value Per Share,2.51,3.08,2.87,2.28,2.56,3.35,4.06,4.52,4.37,4.61,Upgrade
37,Machinery,-,-,-,-,-,1.11,-,1.11,-,1.11,Upgrade
